test_view,protocol,method,class_index,class_name,recall,predicted_fraction,auroc
native16@cz,leave_one_view_out,bias,0,left_fist,0.4634146341463415,0.2201885745978924,0.7502492816751728
native16@cz,leave_one_view_out,bias,1,right_fist,0.6013363028953229,0.3521907931225735,0.7431433054909483
native16@cz,leave_one_view_out,bias,2,both_fists,0.42,0.30782029950083195,0.6226443294735977
native16@cz,leave_one_view_out,bias,3,both_feet,0.2185430463576159,0.11980033277870217,0.6731420161883738
native16@cz,leave_one_view_out,vector,0,left_fist,0.4789356984478936,0.22850804215196893,0.7520860940185518
native16@cz,leave_one_view_out,vector,1,right_fist,0.6570155902004454,0.3865779256794232,0.7445447457504449
native16@cz,leave_one_view_out,vector,2,both_fists,0.4,0.2839711591791459,0.6157477211135748
native16@cz,leave_one_view_out,vector,3,both_feet,0.18322295805739514,0.100942872989462,0.6704161556700188
native16@fz,none,identity,0,left_fist,0.8514412416851441,0.6062118691070438,0.7590446607801203
native16@fz,none,identity,1,right_fist,0.6035634743875279,0.3771491957848031,0.7274807301964319
native16@fz,none,identity,2,both_fists,0.0,0.0,0.6114116777531412
native16@fz,none,identity,3,both_feet,0.03532008830022075,0.016638935108153077,0.6420341754558091
native16@fz,view_specific,temperature,0,left_fist,0.8514412416851441,0.6062118691070438,0.7589446201078471
native16@fz,view_specific,temperature,1,right_fist,0.6035634743875279,0.3771491957848031,0.7249525451273633
native16@fz,view_specific,temperature,2,both_fists,0.0,0.0,0.6134877227560155
native16@fz,view_specific,temperature,3,both_feet,0.03532008830022075,0.016638935108153077,0.6580982748753168
native16@fz,view_specific,bias,0,left_fist,0.4700665188470067,0.23349972268441485,0.7528421390991747
native16@fz,view_specific,bias,1,right_fist,0.48775055679287305,0.281198003327787,0.72172528481148
native16@fz,view_specific,bias,2,both_fists,0.41333333333333333,0.29339988907376596,0.6273006487640633
native16@fz,view_specific,bias,3,both_feet,0.3554083885209713,0.19190238491403216,0.6662071784809092
native16@fz,view_specific,vector,0,left_fist,0.4789356984478936,0.23904603438713257,0.7555005969640116
