protocol,method,n_reference_targets,worst_absolute_class_recall_gap,worst_native_balanced_accuracy,mean_native_balanced_accuracy,recall_shift_reduction,worst_bacc_change_from_identity,passes_explanatory_gate
none,identity,6,0.35320088300220753,0.3725812010932232,0.43213797980274005,0.0,0.0,False
view_specific,temperature,6,0.35320088300220753,0.3725812010932232,0.43213797980274005,0.0,0.0,False
view_specific,bias,6,0.11555555555555558,0.4316396993735461,0.47224067900356204,0.6728333333333333,0.059058498280322946,True
view_specific,vector,6,0.12444444444444447,0.4294458262952168,0.4715728311143905,0.6476666666666666,0.056864625201993646,True
leave_one_view_out,temperature,6,0.35320088300220753,0.3725812010932232,0.43213797980274005,0.0,0.0,False
leave_one_view_out,bias,6,0.6136865342163356,0.41653358776568017,0.45759950550369455,-0.7375,0.04395238667245699,False
leave_one_view_out,vector,6,0.6158940397350994,0.4093630105990476,0.4577106005299144,-0.7437499999999999,0.03678180950582444,False
