epoch,train_loss,validation_balanced_accuracy,learning_rate
1.0,1.4109965756582836,0.3067288648912011,6.45769549087854e-06
2.0,1.3654473216193064,0.36590561865508914,1.6733570872048158e-05
3.0,1.2565099828962296,0.42067284961595774,3.301973581024263e-05
4.0,1.1077162491329133,0.45076889773484596,5.883156775208591e-05
5.0,0.9663335024364411,0.47744228713380354,9.974056448166367e-05
6.0,0.8305507517617846,0.4879149642657643,9.974056448166367e-05
7.0,0.6914297086473495,0.5051156236437082,9.974056448166367e-05
8.0,0.5917722556326125,0.4737419409649364,9.974056448166367e-05
9.0,0.5077681560743422,0.5201134741010247,9.974056448166367e-05
10.0,0.436651586086031,0.4652796812841685,9.974056448166367e-05
11.0,0.3935017140327938,0.5103933483098604,9.974056448166367e-05
12.0,0.3323606546719869,0.5101875428843246,9.974056448166367e-05
13.0,0.3025210060675939,0.511614311907186,9.974056448166367e-05
14.0,0.24199577955972582,0.5115430556359196,9.974056448166367e-05
15.0,0.2200376580821143,0.49424304290034304,4.9870282240831836e-05
