seed,encoder,defense,train_view,test_view,n_train,n_val,n_test,probe,selected_c,selected_epoch,validation_balanced_accuracy,accuracy,balanced_accuracy,macro_f1,macro_auroc_ovr,paired_cosine_to_car,relative_l2_to_car,linear_cka_to_car,balanced_accuracy_gap_from_car
42,reve,none,car,car,6300,1734,1803,reve_token,,9,0.5201134741010247,0.5751525235718248,0.5750317313134125,0.5800017442271431,0.8203983647683504,1.0,0.0,1.0,0.0
42,reve,none,car,cz,6300,1734,1803,reve_token,,9,0.5201134741010247,0.5452024403771492,0.5451069981573615,0.5487669821740115,0.8031165604143811,0.9802468353200412,0.19137354615585594,0.769689749931577,0.02992473315605093
42,reve,none,car,pz,6300,1734,1803,reve_token,,9,0.5201134741010247,0.5557404326123128,0.5553311715951714,0.5555387928763237,0.8094712421106046,0.9796095710093697,0.19629928226216145,0.7506588487236203,0.01970055971824103
42,reve,none,car,fcz,6300,1734,1803,reve_token,,9,0.5201134741010247,0.5590682196339434,0.5590228954918376,0.5633049968673958,0.8121689544558116,0.9796015742423384,0.19487757014904933,0.7725143085497554,0.016008835821574863
42,reve,none,car,random_linear,6300,1734,1803,reve_token,,9,0.5201134741010247,0.5718247365501942,0.571720511153534,0.5766475561781669,0.8202333936105141,0.9996770464639416,0.024175334137324183,0.993642296001912,0.003311220159878503
