epoch,train_loss,train_ce_loss,train_consistency_loss,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
1.0,1.4307824392671937,1.4307824392671937,0.0,0.25154884815283046,0.2449520648967552,0.0011988322949036956,0.8311111111111111,6.450892358088527e-06
2.0,1.4071775339267871,1.4071775339267871,0.0,0.2523214285714286,0.26143738977072306,0.0010819357121363282,0.6188888888888889,1.6722788633201854e-05
3.0,1.4063174768730446,1.4063174768730446,0.0,0.25,0.2512307440183546,0.0021280457731336355,0.024444444444444446,3.3002647113295634e-05
4.0,1.393094843228658,1.393094843228658,0.0,0.38550283572130917,0.3490630609011877,0.01675131358206272,0.8444444444444444,5.880448399262659e-05
5.0,1.3220391360035648,1.3220391360035648,0.0,0.4852245311841551,0.40178050522077075,0.040794339030981064,0.6666666666666666,9.969763961567034e-05
6.0,1.2376026146500199,1.2376026146500199,0.0,0.5587812104930467,0.47803229522716983,0.04617523401975632,0.6955555555555556,9.969763961567034e-05
7.0,1.1431100274898387,1.1431100274898387,0.0,0.5697347766540245,0.49074449146259613,0.05986575409770012,0.7022222222222222,9.969763961567034e-05
8.0,1.1053865017714324,1.1053865017714324,0.0,0.6144058154235145,0.5222319965350939,0.06613297760486603,0.7011111111111111,9.969763961567034e-05
9.0,1.0484469883530227,1.0484469883530227,0.0,0.5989742678044669,0.5143198707293473,0.07727493345737457,0.6455555555555555,9.969763961567034e-05
10.0,1.017320409350925,1.017320409350925,0.0,0.6321103736479843,0.5482234796163632,0.08358797430992126,0.6866666666666666,9.969763961567034e-05
11.0,0.9947956604427761,0.9947956604427761,0.0,0.6266239113639556,0.5485985664341121,0.08595836162567139,0.7011111111111111,9.969763961567034e-05
12.0,0.9652661780957822,0.9652661780957822,0.0,0.5942976541649108,0.5106385591765386,0.1036604568362236,0.63,9.969763961567034e-05
13.0,0.9413687169110333,0.9413687169110333,0.0,0.6265247928079787,0.5371474809196048,0.11167944222688675,0.6644444444444444,9.969763961567034e-05
14.0,0.9166934582039162,0.9166934582039162,0.0,0.639917913330524,0.5623392701066005,0.11078159511089325,0.6988888888888889,9.969763961567034e-05
15.0,0.9048083351276539,0.9048083351276539,0.0,0.6355023089619328,0.559733825560706,0.10393678396940231,0.6722222222222223,9.969763961567034e-05
16.0,0.8675765882598029,0.8675765882598029,0.0,0.6445642383059419,0.5702779094676218,0.123622827231884,0.7066666666666667,9.969763961567034e-05
17.0,0.8409691807075783,0.8409691807075783,0.0,0.6343471256496699,0.5671327121474614,0.12897226214408875,0.6944444444444444,9.969763961567034e-05
18.0,0.8413400997938933,0.8413400997938933,0.0,0.6332363657114762,0.5573566873078304,0.12714223563671112,0.6944444444444444,9.969763961567034e-05
19.0,0.8140223335336756,0.8140223335336756,0.0,0.6345402707543194,0.5520637115465655,0.14146870374679565,0.6788888888888889,9.969763961567034e-05
20.0,0.8090215844578214,0.8090215844578214,0.0,0.6287513607950554,0.5554551688751541,0.13932307064533234,0.6744444444444444,9.969763961567034e-05
