seed,probe_seed,reference_seed,encoder,defense,train_view,test_view,n_train,n_val,n_test,probe,selected_c,selected_epoch,validation_balanced_accuracy,accuracy,balanced_accuracy,macro_f1,macro_auroc_ovr,paired_cosine_to_car,relative_l2_to_car,linear_cka_to_car,balanced_accuracy_gap_from_car
21,21,7,reve,none,car,car,6300,1734,1803,reve_token,,13,0.5193671953179727,0.5590682196339434,0.5590636774953904,0.5607120200337685,0.8195797629390843,1.0,0.0,1.0,0.0
21,21,7,reve,none,car,cz,6300,1734,1803,reve_token,,13,0.5193671953179727,0.5374376039933444,0.537451324998776,0.542278990507257,0.8044924779683554,0.9802468118460795,0.1913736298905901,0.7696884956064689,0.021612352496614418
21,21,7,reve,none,car,pz,6300,1734,1803,reve_token,,13,0.5193671953179727,0.562396006655574,0.5622488893294474,0.5676093203686119,0.8120101540438038,0.9796095851304871,0.1962992147883425,0.7506596117282506,-0.0031852118340569557
21,21,7,reve,none,car,fcz,6300,1734,1803,reve_token,,13,0.5193671953179727,0.547975596228508,0.548023914514121,0.5528852349781858,0.8116673620889415,0.9796015676877232,0.19487758555681647,0.7725128605043469,0.011039762981269408
21,21,7,reve,none,car,random_linear,6300,1734,1803,reve_token,,13,0.5193671953179727,0.5601774819744869,0.5601981012698867,0.5613796728030692,0.8207072812566706,0.9997478882625613,0.021351401162681874,0.9949260851422678,-0.0011344237744962404
