epoch,train_loss,train_ce_loss,train_consistency_loss,train_auxiliary_preservation_loss,train_auxiliary_residual_consistency_loss,train_auxiliary_gate_supervision_loss,train_representation_contrastive_loss,train_representation_bilaterality_loss,validation_auxiliary_preservation_loss,validation_auxiliary_consistency_loss,validation_auxiliary_gate_target_mean,validation_auxiliary_gate_nontarget_mean,validation_auxiliary_gate_supervision_loss,validation_representation_alignment_loss,validation_representation_class_margin,validation_representation_bilaterality_balanced_accuracy,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
11.0,1.0006068365662186,1.0006068365662186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.032827595012821974,0.008205444269571803,0.47962962962962963,0.6053643857985672,0.5360325117838024,0.08173833042383194,0.6577777777777778,9.969763961567034e-05
12.0,0.9884709349385015,0.9884709349385015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.029946681753435404,0.009310303757886839,0.4760493827160494,0.5944128827784801,0.5137134194877557,0.09289006888866425,0.6277777777777778,9.969763961567034e-05
13.0,0.9575928287152891,0.9575928287152891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.031896316448855155,0.008430474881585043,0.47234567901234564,0.5991670178395843,0.5223983793369855,0.08692767471075058,0.6988888888888889,9.969763961567034e-05
14.0,0.9331614678877371,0.9331614678877371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.02847355797486769,0.00897551528983231,0.47814814814814816,0.6054489306784661,0.5354994361723713,0.08710730820894241,0.66,9.969763961567034e-05
15.0,0.9197173587481181,0.9197173587481181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.03117560025172766,0.010515639994181198,0.4825925925925926,0.6097000983284169,0.5478225523247647,0.09280609339475632,0.6688888888888889,9.969763961567034e-05
16.0,0.897210409729569,0.897210409729569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.034171099516030694,0.010577600418978173,0.48,0.6434446112515803,0.5506534254967146,0.09747957438230515,0.7033333333333334,9.969763961567034e-05
17.0,0.874129173843949,0.874129173843949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.05278954933240397,0.016917841918634012,0.47617283950617284,0.6320265311139205,0.5617607176023474,0.13331790268421173,0.7033333333333334,9.969763961567034e-05
18.0,0.864457001067974,0.864457001067974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04139119741002101,0.013372304102234776,0.48728395061728397,0.6422392102121084,0.5657436525495154,0.11183911561965942,0.7111111111111111,9.969763961567034e-05
19.0,0.8449497713866058,0.8449497713866058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04696491371620986,0.015160616750463997,0.4762962962962963,0.6400025460036521,0.562580667345601,0.11704699695110321,0.7,9.969763961567034e-05
20.0,0.8236961779771028,0.8236961779771028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.060093265029707486,0.018358282096469006,0.4785185185185185,0.6200650547829751,0.5558418639087885,0.13766704499721527,0.7044444444444444,9.969763961567034e-05
