method,n_probe_seeds,car_balanced_accuracy_mean,car_balanced_accuracy_std,target_balanced_accuracy_mean,target_balanced_accuracy_std,balanced_accuracy_gap_mean,balanced_accuracy_gap_std,target_class_recall_gap_mean,target_class_recall_gap_std,balanced_accuracy_gap_relative_reduction_mean,balanced_accuracy_gap_relative_reduction_std,target_class_recall_gap_relative_reduction_mean,target_class_recall_gap_relative_reduction_std,clean_balanced_accuracy_change_mean,clean_balanced_accuracy_change_std
car_only,3,0.5727141506743246,0.01472861857058345,0.537473391375305,0.027017877196098265,0.03524075929901941,0.021719311737353447,0.20694752402069475,0.012992162476900928,0.0,0.0,0.0,0.0,0.0,0.0
multi_view_ce,3,0.5874503326156743,0.0043444640883648685,0.5767124997342653,0.015259297411976899,0.010737832881409023,0.01181181940308745,0.09756097560975614,0.01920233711273697,0.7361023504389506,0.22083802289064625,0.5310754414125198,0.06174120946182727,0.014736181941349735,0.01648845835479769
rule_consistency,3,0.6059693258077578,0.005290258657049937,0.5977431112124497,0.0017968663544995467,0.00822621459530811,0.006934888840952056,0.06651884700665185,0.013847002213743732,0.7804353177663521,0.15145596995315372,0.6799748940198379,0.05335192007377497,0.03325517513343331,0.012773008680405479
