probe_seed,method,run_dir,car_balanced_accuracy,target_balanced_accuracy,balanced_accuracy_gap,target_class_recall_gap,balanced_accuracy_gap_relative_reduction,target_class_recall_gap_relative_reduction,clean_balanced_accuracy_change
7,car_only,outputs/reve_statistical_audit_s7,0.5707541359019275,0.5104665541258443,0.06028758177608318,0.22172949002217296,0.0,0.0,0.0
7,multi_view_ce,outputs/reve_multiview_ce_s7,0.5828320590440257,0.5593196821026644,0.023512376941361324,0.11973392461197341,0.6099963500163317,0.45999999999999996,0.012077923142098212
7,rule_consistency,outputs/reve_rule_consistency_lam10p0_s7,0.6107654590439915,0.5957053923041749,0.015060066739816635,0.07760532150776056,0.7501962046553483,0.6499999999999999,0.040011323142064015
21,car_only,outputs/reve_statistical_audit_s21,0.5590636774953904,0.537451324998776,0.021612352496614418,0.1973392461197339,0.0,0.0,0.0
21,multi_view_ce,outputs/reve_multiview_ce_s21,0.5914559451980106,0.5829668646043986,0.008489080593611975,0.08647450110864752,0.6072116353394758,0.5617977528089884,0.03239226770262016
21,rule_consistency,outputs/reve_rule_consistency_lam10p0_s21,0.6002948791531201,0.5991003564435884,0.0011945227095316868,0.05099778270509969,0.9447296304407949,0.7415730337078655,0.041231201657729644
42,car_only,outputs/reve_statistical_audit_s42,0.5883246386256558,0.5645022950012951,0.023822343624360642,0.2017738359201774,0.0,0.0,0.0
42,multi_view_ce,outputs/reve_multiview_ce_s42,0.5880629936049866,0.5878509524957328,0.00021204110925376884,0.08647450110864752,0.9910990659610444,0.5714285714285711,-0.0002616450206691656
42,rule_consistency,outputs/reve_rule_consistency_lam10p0_s42,0.606847639226162,0.598423584889586,0.008424054336576003,0.07095343680709532,0.6463801182029129,0.6483516483516485,0.018523000600506268
