seed,probe_seed,reference_seed,encoder,defense,train_view,test_view,n_train,n_val,n_test,probe,selected_c,selected_epoch,validation_balanced_accuracy,accuracy,balanced_accuracy,macro_f1,macro_auroc_ovr,paired_cosine_to_car,relative_l2_to_car,linear_cka_to_car,balanced_accuracy_gap_from_car
7,7,7,reve,none,car,car,6300,1734,1803,reve_token,,11,0.5212533051877737,0.5707154742096506,0.5707541359019275,0.5791577918647043,0.8222126391096618,1.0,0.0,1.0,0.0
7,7,7,reve,none,car,cz,6300,1734,1803,reve_token,,11,0.5212533051877737,0.5102606766500277,0.5104665541258443,0.5113203371160586,0.8016375606671238,0.9802468118460795,0.1913736298905901,0.7696884956064689,0.06028758177608318
7,7,7,reve,none,car,pz,6300,1734,1803,reve_token,,11,0.5212533051877737,0.5424292845257903,0.5422848463198472,0.5463478618098174,0.8117616861538925,0.9796095851304871,0.1962992147883425,0.7506596117282506,0.02846928958208028
7,7,7,reve,none,car,fcz,6300,1734,1803,reve_token,,11,0.5212533051877737,0.5241264559068219,0.5244057748069949,0.5262418978365738,0.8064472223978989,0.9796015676877232,0.19487758555681647,0.7725128605043469,0.046348361094932566
7,7,7,reve,none,car,random_linear,6300,1734,1803,reve_token,,11,0.5212533051877737,0.5723793677204659,0.5724748022720275,0.5794570434211711,0.8237205690366978,0.9997478882625613,0.021351401162681874,0.9949260851422678,-0.0017206663701000435
