probe_seed,reference_seed,defense,test_view,subject_id,n_trials,accuracy,balanced_accuracy,macro_f1,macro_auroc_ovr,balanced_accuracy_gap_from_car
7,7,none,car,90,90,0.7222222222222222,0.7238142292490118,0.7251013413804112,0.9034483476595169,0.0
7,7,none,car,91,90,0.6333333333333333,0.6368577075098815,0.6412515664160401,0.8289238531823562,0.0
7,7,none,car,92,114,0.631578947368421,0.6314814814814815,0.6340058264586566,0.8775725232621785,0.0
7,7,none,car,93,90,0.6444444444444445,0.6447628458498025,0.6475272915490307,0.8906527074578283,0.0
7,7,none,car,94,90,0.6888888888888889,0.691699604743083,0.6994422994422994,0.9041095311052271,0.0
7,7,none,car,95,90,0.6111111111111112,0.6077075098814229,0.6079658525554048,0.8596027867521264,0.0
7,7,none,car,96,90,0.7222222222222222,0.7271786184829663,0.7183302808302808,0.9192282737726872,0.0
7,7,none,car,97,90,0.5555555555555556,0.5573122529644269,0.556838541807345,0.7852795644539451,0.0
7,7,none,car,98,90,0.5111111111111111,0.5140045642763035,0.5135090209890742,0.7817417748862666,0.0
7,7,none,car,99,90,0.34444444444444444,0.3442146621494448,0.34888001253132833,0.6237883123231398,0.0
7,7,none,car,100,72,0.625,0.625,0.6177570284406668,0.8482510288065844,0.0
7,7,none,car,101,90,0.6333333333333333,0.6359989648033126,0.5995278167367929,0.9650738702359594,0.0
7,7,none,car,102,90,0.6111111111111112,0.6101778656126482,0.6161616161616161,0.8846818858509129,0.0
7,7,none,car,103,90,0.6444444444444445,0.6472332015810277,0.6412284223203533,0.8656322765965568,0.0
7,7,none,car,104,87,0.5862068965517241,0.5856625258799172,0.586659394539157,0.8427231622544122,0.0
7,7,none,car,105,90,0.6666666666666666,0.6647550818746472,0.6844858324366521,0.9162448872583859,0.0
7,7,none,car,106,90,0.45555555555555555,0.454398409561453,0.4464285714285714,0.721347061428941,0.0
7,7,none,car,107,90,0.5111111111111111,0.5098461321287409,0.483743842364532,0.7605001574056952,0.0
7,7,none,car,108,90,0.6888888888888889,0.6847826086956522,0.669668919296526,0.9010562885410196,0.0
7,7,none,car,109,90,0.4888888888888889,0.49209486166007904,0.4802806401968078,0.724813215947697,0.0
7,7,none,cz,90,90,0.6888888888888889,0.6892292490118577,0.6974829596780816,0.8977860494088497,0.03458498023715417
7,7,none,cz,91,90,0.6,0.6022727272727273,0.6184685412626589,0.8185580106327235,0.03458498023715417
7,7,none,cz,92,114,0.6403508771929824,0.6453703703703704,0.6464351851851852,0.8671680198260658,-0.01388888888888884
7,7,none,cz,93,90,0.6555555555555556,0.6561264822134387,0.6573369565217391,0.8862675549247485,-0.011363636363636243
7,7,none,cz,94,90,0.6777777777777778,0.6803359683794467,0.6817090395480226,0.8972176940801688,0.011363636363636354
7,7,none,cz,95,90,0.5777777777777777,0.575098814229249,0.5803716637841237,0.8559128691002093,0.032608695652173836
7,7,none,cz,96,90,0.7,0.7020103990212686,0.7063131313131313,0.917037837124703,0.025168219461697672
7,7,none,cz,97,90,0.5555555555555556,0.5587944664031621,0.5522983012081849,0.7731291664208602,-0.0014822134387352248
7,7,none,cz,98,90,0.45555555555555555,0.4565982025221155,0.452830615942029,0.7733824650688939,0.05740636175418795
7,7,none,cz,99,90,0.3111111111111111,0.30570063993977037,0.2914718715910862,0.6146788148872118,0.038514022209674426
7,7,none,cz,100,72,0.6111111111111112,0.6111111111111112,0.597690808217124,0.8554526748971194,0.01388888888888884
7,7,none,cz,101,90,0.7222222222222222,0.7276785714285714,0.6959265124486681,0.971172552555917,-0.09167960662525876
7,7,none,cz,102,90,0.5888888888888889,0.5884387351778656,0.5978924708566076,0.8789354350081723,0.021739130434782594
7,7,none,cz,103,90,0.4888888888888889,0.49110671936758893,0.4898878898878899,0.8369049023656421,0.15612648221343878
7,7,none,cz,104,87,0.5402298850574713,0.5385375494071146,0.5405318491032777,0.8283754967858228,0.04712497647280256
7,7,none,cz,105,90,0.6666666666666666,0.668272397891963,0.6863586863586864,0.913053140110389,-0.0035173160173158635
7,7,none,cz,106,90,0.5111111111111111,0.5135163749294184,0.5005657145274081,0.7273501658002984,-0.059117965367965375
7,7,none,cz,107,90,0.5444444444444444,0.5423666007905138,0.5283933953456648,0.7452290973072218,-0.03252046866177294
7,7,none,cz,108,90,0.6333333333333333,0.6294466403162056,0.6236898291925466,0.8991887733501753,0.055335968379446654
7,7,none,cz,109,90,0.45555555555555555,0.46047430830039526,0.43090314598798163,0.7066224836639865,0.03162055335968378
7,7,none,pz,90,90,0.7111111111111111,0.7124505928853754,0.7109297792284328,0.8842438802846961,0.011363636363636465
7,7,none,pz,91,90,0.6333333333333333,0.6358695652173912,0.6459723189231386,0.8476976891871727,0.000988142292490224
7,7,none,pz,92,114,0.6491228070175439,0.6499999999999999,0.6520844460878972,0.8734180198260658,-0.01851851851851838
7,7,none,pz,93,90,0.6333333333333333,0.6329051383399209,0.635918710918711,0.8886815197437598,0.011857707509881577
7,7,none,pz,94,90,0.6888888888888889,0.691699604743083,0.6929130295933574,0.9055940218692633,0.0
7,7,none,pz,95,90,0.5222222222222223,0.5202569169960475,0.5260202102307365,0.8431892357556556,0.08745059288537538
7,7,none,pz,96,90,0.6888888888888889,0.695022821381517,0.6861241079221375,0.9160733468263911,0.032155797101449224
7,7,none,pz,97,90,0.5333333333333333,0.5350790513833992,0.532652942815907,0.7775716858627115,0.022233201581027706
7,7,none,pz,98,90,0.5,0.4982236965932618,0.4855196315814462,0.8023673526349167,0.015780867683041655
7,7,none,pz,99,90,0.32222222222222224,0.3228813758705063,0.3253787878787879,0.6026555064093952,0.02133328627893849
7,7,none,pz,100,72,0.6388888888888888,0.638888888888889,0.6377900194140209,0.8348765432098766,-0.01388888888888895
7,7,none,pz,101,90,0.6888888888888889,0.6940346790890268,0.666206797235023,0.9667046563429021,-0.05803571428571419
7,7,none,pz,102,90,0.6,0.599308300395257,0.6078605427289638,0.8683317746306829,0.010869565217391242
7,7,none,pz,103,90,0.5666666666666667,0.5701581027667983,0.5583527711576493,0.8383698731985273,0.07707509881422936
7,7,none,pz,104,87,0.6091954022988506,0.6074016563146998,0.6100340449024659,0.8315792789637899,-0.021739130434782594
7,7,none,pz,105,90,0.6777777777777778,0.6796360342555995,0.695935220935221,0.9302694680707907,-0.014880952380952328
7,7,none,pz,106,90,0.4222222222222222,0.42363659890833805,0.41965115003473874,0.7146229383096916,0.03076181065311495
7,7,none,pz,107,90,0.5555555555555556,0.553906691134952,0.5266708126715001,0.7678451021235978,-0.044060559006211086
7,7,none,pz,108,90,0.6888888888888889,0.6852766798418972,0.6743852193352748,0.9031506687094637,-0.0004940711462450009
7,7,none,pz,109,90,0.4666666666666667,0.4708498023715415,0.44436079319800253,0.7276334122227737,0.021245059288537538
7,7,none,fcz,90,90,0.7111111111111111,0.7124505928853756,0.7148926654740608,0.9064917218140869,0.011363636363636243
7,7,none,fcz,91,90,0.6222222222222222,0.6249999999999999,0.6320852611336418,0.8230505227871339,0.011857707509881577
7,7,none,fcz,92,114,0.6491228070175439,0.6453703703703704,0.6448052759334618,0.8635547801496077,-0.01388888888888884
7,7,none,fcz,93,90,0.6555555555555556,0.6556324110671937,0.6623214285714286,0.8874031811414909,-0.010869565217391242
7,7,none,fcz,94,90,0.6777777777777778,0.6798418972332017,0.6894143345756248,0.8905429620671346,0.011857707509881354
7,7,none,fcz,95,90,0.6222222222222222,0.6190711462450593,0.6253746253746254,0.8602529089035177,-0.011363636363636465
7,7,none,fcz,96,90,0.6888888888888889,0.6941170242800677,0.6916312676994835,0.920974455550218,0.03306159420289856
7,7,none,fcz,97,90,0.5777777777777777,0.5800395256916996,0.5716093117408907,0.7823410557072809,-0.022727272727272707
7,7,none,fcz,98,90,0.4888888888888889,0.48970096932053453,0.48709927094776795,0.7790406243711965,0.024303594955768948
7,7,none,fcz,99,90,0.37777777777777777,0.37867024280067757,0.3927793904208999,0.6356798208143305,-0.034455580651232776
7,7,none,fcz,100,72,0.6111111111111112,0.6111111111111112,0.612833704115684,0.8600823045267489,0.01388888888888884
7,7,none,fcz,101,90,0.5888888888888889,0.5898680124223603,0.5291288699084801,0.9690806950029143,0.04613095238095233
7,7,none,fcz,102,90,0.6111111111111112,0.6106719367588933,0.6168710512460512,0.8824643132280934,-0.000494071146245112
7,7,none,fcz,103,90,0.5777777777777777,0.5805335968379446,0.5731170269376249,0.8478232674109111,0.06669960474308312
7,7,none,fcz,104,87,0.5402298850574713,0.5390786749482401,0.5413504358086247,0.8287446400218139,0.04658385093167705
7,7,none,fcz,105,90,0.6666666666666666,0.668272397891963,0.6863586863586864,0.9157827701017284,-0.0035173160173158635
7,7,none,fcz,106,90,0.4444444444444444,0.44389351590438547,0.42797830150771327,0.7243365948280871,0.010504893657067527
7,7,none,fcz,107,90,0.5222222222222223,0.5192276021080369,0.49489247311827955,0.7577166909622677,-0.009381469979296009
7,7,none,fcz,108,90,0.6444444444444445,0.6408102766798419,0.6363570852069641,0.897084633216156,0.0439723320158103
7,7,none,fcz,109,90,0.4888888888888889,0.4935770750988142,0.4686962504299965,0.7285824062088998,-0.0014822134387351693
7,7,none,random_linear,90,90,0.7555555555555555,0.7574110671936759,0.7577081461515424,0.9012758877664688,-0.03359683794466406
7,7,none,random_linear,91,90,0.6333333333333333,0.6368577075098815,0.6412515664160401,0.8302509916125024,0.0
7,7,none,random_linear,92,114,0.631578947368421,0.6314814814814815,0.633853598508771,0.8796360913458616,0.0
7,7,none,random_linear,93,90,0.6444444444444445,0.6447628458498025,0.6475272915490307,0.8911589243390118,0.0
7,7,none,random_linear,94,90,0.6888888888888889,0.691699604743083,0.6994422994422994,0.9075505696349686,0.0
7,7,none,random_linear,95,90,0.6111111111111112,0.6072134387351779,0.6037506825627957,0.8600602038054322,0.0004940711462450009
7,7,none,random_linear,96,90,0.7111111111111111,0.7158149821193299,0.7032400932400932,0.9235025758184421,0.011363636363636354
7,7,none,random_linear,97,90,0.5555555555555556,0.5573122529644269,0.5584235209235209,0.7854173968566838,0.0
7,7,none,random_linear,98,90,0.5111111111111111,0.5125164690382081,0.5146768964272508,0.7822202042675761,0.0014880952380953438
7,7,none,random_linear,99,90,0.34444444444444444,0.3431794654620742,0.3510886172650879,0.6239253950847836,0.0010351966873706209
7,7,none,random_linear,100,72,0.625,0.625,0.6199371640548111,0.8461934156378601,0.0
7,7,none,random_linear,101,90,0.6555555555555556,0.6598084886128365,0.6234024672354843,0.9664404444353006,-0.023809523809523836
7,7,none,random_linear,102,90,0.6111111111111112,0.6101778656126482,0.6161616161616161,0.8840573564981418,0.0
7,7,none,random_linear,103,90,0.6666666666666666,0.6684782608695652,0.6662111801242236,0.8682767934912742,-0.021245059288537482
7,7,none,random_linear,104,87,0.5977011494252874,0.5975672877846792,0.5977635523863544,0.8406474601787102,-0.011904761904761973
7,7,none,random_linear,105,90,0.6666666666666666,0.6647550818746472,0.683762832600042,0.9157714024099011,0.0
7,7,none,random_linear,106,90,0.4444444444444444,0.44249364765669114,0.43324175824175826,0.718727620932549,0.011904761904761862
7,7,none,random_linear,107,90,0.5,0.4984824957651045,0.4664348498019898,0.7593831551655921,0.011363636363636354
7,7,none,random_linear,108,90,0.6888888888888889,0.6847826086956522,0.669668919296526,0.9012234008404849,0.0
7,7,none,random_linear,109,90,0.4666666666666667,0.4688735177865613,0.46316183816183815,0.72921300842914,0.023221343873517764
