held_out_reference,source_view,montage,condition,batch_size,repeat,topology_bias,raw_candidate_bias,source_oracle_bias,target_reference_labels_used
cp3,native32@C4,native32,skew_0.7_class_3,128,1,"[0.1851304499037018, 0.566247136343786, -0.024710345815274315]","[0.35654841661445547, 0.7409983269671395, 0.049162602547426576]","[0.17299327653562505, 0.7462835814743586, 0.03388391989257418]",False
cp3,native32@C4,native32,skew_0.7_class_3,128,2,"[0.1851304499037018, 0.566247136343786, -0.024710345815274315]","[0.11921011997391165, 0.9441168899406844, 0.13738765627647342]","[0.17299327653562505, 0.7462835814743586, 0.03388391989257418]",False
cp3,native32@C4,native32,skew_0.7_class_3,128,3,"[0.1851304499037018, 0.566247136343786, -0.024710345815274315]","[0.2841942630988128, 0.9537937112553664, 0.013736901415093528]","[0.17299327653562505, 0.7462835814743586, 0.03388391989257418]",False
cp3,native32@C4,native32,skew_0.7_class_3,128,4,"[0.1851304499037018, 0.566247136343786, -0.024710345815274315]","[0.34286224845285107, 0.7633961282304201, 0.07159239534384788]","[0.17299327653562505, 0.7462835814743586, 0.03388391989257418]",False
cp3,native32@C5,native32,random,32,0,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.7615860982802034, -0.45366862147664627, -0.4198170039612895]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,random,32,1,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.5265713470662132, 0.011716079351451619, -0.6253202629128813]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,random,32,2,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.9462492219815126, -0.634363463372948, -0.5005732725270106]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,random,32,3,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.016959041942907, -0.3354425674761512, -0.6861859376743241]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,random,32,4,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.6371409498893236, -0.11191142616993437, -0.574050363718168]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,balanced,128,0,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.6574969339059529, -0.2474431004951324, -0.38192092325552324]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,balanced,128,1,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.7411314277556623, -0.3802163114191034, -0.5650687351664627]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,balanced,128,2,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.8765713839675794, -0.4703433767059429, -0.49782991056237935]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,balanced,128,3,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.8899025244273578, -0.3702766378655849, -0.4154542737308489]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,balanced,128,4,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.942136940241508, -0.47249583106005216, -0.5576119268935994]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_0,128,0,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.1659374119308594, -0.020343390769997294, -0.31914511075660545]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_0,128,1,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.2540375162745168, 0.16668306451751716, -0.41318016778320577]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_0,128,2,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.12008308573378218, 0.06399338830199129, -0.28670570356452585]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_0,128,3,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.030502843403609436, 0.23531693602510542, -0.28931886704692733]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_0,128,4,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.1287451271305681, 0.1360939214682571, -0.3666052249746943]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_1,128,0,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.9836953141629353, -0.8310402370951198, -0.530328550485774]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_1,128,1,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.1783853960551907, -1.0176971381364683, -0.4813577216292012]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_1,128,2,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.2030322114282521, -0.9978895956372561, -0.49387397213665196]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_1,128,3,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.333998191917691, -0.9830722358596691, -0.6329879496664605]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_1,128,4,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.2066581569698502, -0.9199411002841781, -0.6355017120849297]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_2,128,0,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.0637608249116364, -0.454356327624606, -0.6624516917473164]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_2,128,1,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.9855836792509179, -0.3610508725894142, -0.6961852948553302]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_2,128,2,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.9839369296220398, -0.2841729936945084, -0.7024040778205872]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_2,128,3,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.9785381297385612, -0.3810689120418444, -0.6094296978177142]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_2,128,4,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.1311685293705902, -0.46399736186399515, -0.6273594262528954]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_3,128,0,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.1200917146066134, -0.26044340457268816, -0.4992354101497905]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_3,128,1,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.2266179120106526, -0.4306934485307107, -0.5488350316008944]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_3,128,2,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[0.912530564289018, -0.20383626809928881, -0.42707301665342756]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_3,128,3,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.1234044238806624, -0.28333675024457683, -0.532090915036359]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C5,native32,skew_0.7_class_3,128,4,"[1.0433679978555768, -0.27765325095433036, -0.5791029437075902]","[1.1573877047204926, -0.3250769036963443, -0.5358281613633442]","[0.9220157123031648, -0.45785409261236715, -0.5228834855346131]",False
cp3,native32@C6,native32,random,32,0,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.004260330975321216, 0.8063508901174558, -0.06040911650551793]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,random,32,1,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[-0.19402383463211562, 1.1720810540458648, -0.2556850987689778]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,random,32,2,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.4520327128328646, 0.690314622832202, -0.2282924144799535]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,random,32,3,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.1735415893852577, 0.9504330892080678, -0.16565241054543972]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,random,32,4,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[-0.19380791602261913, 0.9844223410782574, 0.05611392964830606]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,balanced,128,0,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.06610726728135982, 0.8939723390045797, 0.004430415691093452]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,balanced,128,1,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.15634775580190916, 0.8751732311909972, -0.2159028096265406]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,balanced,128,2,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[-0.10273579197635731, 0.9876242544585749, -0.04261714677414993]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,balanced,128,3,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.10290695992828387, 0.9755160419259484, -0.07320555137593165]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,balanced,128,4,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.29549485670468234, 0.7131342262341303, -0.15326361107833336]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_0,128,0,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[-0.630267061326134, 1.1975269348118565, 0.14237954835586636]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_0,128,1,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[-0.6449942736520701, 1.522231234242011, 0.028229332464362246]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_0,128,2,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[-0.6745199506207544, 1.314684630712266, 0.17292237878810265]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_0,128,3,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[-0.6891335717752363, 1.4512807014113156, 0.07212836440648632]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_0,128,4,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[-0.6076124305702616, 1.1823468030263504, 0.11579505555073641]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_1,128,0,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.5521274080994502, 0.016630887973955774, -0.08174132431650039]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_1,128,1,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.5359375817973469, 0.18839499348613, -0.09583156841053848]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_1,128,2,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.5981611737631706, 0.10451496752968494, -0.11858962488850237]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_1,128,3,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.8030913628378649, 0.025648398156108112, -0.2235719367491554]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_1,128,4,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.7126469909250107, 0.0630454884398269, -0.21815723390665423]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_2,128,0,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.32578211765261245, 0.7982758754201184, -0.32191819458041576]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_2,128,1,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.3097269862619665, 0.8354002300158029, -0.31422773180544794]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_2,128,2,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.3677572388235733, 0.9256268317137204, -0.33870695544727897]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_2,128,3,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.40512978485820755, 0.7257350311853134, -0.2729631579800986]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_2,128,4,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.5366760957942106, 0.7836846379587576, -0.3433159777926042]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_3,128,0,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.3096118810167244, 1.002179770771234, -0.12469662026912777]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_3,128,1,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.3384037049891183, 0.8010826945625681, -0.09752677515899001]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_3,128,2,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.15227837966656757, 0.9740061294786669, -0.002704959752718276]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_3,128,3,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.31613628507121594, 0.9804169416655393, -0.10905091930237894]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@C6,native32,skew_0.7_class_3,128,4,"[0.3298283373235218, 0.7060348865481567, -0.19808895491249429]","[0.4211741439330449, 0.7505072196661997, -0.07116335111922592]","[0.1937570377708127, 0.7478733690185932, -0.10615258380573385]",False
cp3,native32@CP1,native32,random,32,0,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[-0.055295662560559074, 0.9587106127003566, 0.08592654513966672]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,random,32,1,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[-0.06752183470111318, 1.0481884492357558, -0.0918918296035669]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,random,32,2,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.5095614862771362, 0.35832054821297726, -0.043932418179173024]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,random,32,3,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.48446324017583287, 0.6218396451775077, -0.22511130443073485]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,random,32,4,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[-0.1531910850104694, 0.6266708738923407, 0.033262218771038986]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,balanced,128,0,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.07021636581822842, 0.6777033605194154, 0.050861503828293325]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,balanced,128,1,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.1954381807399118, 0.434236131674525, -0.09240800201351596]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,balanced,128,2,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.16391049049222492, 0.7371771778011537, -0.0050217129451875075]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,balanced,128,3,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.40689209905499624, 0.5651498558321227, -0.007575819283503946]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,balanced,128,4,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.3092575347655104, 0.5417647178149986, -0.056704206174300116]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_0,128,0,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[-0.5081123302224572, 1.010860505204812, 0.17617365587491465]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_0,128,1,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[-0.4234954051651426, 1.2044340535669185, -0.0024855148237165527]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_0,128,2,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[-0.548129428058815, 1.0978891287886026, 0.20104502503370458]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_0,128,3,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[-0.5933351581409779, 1.2104093107969907, 0.1968872039534095]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_0,128,4,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[-0.5115187333655444, 0.9478144997323212, 0.17082421062551434]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_1,128,0,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.6040490226860872, -0.1121658365189154, -0.07300880908954334]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_1,128,1,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.7066273119619652, -0.10362726006549278, -0.04105892838465243]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_1,128,2,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.6510133780782019, -0.1605840721592569, -0.02798097446387875]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_1,128,3,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.9822497145566039, -0.25755186795400803, -0.246032272275055]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_1,128,4,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.7420356791325448, -0.1334373222749134, -0.15755003959661537]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_2,128,0,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.46761695229499584, 0.5903821039631095, -0.29263347492077457]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_2,128,1,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.4455777599595544, 0.5003686824594926, -0.21410576705066955]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_2,128,2,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.39928933166699887, 0.6262124059560037, -0.2111958725974715]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_2,128,3,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.4823353774621223, 0.5045916735002529, -0.181238085902353]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_2,128,4,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.564614423315366, 0.583984708403293, -0.23417073674841543]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_3,128,0,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.3927309404495539, 0.6472158173532894, 0.021083491199567848]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_3,128,1,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.4805744936222312, 0.5321022032781134, 0.018361217374807674]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_3,128,2,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.27310086056288446, 0.6342354267819112, 0.1364047728052632]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_3,128,3,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.43056154486108955, 0.690530758516606, -0.008959196404199673]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP1,native32,skew_0.7_class_3,128,4,"[0.27564103614566426, 0.3428536803892375, -0.06350888308652822]","[0.42997458135508293, 0.5270468088352589, 0.07725179623687246]","[0.3192825312041081, 0.4838182146352212, -0.04452176349019343]",False
cp3,native32@CP2,native32,random,32,0,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[-0.11217487693399973, 1.0432861829108466, 0.12039795577411067]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,random,32,1,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[-0.19288696031174465, 1.2026840632882838, -0.14109295831987173]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,random,32,2,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.3996470296344994, 0.6727354660455804, -0.005284310437880028]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,random,32,3,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.32425047336358165, 0.9228492765949946, -0.12194163851870822]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,random,32,4,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[-0.26417301968210855, 0.9879889338934182, 0.09170750150316426]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,balanced,128,0,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.009471266928876438, 0.9219896588120394, 0.05820545626749393]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,balanced,128,1,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.08491621305722416, 0.8427478499663899, -0.037775889066534334]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,balanced,128,2,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[-0.008088808035156297, 1.0324719642179192, 0.04939041674004937]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,balanced,128,3,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.2056734447173422, 0.9199585349499532, 0.009200861573183935]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,balanced,128,4,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.22581275978400286, 0.7804227912958341, -0.04516463032213704]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,skew_0.7_class_0,128,0,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[-0.6038061939204069, 1.2455772325778975, 0.203988968989571]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,skew_0.7_class_0,128,1,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[-0.5465987259389598, 1.4797757091545802, 0.03879736641629528]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,skew_0.7_class_0,128,2,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[-0.6038116971150426, 1.3516238422459024, 0.18717382854192194]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,skew_0.7_class_0,128,3,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[-0.6186180391220526, 1.4284126282209366, 0.15807363094880938]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,skew_0.7_class_0,128,4,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[-0.555093836722785, 1.2328759593609244, 0.14759927806960216]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,skew_0.7_class_1,128,0,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.5010667651546551, 0.18483115819922102, 0.004389962100963755]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,skew_0.7_class_1,128,1,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.5990046375688949, 0.20341805707743674, 0.04736219093407269]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,skew_0.7_class_1,128,2,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.57691141693486, 0.17685916178304, 0.04833375464847581]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,skew_0.7_class_1,128,3,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.8393611421631694, 0.10794964547557051, -0.13915601286038323]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
cp3,native32@CP2,native32,skew_0.7_class_1,128,4,"[0.15571885402643026, 0.618232612561187, 0.020280183073261016]","[0.6424379598340554, 0.19392010156087464, -0.08860879166468061]","[0.1914952963439217, 0.7845499049202805, -0.009893375999335397]",False
