condition,batch_size,method,n_rows,n_target_views,n_repeats,mean_target_bias_rmse,p90_target_bias_rmse,worst_target_bias_rmse,mean_balanced_accuracy,worst_balanced_accuracy,mean_max_class_recall_gap,worst_class_recall_gap,mean_class_recall_gap,mean_nll,mean_ece_15
balanced,32,class_operator_trust_safeguard,960,48,20,0.14376559843104814,0.257959149415732,0.46147113138243895,0.4263767576777087,0.3669944789510007,0.1359277950310559,0.37142857142857144,0.06958809595698184,1.399780892770031,0.15843763312667314
balanced,32,fixed_topology_shrinkage,960,48,20,0.1667494866793531,0.30745888356905093,0.5200973731277702,0.42682712215320906,0.3657349896480331,0.13641289970094314,0.3714285714285714,0.06983688463308026,1.3955705774330147,0.15789525833253082
balanced,32,identity,48,48,1,0.413123277298423,0.6288260245727649,1.0659993797060885,0.4130323355187486,0.3385265700483091,0.1685587761674718,0.3047619047619047,0.0810965177133655,1.5058124914662494,0.20060680346733803
balanced,32,operator_confusion_shrinkage,960,48,20,0.1531000598353626,0.27932928525536205,0.4703076756718905,0.4264878795721187,0.3669254658385094,0.1352948872785829,0.3714285714285714,0.06927367293535767,1.397719220239818,0.15818124907861394
balanced,32,oracle,48,48,1,0.0,0.0,0.0,0.42655926501035196,0.374120082815735,0.09481107660455484,0.2285714285714286,0.05023435702783526,1.4089779624885292,0.1594630821415463
balanced,32,topology_ridge,48,48,1,0.1423440386358177,0.24290276779349051,0.5350815889232995,0.4237800494593973,0.3684265010351967,0.1173352311939268,0.3380952380952381,0.06231812169312165,1.4170207969472983,0.16457167964562466
balanced,32,uniform_prior_match,960,48,20,0.4341195193819507,0.7846898362889839,1.1904837645141464,0.4219497462330343,0.3498274672187715,0.23487843627789276,0.4952380952380952,0.11844801371635608,1.391265452153219,0.16088534572484325
balanced,128,class_operator_trust_safeguard,960,48,20,0.15519827633340358,0.27813701118798073,0.4287109303188345,0.4275682762537382,0.3646135265700483,0.1621028151598804,0.3619047619047619,0.08095477125028756,1.392547543297472,0.15548873226220267
balanced,128,fixed_topology_shrinkage,960,48,20,0.2785436173312997,0.45501656260647527,0.5706252043426333,0.4272635761732229,0.360904071773637,0.18253680699332872,0.3761904761904762,0.09064406846675865,1.3769483803790965,0.15312114116788725
balanced,128,identity,48,48,1,0.413123277298423,0.6288260245727649,1.0659993797060885,0.4130323355187486,0.3385265700483091,0.1685587761674718,0.3047619047619047,0.0810965177133655,1.5058124914662494,0.20060680346733803
balanced,128,operator_confusion_shrinkage,960,48,20,0.24038439564033276,0.3890331762089937,0.5229367710317467,0.4273926522601794,0.3609385783298827,0.1785511559696342,0.3666666666666667,0.08832547949735446,1.3790078181264949,0.15301707972621792
balanced,128,oracle,48,48,1,0.0,0.0,0.0,0.42655926501035196,0.374120082815735,0.09481107660455484,0.2285714285714286,0.05023435702783526,1.4089779624885292,0.1594630821415463
balanced,128,topology_ridge,48,48,1,0.1423440386358177,0.24290276779349051,0.5350815889232995,0.4237800494593973,0.3684265010351967,0.1173352311939268,0.3380952380952381,0.06231812169312165,1.4170207969472983,0.16457167964562466
balanced,128,uniform_prior_match,960,48,20,0.39739837564139363,0.6464660664749222,0.8251393906890687,0.42426323110766045,0.3596445824706694,0.23062823498964802,0.4380952380952381,0.1127971337991718,1.375867860413815,0.15584562029792837
random,16,class_operator_trust_safeguard,960,48,20,0.14110274907142395,0.23590922847071932,0.4875893409184132,0.42580682439038414,0.36237060041407865,0.12767202956061652,0.3761904761904762,0.0666951884920635,1.4065479752056498,0.16098605901642105
random,16,fixed_topology_shrinkage,960,48,20,0.14566072781332814,0.247040118239175,0.487527853246937,0.42599429204048767,0.3647688060731539,0.12826403266620653,0.3761904761904762,0.06684735881067398,1.4052068693785835,0.16079831928569624
random,16,identity,48,48,1,0.413123277298423,0.6288260245727649,1.0659993797060885,0.4130323355187486,0.3385265700483091,0.1685587761674718,0.3047619047619047,0.0810965177133655,1.5058124914662494,0.20060680346733803
random,16,operator_confusion_shrinkage,960,48,20,0.14110274907142392,0.2359092284707192,0.4875893409184131,0.42580682439038414,0.3623706004140786,0.1276720295606165,0.3761904761904762,0.06669518849206345,1.4065479752056498,0.16098605901642102
random,16,oracle,48,48,1,0.0,0.0,0.0,0.42655926501035196,0.374120082815735,0.09481107660455484,0.2285714285714286,0.05023435702783526,1.4089779624885292,0.1594630821415463
