epoch,train_loss,train_ce_loss,train_consistency_loss,train_auxiliary_preservation_loss,train_auxiliary_residual_consistency_loss,train_auxiliary_gate_supervision_loss,train_representation_contrastive_loss,train_representation_bilaterality_loss,validation_auxiliary_preservation_loss,validation_auxiliary_consistency_loss,validation_auxiliary_gate_target_mean,validation_auxiliary_gate_nontarget_mean,validation_auxiliary_gate_supervision_loss,validation_representation_alignment_loss,validation_representation_class_margin,validation_representation_bilaterality_balanced_accuracy,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
11.0,0.9635458961239568,0.9635458961239568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0353016911155698,0.011793566882403468,0.5064197530864197,0.6210433786346397,0.5392340333380157,0.09907950460910797,0.6622222222222223,9.969763961567034e-05
12.0,0.9356642777831466,0.9356642777831466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.030662816481247065,0.00961297327277995,0.5076543209876544,0.6088761149740132,0.5445768902857768,0.08414652943611145,0.6644444444444444,9.969763961567034e-05
13.0,0.8974621056627344,0.8974621056627344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04011707284848744,0.012695398911721039,0.5079012345679013,0.6143678009551904,0.5224015740350548,0.10544612258672714,0.6444444444444445,9.969763961567034e-05
14.0,0.8788963067973101,0.8788963067973101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04928150716374486,0.01457691828524316,0.5235802469135803,0.6290978806714426,0.5511664062134196,0.12305901944637299,0.6866666666666666,9.969763961567034e-05
15.0,0.8579926616174204,0.8579926616174204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04093666170049599,0.011295484617597133,0.5187654320987655,0.597882427307206,0.5368524078756379,0.10169843584299088,0.6422222222222222,9.969763961567034e-05
16.0,0.8495474621101662,0.8495474621101662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.047413272546174834,0.014995313264912265,0.5092592592592593,0.621206805731142,0.5585596837882973,0.11575768142938614,0.6522222222222223,9.969763961567034e-05
17.0,0.8298675515916613,0.8298675515916613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.05198623684292346,0.014909090622119337,0.525679012345679,0.6187223451327434,0.5434238822946419,0.11720803380012512,0.6611111111111111,9.969763961567034e-05
18.0,0.8102145578243114,0.8102145578243114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.05161284315772326,0.014680779070863171,0.5322222222222222,0.6211178272931591,0.5570779340497262,0.11977982521057129,0.6522222222222223,9.969763961567034e-05
19.0,0.7946816427619369,0.7946816427619369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.057475249050994805,0.014974141922066081,0.5167901234567902,0.5956220150302008,0.5349285168016731,0.1204763874411583,0.6533333333333333,9.969763961567034e-05
20.0,0.7829376099727772,0.7829376099727772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0632470554324333,0.01776212433508027,0.519753086419753,0.6122678308048883,0.5527286964851492,0.13027092814445496,0.6766666666666666,9.969763961567034e-05
