epoch,train_loss,train_ce_loss,train_consistency_loss,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
1.0,1.4307467534806992,1.4307467534806992,0.0,0.24710422812192726,0.24336020293892713,0.0011423705145716667,0.8222222222222222,6.450892358088527e-06
2.0,1.4068719953960842,1.4068719953960842,0.0,0.25335813492063497,0.2637422839506173,0.0006716217030771077,0.3333333333333333,1.6722788633201854e-05
3.0,1.4062324451517176,1.4062324451517176,0.0,0.2633333333333333,0.2619753086419753,0.0006647027330473065,0.014444444444444444,3.3002647113295634e-05
4.0,1.3941635612205223,1.3941635612205223,0.0,0.4010236690546425,0.36160182161196175,0.015383495017886162,0.8277777777777777,5.880448399262659e-05
5.0,1.326880751185947,1.326880751185947,0.0,0.43629051657536166,0.3812437227840989,0.0355629064142704,0.4411111111111111,9.969763961567034e-05
6.0,1.2483743203127826,1.2483743203127826,0.0,0.5476895455822447,0.48630504635482513,0.041212473064661026,0.6222222222222222,9.969763961567034e-05
7.0,1.1294786437352498,1.1294786437352498,0.0,0.47623393383902235,0.4164384774312872,0.05778898671269417,0.49444444444444446,9.969763961567034e-05
8.0,1.0895051912025169,1.0895051912025169,0.0,0.6155963355106054,0.529058251783178,0.059393927454948425,0.6122222222222222,9.969763961567034e-05
9.0,1.0377467966079712,1.0377467966079712,0.0,0.5945003248349487,0.5071155583259197,0.07214877009391785,0.5711111111111111,9.969763961567034e-05
10.0,1.0136172721121046,1.0136172721121046,0.0,0.6377550832279815,0.5492229031074901,0.08002477884292603,0.6544444444444445,9.969763961567034e-05
11.0,0.989243196911282,0.989243196911282,0.0,0.6600261184857423,0.5643431408125361,0.08014415204524994,0.6822222222222222,9.969763961567034e-05
12.0,0.9547853946685791,0.9547853946685791,0.0,0.6088064510464953,0.5280542484119181,0.0986294373869896,0.6233333333333333,9.969763961567034e-05
13.0,0.9399965826670329,0.9399965826670329,0.0,0.635403892751791,0.5492683361036974,0.10676148533821106,0.6277777777777778,9.969763961567034e-05
14.0,0.9209844502696285,0.9209844502696285,0.0,0.6498785380671442,0.5684957556850994,0.10980947315692902,0.6755555555555556,9.969763961567034e-05
15.0,0.9059304239131786,0.9059304239131786,0.0,0.6399566301446833,0.5667900795601755,0.10137590020895004,0.6477777777777778,9.969763961567034e-05
16.0,0.8698377981009306,0.8698377981009306,0.0,0.6479171056328136,0.568387852928782,0.11318526417016983,0.6922222222222222,9.969763961567034e-05
17.0,0.84490896931401,0.84490896931401,0.0,0.6488015346256497,0.5796255033478486,0.11942459642887115,0.6655555555555556,9.969763961567034e-05
18.0,0.8451683806490015,0.8451683806490015,0.0,0.6465205787329682,0.56869183210813,0.11307656019926071,0.6466666666666666,9.969763961567034e-05
19.0,0.8279555112344247,0.8279555112344247,0.0,0.6334145420705155,0.5510297853162897,0.13260814547538757,0.6511111111111111,9.969763961567034e-05
20.0,0.81350013061806,0.81350013061806,0.0,0.6187661100575923,0.5606519671536264,0.13329093158245087,0.6633333333333333,9.969763961567034e-05
