epoch,train_loss,train_ce_loss,train_consistency_loss,train_auxiliary_preservation_loss,train_auxiliary_residual_consistency_loss,train_auxiliary_gate_supervision_loss,validation_auxiliary_preservation_loss,validation_auxiliary_consistency_loss,validation_auxiliary_gate_target_mean,validation_auxiliary_gate_nontarget_mean,validation_auxiliary_gate_supervision_loss,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
1.0,1.4992792498623884,1.4173928365000972,0.0,6.695608074518576e-06,2.1860027156480007e-08,0.8187972217135959,2.5083465516217984e-05,6.25204301849501e-14,0.31710755825042725,0.317462682723999,0.7653681709795004,0.2522418879056047,0.25242616589408623,0.000876798527315259,0.23777777777777778,6.450892358088527e-06
2.0,1.480444311565823,1.4094097084469266,0.0,4.7758592662392875e-05,5.045634601948998e-07,0.709867961053495,6.098477388150059e-05,4.848270764891416e-13,0.5000959634780884,0.5004802346229553,0.6936255710588487,0.2511111111111111,0.2517387741724024,0.0006705549312755466,0.08666666666666667,1.6722788633201854e-05
3.0,1.485962466487178,1.4163693443934122,0.0,0.00019775903912011051,2.3029738541582546e-06,0.6939513874936987,0.0005978989065624774,6.468540113269139e-12,0.4897575080394745,0.4902222454547882,0.6945695691958589,0.26,0.25617283950617287,0.0005360572831705213,0.19111111111111112,3.3002647113295634e-05
4.0,1.4904078849156697,1.4202989069620768,0.0,0.0006037729145545098,6.97980793591813e-06,0.695045097845572,0.0003366332675796002,3.744559783774859e-12,0.48305729031562805,0.4841078221797943,0.6951195581984501,0.25223214285714285,0.25161265432098767,0.0007595507195219398,0.01,5.880448399262659e-05
5.0,1.409689985204626,1.3389518617700646,0.0,0.0010023757597190086,1.0944496602018329e-05,0.6973465119467841,0.00034527425304986537,9.639799375404934e-11,0.47985124588012695,0.48239293694496155,0.6980030341789272,0.36505315880039335,0.34033517016278814,0.020222259685397148,0.4288888888888889,9.969763961567034e-05
6.0,1.305975136227078,1.235511744287279,0.0,0.0007780393238041412,1.0285668702433921e-05,0.696843267723366,0.0009189833072014153,3.459250441650852e-09,0.47869187593460083,0.4801182746887207,0.6970686872618146,0.5064153146509341,0.44592341406408514,0.035939883440732956,0.4822222222222222,9.969763961567034e-05
7.0,1.2088759923864294,1.1382765688719574,0.0,0.0009876376744014797,1.5738199767333247e-05,0.6961021474555686,0.000752256833948195,1.604160182466785e-08,0.49412691593170166,0.49256420135498047,0.6938806308571703,0.5708066880882147,0.48916653009942096,0.058899957686662674,0.6511111111111111,9.969763961567034e-05
8.0,1.1718568807178074,1.1008427641126846,0.0,0.001455973925638116,2.720759386580472e-05,0.6955541710500364,0.0006419161800295115,1.9812054574686044e-07,0.5051376223564148,0.5014826655387878,0.6910124826630847,0.615538040806293,0.5301656658238517,0.06569892168045044,0.6466666666666666,9.969763961567034e-05
9.0,1.1082014069733797,1.0383310706527145,0.0,0.0009535221424367692,2.9387543402629455e-05,0.6891387585357384,0.0014556783717125654,1.183415406558197e-06,0.5096613168716431,0.5031870603561401,0.6926817326357373,0.6244954962073325,0.5400005267593764,0.07035968452692032,0.6811111111111111,9.969763961567034e-05
10.0,1.076029398088102,1.0068456466992697,0.0,0.0008898402372789052,3.316488776666423e-05,0.6829059524889346,0.000580859836190939,1.920722752402071e-06,0.5198436379432678,0.5046198964118958,0.6818234933473057,0.605403892751791,0.5333875163880695,0.07925993204116821,0.6366666666666667,9.969763961567034e-05
11.0,1.0494801443594473,0.9813350794933461,0.0,0.0007126642404882996,4.094181369981487e-05,0.6742830469873217,0.0010634311474859715,5.5106629588408396e-06,0.5541950464248657,0.5293327569961548,0.6761869580107597,0.6222037417474364,0.5517164600599336,0.09136926382780075,0.65,9.969763961567034e-05
12.0,1.0099383172282466,0.942969581551022,0.0,0.000700794097415551,5.420306309436758e-05,0.6626252137290107,0.0007765367045067251,1.3538841812987812e-05,0.5055850744247437,0.4731772541999817,0.66582396229997,0.6342986637870487,0.5491638767929329,0.08459999412298203,0.63,9.969763961567034e-05
13.0,0.976729441748725,0.910494496734054,0.0,0.0011783591945034762,7.912856612367452e-05,0.6504867272906834,0.0005193869583308697,3.811474016401917e-05,0.45585882663726807,0.4161489009857178,0.6684451742416168,0.629953250105352,0.5247068291426699,0.10018981248140335,0.6222222222222222,9.969763961567034e-05
14.0,0.9640122284712614,0.8993025723210087,0.0,0.0008328707850779649,9.614603355725261e-05,0.638671760029263,0.0010181136894971132,3.475274934316985e-05,0.5380091667175293,0.4855426549911499,0.6504320581389851,0.6224358231493188,0.5563673649154844,0.10229271650314331,0.6811111111111111,9.969763961567034e-05
15.0,0.9336197146662959,0.8697408598440665,0.0,0.0008523659835811014,0.00012428045061554897,0.6301406090347855,0.000836493622045964,6.69256696710363e-05,0.5147417783737183,0.46108126640319824,0.648714232351795,0.6056206103385307,0.5326794981348816,0.08985785394906998,0.6166666666666667,9.969763961567034e-05
16.0,0.9185509866255301,0.856085628580164,0.0,0.0006858002257757579,0.00015669965260679385,0.6176388598371435,0.0010747878113761544,6.329389725578949e-05,0.5651661157608032,0.5032312273979187,0.6456333527061587,0.6333299971906167,0.5650457256403052,0.10180321335792542,0.6122222222222222,9.969763961567034e-05
17.0,0.9002089993158976,0.8386356285766319,0.0,0.0008125593041121545,0.00021873350832956256,0.6073893730728714,0.0015631975838914514,0.00011731193808373064,0.5790199637413025,0.5012744069099426,0.6377996772592728,0.6153343605141172,0.5510430079521157,0.10810620337724686,0.6288888888888889,9.969763961567034e-05
18.0,0.8794957720791852,0.819178938070933,0.0,0.0008873437530430103,0.00030207776977611637,0.5939928717966433,0.0021054318640381098,0.00018342417024541646,0.5165249109268188,0.42875608801841736,0.6312161863211144,0.6266585896895631,0.5679662113124502,0.12167735397815704,0.6555555555555556,9.969763961567034e-05
19.0,0.8678545219809921,0.8082963539052893,0.0,0.0009207808695888768,0.000309763272762885,0.5860641101554588,0.0017961596604436636,0.00017178227426484227,0.5257326364517212,0.4426247775554657,0.6320642759443985,0.6166290911644894,0.5489253084468791,0.10369962453842163,0.6311111111111111,9.969763961567034e-05
20.0,0.8461199758670949,0.7876718818699872,0.0,0.000975962083062364,0.0004288117584548201,0.5742925054055673,0.0035836861934512854,0.0003295501519460231,0.600042998790741,0.5001437067985535,0.6290158932325899,0.6132900073746312,0.567139725851009,0.1227240115404129,0.6744444444444444,9.969763961567034e-05
