epoch,train_loss,train_ce_loss,train_consistency_loss,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
1.0,1.4265928238409538,1.4265928238409538,0.0,0.25880377335299903,0.25539574261366293,0.0010720319114625454,0.8566666666666667,6.450892358088527e-06
2.0,1.4112227268572206,1.4112227268572206,0.0,0.26,0.25987819664903,0.0007800854509696364,0.4666666666666667,1.6722788633201854e-05
3.0,1.4165923542446561,1.4165923542446561,0.0,0.24743551587301588,0.24954254850088184,0.0006719245575368404,0.2477777777777778,3.3002647113295634e-05
4.0,1.4058765346032602,1.4058765346032602,0.0,0.4025324834948729,0.37144502778167976,0.005878472700715065,0.6611111111111111,5.880448399262659e-05
5.0,1.2863578181796604,1.2863578181796604,0.0,0.5245099820901812,0.4614071450031996,0.032483525574207306,0.6066666666666667,9.969763961567034e-05
6.0,1.1829186437748096,1.1829186437748096,0.0,0.5733048005337829,0.48414794719920096,0.058787886053323746,0.5777777777777777,9.969763961567034e-05
7.0,1.1312671348783705,1.1312671348783705,0.0,0.5234008024301167,0.47823329782584945,0.06935272365808487,0.5822222222222222,9.969763961567034e-05
8.0,1.089790379382946,1.089790379382946,0.0,0.5879725909537856,0.5133749863432755,0.06588862836360931,0.6633333333333333,9.969763961567034e-05
9.0,1.0648064092353537,1.0648064092353537,0.0,0.5933684945217025,0.5236784046214357,0.06508565694093704,0.6277777777777778,9.969763961567034e-05
10.0,1.021164131782673,1.021164131782673,0.0,0.6099075098328417,0.5375777116402117,0.08503401279449463,0.6344444444444445,9.969763961567034e-05
11.0,1.0045411090497618,1.0045411090497618,0.0,0.6265592516505127,0.5565575835791543,0.08441320061683655,0.6433333333333333,9.969763961567034e-05
12.0,0.9811009046766493,0.9811009046766493,0.0,0.5632229333473803,0.4943896273274961,0.08603949099779129,0.58,9.969763961567034e-05
13.0,0.959602201073258,0.959602201073258,0.0,0.6134925463548251,0.5350241089962697,0.08609049767255783,0.6866666666666666,9.969763961567034e-05
14.0,0.9358825099909747,0.9358825099909747,0.0,0.629858696797303,0.5480732117494654,0.08038545399904251,0.6377777777777778,9.969763961567034e-05
15.0,0.9204483504648562,0.9204483504648562,0.0,0.6130083227981458,0.5483223835666682,0.09800097346305847,0.6611111111111111,9.969763961567034e-05
16.0,0.8902114870813158,0.8902114870813158,0.0,0.6300018436578171,0.54557516758752,0.08887334913015366,0.6466666666666666,9.969763961567034e-05
17.0,0.8832282752460904,0.8832282752460904,0.0,0.6376117607810086,0.5635982396482029,0.12179679423570633,0.6488888888888888,9.969763961567034e-05
18.0,0.8626864658461677,0.8626864658461677,0.0,0.6344905358898721,0.5743028729846577,0.10796650499105453,0.68,9.969763961567034e-05
19.0,0.8483803204253868,0.8483803204253868,0.0,0.6355773282764433,0.574932194362504,0.1098848208785057,0.6733333333333333,9.969763961567034e-05
20.0,0.8248717189718175,0.8248717189718175,0.0,0.6201046056328136,0.552985886750636,0.14150609076023102,0.6822222222222222,9.969763961567034e-05
