held_out_reference,n_source_examples,n_source_views,source_gate_resamples,class_trust_caps,cap_left_fist,cap_right_fist,cap_both_fists,cap_both_feet,source_condition_audit,all_source_conditions_improve_topology,target_reference_labels_used
cp5,1410,47,5,"[0.221056781529278, 0.07563859208140998, 0.5327684117416192, 0.5049038418823244]",0.221056781529278,0.07563859208140998,0.5327684117416192,0.5049038418823244,"{""balanced"": {""topology_mean_rmse"": 0.17720049841707447, ""safe_mean_rmse"": 0.14460887011349902}, ""random"": {""topology_mean_rmse"": 0.17720049841707447, ""safe_mean_rmse"": 0.15553475942158668}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17720049841707447, ""safe_mean_rmse"": 0.21152085415335653}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17720049841707447, ""safe_mean_rmse"": 0.14108703840447495}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17720049841707447, ""safe_mean_rmse"": 0.14355967429389924}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17720049841707447, ""safe_mean_rmse"": 0.14357418715772663}}",False,False
cp6,1410,47,5,"[0.1979595996852507, 0.07683021789011384, 0.5344660909032303, 0.45483171878302153]",0.1979595996852507,0.07683021789011384,0.5344660909032303,0.45483171878302153,"{""balanced"": {""topology_mean_rmse"": 0.1725777632314174, ""safe_mean_rmse"": 0.13988387241495456}, ""random"": {""topology_mean_rmse"": 0.1725777632314174, ""safe_mean_rmse"": 0.15048869541448792}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.1725777632314174, ""safe_mean_rmse"": 0.20003329605715264}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.1725777632314174, ""safe_mean_rmse"": 0.13812316973657476}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.1725777632314174, ""safe_mean_rmse"": 0.14192650191522885}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.1725777632314174, ""safe_mean_rmse"": 0.139726016156209}}",False,False
cpz,1380,46,5,"[0.22324023030500212, 0.07708070652358644, 0.5329956431076646, 0.5079229032693]",0.22324023030500212,0.07708070652358644,0.5329956431076646,0.5079229032693,"{""balanced"": {""topology_mean_rmse"": 0.18246887012376717, ""safe_mean_rmse"": 0.1467804051188737}, ""random"": {""topology_mean_rmse"": 0.18246887012376717, ""safe_mean_rmse"": 0.15756167171394483}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.18246887012376717, ""safe_mean_rmse"": 0.21386351048689622}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.18246887012376717, ""safe_mean_rmse"": 0.14474175383441068}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.18246887012376717, ""safe_mean_rmse"": 0.14730567714519402}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.18246887012376717, ""safe_mean_rmse"": 0.14727106144476598}}",False,False
cz,1380,46,5,"[0.22099344656359676, 0.0790766795973, 0.5261560166112458, 0.5032166674456402]",0.22099344656359676,0.0790766795973,0.5261560166112458,0.5032166674456402,"{""balanced"": {""topology_mean_rmse"": 0.18039687343156438, ""safe_mean_rmse"": 0.14621752484252412}, ""random"": {""topology_mean_rmse"": 0.18039687343156438, ""safe_mean_rmse"": 0.1567998477075311}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.18039687343156438, ""safe_mean_rmse"": 0.21418265841630083}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.18039687343156438, ""safe_mean_rmse"": 0.14359992642633584}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.18039687343156438, ""safe_mean_rmse"": 0.14633104795822388}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.18039687343156438, ""safe_mean_rmse"": 0.1458417976577628}}",False,False
f1,1410,47,5,"[0.22090083876815686, 0.07576496151245622, 0.5296294806698665, 0.502370584200752]",0.22090083876815686,0.07576496151245622,0.5296294806698665,0.502370584200752,"{""balanced"": {""topology_mean_rmse"": 0.17857204341439578, ""safe_mean_rmse"": 0.1451437138174309}, ""random"": {""topology_mean_rmse"": 0.17857204341439578, ""safe_mean_rmse"": 0.15515932477285294}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17857204341439578, ""safe_mean_rmse"": 0.21040803195513402}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17857204341439578, ""safe_mean_rmse"": 0.1420518981621137}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17857204341439578, ""safe_mean_rmse"": 0.14429876247237672}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17857204341439578, ""safe_mean_rmse"": 0.14445230606585877}}",False,False
f2,1410,47,5,"[0.22232027196589615, 0.07572159297854038, 0.5234593251833496, 0.5060830280464144]",0.22232027196589615,0.07572159297854038,0.5234593251833496,0.5060830280464144,"{""balanced"": {""topology_mean_rmse"": 0.1782665159721225, ""safe_mean_rmse"": 0.14550379682075135}, ""random"": {""topology_mean_rmse"": 0.1782665159721225, ""safe_mean_rmse"": 0.15590169809059579}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.1782665159721225, ""safe_mean_rmse"": 0.2117472035214744}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.1782665159721225, ""safe_mean_rmse"": 0.1422677511665438}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.1782665159721225, ""safe_mean_rmse"": 0.1441199170603657}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.1782665159721225, ""safe_mean_rmse"": 0.14433103261426014}}",False,False
f3,1410,47,5,"[0.22154233486518607, 0.07547749337389355, 0.5211843009778383, 0.49746327311042726]",0.22154233486518607,0.07547749337389355,0.5211843009778383,0.49746327311042726,"{""balanced"": {""topology_mean_rmse"": 0.17887962264522878, ""safe_mean_rmse"": 0.14554073667069464}, ""random"": {""topology_mean_rmse"": 0.17887962264522878, ""safe_mean_rmse"": 0.15591072528216787}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17887962264522878, ""safe_mean_rmse"": 0.2111524315494444}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17887962264522878, ""safe_mean_rmse"": 0.14309345605814625}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17887962264522878, ""safe_mean_rmse"": 0.1449452007736731}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17887962264522878, ""safe_mean_rmse"": 0.14554272183011102}}",False,False
f4,1410,47,5,"[0.20343235129832396, 0.07639094120034012, 0.5307644079837927, 0.486941084294926]",0.20343235129832396,0.07639094120034012,0.5307644079837927,0.486941084294926,"{""balanced"": {""topology_mean_rmse"": 0.1758262230772418, ""safe_mean_rmse"": 0.14327234986374127}, ""random"": {""topology_mean_rmse"": 0.1758262230772418, ""safe_mean_rmse"": 0.15209466593922724}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.1758262230772418, ""safe_mean_rmse"": 0.20127311877708545}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.1758262230772418, ""safe_mean_rmse"": 0.14084789327455718}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.1758262230772418, ""safe_mean_rmse"": 0.1439847870629064}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.1758262230772418, ""safe_mean_rmse"": 0.1426541401267943}}",False,False
fc1,1380,46,5,"[0.2161032437767415, 0.07688717371698306, 0.5321558011382733, 0.4884630694112031]",0.2161032437767415,0.07688717371698306,0.5321558011382733,0.4884630694112031,"{""balanced"": {""topology_mean_rmse"": 0.17697078649637757, ""safe_mean_rmse"": 0.14245993581166577}, ""random"": {""topology_mean_rmse"": 0.17697078649637757, ""safe_mean_rmse"": 0.1527650682375878}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17697078649637757, ""safe_mean_rmse"": 0.20703861140811103}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17697078649637757, ""safe_mean_rmse"": 0.14137342336462858}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17697078649637757, ""safe_mean_rmse"": 0.14345531145257837}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17697078649637757, ""safe_mean_rmse"": 0.14326838883147713}}",False,False
fc2,1380,46,5,"[0.22344651958179937, 0.06882007867155965, 0.5206251086857987, 0.5064908987692884]",0.22344651958179937,0.06882007867155965,0.5206251086857987,0.5064908987692884,"{""balanced"": {""topology_mean_rmse"": 0.17875824223967113, ""safe_mean_rmse"": 0.14448422861811788}, ""random"": {""topology_mean_rmse"": 0.17875824223967113, ""safe_mean_rmse"": 0.1552132612827038}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17875824223967113, ""safe_mean_rmse"": 0.211853441527441}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17875824223967113, ""safe_mean_rmse"": 0.14271006689914628}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17875824223967113, ""safe_mean_rmse"": 0.14422317827572792}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17875824223967113, ""safe_mean_rmse"": 0.1444874989664698}}",False,False
fc3,1380,46,5,"[0.22171856422003913, 0.07229215051219573, 0.5287100225249308, 0.5020994722435765]",0.22171856422003913,0.07229215051219573,0.5287100225249308,0.5020994722435765,"{""balanced"": {""topology_mean_rmse"": 0.17874090039288631, ""safe_mean_rmse"": 0.1454213589466141}, ""random"": {""topology_mean_rmse"": 0.17874090039288631, ""safe_mean_rmse"": 0.15615080282987248}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17874090039288631, ""safe_mean_rmse"": 0.21202128680730267}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17874090039288631, ""safe_mean_rmse"": 0.14349494283475958}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17874090039288631, ""safe_mean_rmse"": 0.14554157394852993}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17874090039288631, ""safe_mean_rmse"": 0.14481292162111573}}",False,False
fc4,1380,46,5,"[0.21178556641894564, 0.07456725042016261, 0.5423612151751879, 0.45340467345531105]",0.21178556641894564,0.07456725042016261,0.5423612151751879,0.45340467345531105,"{""balanced"": {""topology_mean_rmse"": 0.17191763584652833, ""safe_mean_rmse"": 0.1404012641183024}, ""random"": {""topology_mean_rmse"": 0.17191763584652833, ""safe_mean_rmse"": 0.15003428283422415}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17191763584652833, ""safe_mean_rmse"": 0.20495964768966357}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17191763584652833, ""safe_mean_rmse"": 0.13921152703925252}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17191763584652833, ""safe_mean_rmse"": 0.14306048684379388}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17191763584652833, ""safe_mean_rmse"": 0.14003623290215406}}",False,False
fc5,1410,47,5,"[0.2117170569408756, 0.06829792646837574, 0.53142730315888, 0.4969480821039873]",0.2117170569408756,0.06829792646837574,0.53142730315888,0.4969480821039873,"{""balanced"": {""topology_mean_rmse"": 0.1727491324298584, ""safe_mean_rmse"": 0.14098122293839144}, ""random"": {""topology_mean_rmse"": 0.1727491324298584, ""safe_mean_rmse"": 0.15150042625048313}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.1727491324298584, ""safe_mean_rmse"": 0.20591549199242773}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.1727491324298584, ""safe_mean_rmse"": 0.13687981255225276}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.1727491324298584, ""safe_mean_rmse"": 0.14032637516702332}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.1727491324298584, ""safe_mean_rmse"": 0.13970453846299613}}",False,False
fc6,1410,47,5,"[0.1454202433679105, 0.07348903493087457, 0.32828877136153956, 0.4411676004995283]",0.1454202433679105,0.07348903493087457,0.32828877136153956,0.4411676004995283,"{""balanced"": {""topology_mean_rmse"": 0.15032757236722563, ""safe_mean_rmse"": 0.12949278398386313}, ""random"": {""topology_mean_rmse"": 0.15032757236722563, ""safe_mean_rmse"": 0.13608703664905436}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.15032757236722563, ""safe_mean_rmse"": 0.1712320667142527}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.15032757236722563, ""safe_mean_rmse"": 0.12994614843572808}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.15032757236722563, ""safe_mean_rmse"": 0.12881792739435155}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.15032757236722563, ""safe_mean_rmse"": 0.13330780889572372}}",False,False
fz,1380,46,5,"[0.22231672122622215, 0.0768323081232638, 0.508887878583352, 0.4879198645093198]",0.22231672122622215,0.0768323081232638,0.508887878583352,0.4879198645093198,"{""balanced"": {""topology_mean_rmse"": 0.17812865235158878, ""safe_mean_rmse"": 0.14705935694660566}, ""random"": {""topology_mean_rmse"": 0.17812865235158878, ""safe_mean_rmse"": 0.1573676790166489}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17812865235158878, ""safe_mean_rmse"": 0.21267603388057535}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17812865235158878, ""safe_mean_rmse"": 0.14367984963684965}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17812865235158878, ""safe_mean_rmse"": 0.14540014918871003}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17812865235158878, ""safe_mean_rmse"": 0.14568167373476854}}",False,False
o1,1410,47,5,"[0.2340087674262714, 0.08090928867763235, 0.5569717197302674, 0.521032670354777]",0.2340087674262714,0.08090928867763235,0.5569717197302674,0.521032670354777,"{""balanced"": {""topology_mean_rmse"": 0.18450669074742845, ""safe_mean_rmse"": 0.14682757673506325}, ""random"": {""topology_mean_rmse"": 0.18450669074742845, ""safe_mean_rmse"": 0.15828579723313793}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.18450669074742845, ""safe_mean_rmse"": 0.21931184829794434}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.18450669074742845, ""safe_mean_rmse"": 0.1458121513350435}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.18450669074742845, ""safe_mean_rmse"": 0.14806434453058506}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.18450669074742845, ""safe_mean_rmse"": 0.14712125095831902}}",False,False
o2,1410,47,5,"[0.2185353040713514, 0.07445287676247563, 0.5314707459618291, 0.4953891309330829]",0.2185353040713514,0.07445287676247563,0.5314707459618291,0.4953891309330829,"{""balanced"": {""topology_mean_rmse"": 0.17944932195942878, ""safe_mean_rmse"": 0.1458980561604979}, ""random"": {""topology_mean_rmse"": 0.17944932195942878, ""safe_mean_rmse"": 0.15561826290556238}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17944932195942878, ""safe_mean_rmse"": 0.21126215838028245}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17944932195942878, ""safe_mean_rmse"": 0.14290680204507736}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17944932195942878, ""safe_mean_rmse"": 0.1455735050110839}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17944932195942878, ""safe_mean_rmse"": 0.1447293579782167}}",False,False
p3,1410,47,5,"[0.22120688663842017, 0.07544122935725524, 0.5283534881706732, 0.5020020819901518]",0.22120688663842017,0.07544122935725524,0.5283534881706732,0.5020020819901518,"{""balanced"": {""topology_mean_rmse"": 0.17709825308245725, ""safe_mean_rmse"": 0.14506008165258566}, ""random"": {""topology_mean_rmse"": 0.17709825308245725, ""safe_mean_rmse"": 0.15534408435165084}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17709825308245725, ""safe_mean_rmse"": 0.21143521780235874}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17709825308245725, ""safe_mean_rmse"": 0.14159592563586934}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17709825308245725, ""safe_mean_rmse"": 0.14420041802264283}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17709825308245725, ""safe_mean_rmse"": 0.14360792750831006}}",False,False
p4,1410,47,5,"[0.2212272430716362, 0.07560644446934675, 0.5287707549175354, 0.5004034426640384]",0.2212272430716362,0.07560644446934675,0.5287707549175354,0.5004034426640384,"{""balanced"": {""topology_mean_rmse"": 0.1789878325244957, ""safe_mean_rmse"": 0.14525436702224948}, ""random"": {""topology_mean_rmse"": 0.1789878325244957, ""safe_mean_rmse"": 0.15546908960919903}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.1789878325244957, ""safe_mean_rmse"": 0.21120232332216407}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.1789878325244957, ""safe_mean_rmse"": 0.14228311690311035}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.1789878325244957, ""safe_mean_rmse"": 0.14470618905926338}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.1789878325244957, ""safe_mean_rmse"": 0.14416692711210696}}",False,False
po3,1410,47,5,"[0.2120517628785327, 0.0733964691576046, 0.515188673848471, 0.48554655168607963]",0.2120517628785327,0.0733964691576046,0.515188673848471,0.48554655168607963,"{""balanced"": {""topology_mean_rmse"": 0.17331090189694265, ""safe_mean_rmse"": 0.14208668338509448}, ""random"": {""topology_mean_rmse"": 0.17331090189694265, ""safe_mean_rmse"": 0.15226677459171717}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17331090189694265, ""safe_mean_rmse"": 0.2055264368374033}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17331090189694265, ""safe_mean_rmse"": 0.14060698159089363}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17331090189694265, ""safe_mean_rmse"": 0.14233057786789943}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17331090189694265, ""safe_mean_rmse"": 0.14194192577426198}}",False,False
po4,1410,47,5,"[0.22486715079970512, 0.0753728851158834, 0.5345982569871478, 0.5054106257617743]",0.22486715079970512,0.0753728851158834,0.5345982569871478,0.5054106257617743,"{""balanced"": {""topology_mean_rmse"": 0.18098167801513743, ""safe_mean_rmse"": 0.145555909518674}, ""random"": {""topology_mean_rmse"": 0.18098167801513743, ""safe_mean_rmse"": 0.1558803382854612}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.18098167801513743, ""safe_mean_rmse"": 0.2128092023101231}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.18098167801513743, ""safe_mean_rmse"": 0.14363730028268656}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.18098167801513743, ""safe_mean_rmse"": 0.14574025204986432}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.18098167801513743, ""safe_mean_rmse"": 0.14529993208450226}}",False,False
