held_out_reference,n_source_examples,n_source_views,source_gate_resamples,class_trust_caps,cap_left_fist,cap_right_fist,cap_both_fists,cap_both_feet,source_condition_audit,all_source_conditions_improve_topology,target_reference_labels_used
c1,1380,46,5,"[0.21619574204306796, 0.06849602727058686, 0.5302609647624494, 0.49278858524761615]",0.21619574204306796,0.06849602727058686,0.5302609647624494,0.49278858524761615,"{""balanced"": {""topology_mean_rmse"": 0.17292128989635228, ""safe_mean_rmse"": 0.1386659042537449}, ""random"": {""topology_mean_rmse"": 0.17292128989635228, ""safe_mean_rmse"": 0.14929842609373947}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17292128989635228, ""safe_mean_rmse"": 0.2047059655896864}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17292128989635228, ""safe_mean_rmse"": 0.13974333919439666}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17292128989635228, ""safe_mean_rmse"": 0.13997959517097025}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17292128989635228, ""safe_mean_rmse"": 0.14033746062925942}}",False,False
c2,1380,46,5,"[0.21266340349769763, 0.052993592335013016, 0.5260396007436161, 0.49976523965849634]",0.21266340349769763,0.052993592335013016,0.5260396007436161,0.49976523965849634,"{""balanced"": {""topology_mean_rmse"": 0.17331789951529686, ""safe_mean_rmse"": 0.14014558208024225}, ""random"": {""topology_mean_rmse"": 0.17331789951529686, ""safe_mean_rmse"": 0.15008196009353628}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17331789951529686, ""safe_mean_rmse"": 0.20410437654724628}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17331789951529686, ""safe_mean_rmse"": 0.1353995329852359}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17331789951529686, ""safe_mean_rmse"": 0.14083630427783358}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17331789951529686, ""safe_mean_rmse"": 0.1398290578686353}}",False,False
c3,1380,46,5,"[0.22422277268053378, 0.07322984013050966, 0.5255039983321884, 0.5053106316678027]",0.22422277268053378,0.07322984013050966,0.5255039983321884,0.5053106316678027,"{""balanced"": {""topology_mean_rmse"": 0.18043788592263188, ""safe_mean_rmse"": 0.1459677966176163}, ""random"": {""topology_mean_rmse"": 0.18043788592263188, ""safe_mean_rmse"": 0.15662482194480162}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.18043788592263188, ""safe_mean_rmse"": 0.21320025769863005}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.18043788592263188, ""safe_mean_rmse"": 0.14371865598909206}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.18043788592263188, ""safe_mean_rmse"": 0.1467175229840301}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.18043788592263188, ""safe_mean_rmse"": 0.14614731842199472}}",False,False
c4,1380,46,5,"[0.2246815998901182, 0.0767285490421757, 0.5315011499054225, 0.5054570287769977]",0.2246815998901182,0.0767285490421757,0.5315011499054225,0.5054570287769977,"{""balanced"": {""topology_mean_rmse"": 0.18098123888399015, ""safe_mean_rmse"": 0.14497126810511093}, ""random"": {""topology_mean_rmse"": 0.18098123888399015, ""safe_mean_rmse"": 0.15646526694402466}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.18098123888399015, ""safe_mean_rmse"": 0.21218570297231798}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.18098123888399015, ""safe_mean_rmse"": 0.14523245323293046}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.18098123888399015, ""safe_mean_rmse"": 0.14536228436679155}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.18098123888399015, ""safe_mean_rmse"": 0.14590845989945675}}",False,False
c5,1410,47,5,"[0.2238943560492185, 0.07609385296511821, 0.5300837465697523, 0.5046499381987092]",0.2238943560492185,0.07609385296511821,0.5300837465697523,0.5046499381987092,"{""balanced"": {""topology_mean_rmse"": 0.17936268245625198, ""safe_mean_rmse"": 0.14506374431588898}, ""random"": {""topology_mean_rmse"": 0.17936268245625198, ""safe_mean_rmse"": 0.15558456988557914}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17936268245625198, ""safe_mean_rmse"": 0.2111094519628825}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17936268245625198, ""safe_mean_rmse"": 0.14333777300641537}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17936268245625198, ""safe_mean_rmse"": 0.14448174962695956}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17936268245625198, ""safe_mean_rmse"": 0.14457161415401573}}",False,False
c6,1410,47,5,"[0.22154875683073322, 0.07655967353322318, 0.5355560257930434, 0.5057318958099026]",0.22154875683073322,0.07655967353322318,0.5355560257930434,0.5057318958099026,"{""balanced"": {""topology_mean_rmse"": 0.17709335043231939, ""safe_mean_rmse"": 0.14458758120507825}, ""random"": {""topology_mean_rmse"": 0.17709335043231939, ""safe_mean_rmse"": 0.15627619223589573}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17709335043231939, ""safe_mean_rmse"": 0.21455541373701462}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17709335043231939, ""safe_mean_rmse"": 0.1410029652912126}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17709335043231939, ""safe_mean_rmse"": 0.14328094487998005}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17709335043231939, ""safe_mean_rmse"": 0.1429227737759813}}",False,False
cp1,1380,46,5,"[0.2218551997058541, 0.07475279292232036, 0.5238839826919109, 0.5037047692960145]",0.2218551997058541,0.07475279292232036,0.5238839826919109,0.5037047692960145,"{""balanced"": {""topology_mean_rmse"": 0.1808629389132948, ""safe_mean_rmse"": 0.14609854278118897}, ""random"": {""topology_mean_rmse"": 0.1808629389132948, ""safe_mean_rmse"": 0.15703577977056007}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.1808629389132948, ""safe_mean_rmse"": 0.21215648403978082}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.1808629389132948, ""safe_mean_rmse"": 0.14436036999434912}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.1808629389132948, ""safe_mean_rmse"": 0.14653051554826238}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.1808629389132948, ""safe_mean_rmse"": 0.14612024173320928}}",False,False
cp2,1380,46,5,"[0.22154211475117394, 0.07709404156372103, 0.5289930459454572, 0.5059681043073283]",0.22154211475117394,0.07709404156372103,0.5289930459454572,0.5059681043073283,"{""balanced"": {""topology_mean_rmse"": 0.18160264510958113, ""safe_mean_rmse"": 0.14617894964989325}, ""random"": {""topology_mean_rmse"": 0.18160264510958113, ""safe_mean_rmse"": 0.15675308468063245}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.18160264510958113, ""safe_mean_rmse"": 0.21297473912078016}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.18160264510958113, ""safe_mean_rmse"": 0.1443458895787665}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.18160264510958113, ""safe_mean_rmse"": 0.14650328148429598}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.18160264510958113, ""safe_mean_rmse"": 0.14637009066503556}}",False,False
cp3,1380,46,5,"[0.22064592453671678, 0.07655011005646524, 0.5234015629045371, 0.5046774956064723]",0.22064592453671678,0.07655011005646524,0.5234015629045371,0.5046774956064723,"{""balanced"": {""topology_mean_rmse"": 0.1788300285669203, ""safe_mean_rmse"": 0.1445378957575592}, ""random"": {""topology_mean_rmse"": 0.1788300285669203, ""safe_mean_rmse"": 0.1551631955402414}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.1788300285669203, ""safe_mean_rmse"": 0.210918386894739}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.1788300285669203, ""safe_mean_rmse"": 0.14315362601271447}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.1788300285669203, ""safe_mean_rmse"": 0.14493478954849454}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.1788300285669203, ""safe_mean_rmse"": 0.14495694439679174}}",False,False
cp4,1380,46,5,"[0.21598599617485503, 0.07389023833304033, 0.5291207432113468, 0.5024181535945702]",0.21598599617485503,0.07389023833304033,0.5291207432113468,0.5024181535945702,"{""balanced"": {""topology_mean_rmse"": 0.17426880793346092, ""safe_mean_rmse"": 0.14071228806620237}, ""random"": {""topology_mean_rmse"": 0.17426880793346092, ""safe_mean_rmse"": 0.15234277238490188}, ""skew_0.7_class_0"": {""topology_mean_rmse"": 0.17426880793346092, ""safe_mean_rmse"": 0.21106307595069265}, ""skew_0.7_class_1"": {""topology_mean_rmse"": 0.17426880793346092, ""safe_mean_rmse"": 0.13897301487977945}, ""skew_0.7_class_2"": {""topology_mean_rmse"": 0.17426880793346092, ""safe_mean_rmse"": 0.141057947749792}, ""skew_0.7_class_3"": {""topology_mean_rmse"": 0.17426880793346092, ""safe_mean_rmse"": 0.14069666001504713}}",False,False
