condition,batch_size,repeat,target_view,montage,held_out_reference,base_prior_weight,class_trust_caps,applied_class_weights,safe_bias,target_reference_labels_used
random,16,0,native16@FC1,native16,fc1,0.2233740965688995,"[0.2161032437767415, 0.07688717371698306, 0.5321558011382733, 0.4884630694112031]","[0.2161032437767415, 0.07688717371698306, 0.2233740965688995, 0.2233740965688995]","[-0.6614291768568668, 0.9334808698087975, 0.8342257967273639]",False
random,16,0,native16@FC2,native16,fc2,0.2260079055248706,"[0.22344651958179937, 0.06882007867155965, 0.5206251086857987, 0.5064908987692884]","[0.22344651958179937, 0.06882007867155965, 0.2260079055248706, 0.2260079055248706]","[-0.27356584595598243, 0.8369981883716011, 0.9215723793376173]",False
random,16,0,native16@FC3,native16,fc3,0.2259023227149628,"[0.22171856422003913, 0.07229215051219573, 0.5287100225249308, 0.5020994722435765]","[0.22171856422003913, 0.07229215051219573, 0.2259023227149628, 0.2259023227149628]","[-0.7402985553165486, 1.0982750267824857, 0.7748316031414177]",False
random,16,0,native16@FC4,native16,fc4,0.2192360894201293,"[0.21178556641894564, 0.07456725042016261, 0.5423612151751879, 0.45340467345531105]","[0.21178556641894564, 0.07456725042016261, 0.2192360894201293, 0.2192360894201293]","[0.12344115782014448, 0.8679272083215105, 0.8790083133213767]",False
random,16,0,native16@Fz,native16,fz,0.2265416773884917,"[0.22231672122622215, 0.0768323081232638, 0.508887878583352, 0.4879198645093198]","[0.22231672122622215, 0.0768323081232638, 0.2265416773884917, 0.2265416773884917]","[-0.4993835243185734, 0.9443654479222554, 0.9198748545927399]",False
random,16,0,native16@Pz,native16,pz,0.2263164370737135,"[0.21906866218983914, 0.07475482784791657, 0.5327350024934481, 0.47600766008432843]","[0.21906866218983914, 0.07475482784791657, 0.2263164370737135, 0.2263164370737135]","[-0.5784215573478384, 0.7232551814767967, 1.0364960691949914]",False
random,16,0,native32@C1,native32,c1,0.2199996978793542,"[0.21619574204306796, 0.06849602727058686, 0.5302609647624494, 0.49278858524761615]","[0.21619574204306796, 0.06849602727058686, 0.2199996978793542, 0.2199996978793542]","[-1.0636692805064567, 0.6752703886468263, 0.7259673635474159]",False
random,16,0,native32@C2,native32,c2,0.2159355686074812,"[0.21266340349769763, 0.052993592335013016, 0.5260396007436161, 0.49976523965849634]","[0.21266340349769763, 0.052993592335013016, 0.2159355686074812, 0.2159355686074812]","[-0.8689728837322452, 0.6652994031389582, 0.8032730247659132]",False
random,16,0,native32@C3,native32,c3,0.2277536916321601,"[0.22422277268053378, 0.07322984013050966, 0.5255039983321884, 0.5053106316678027]","[0.22422277268053378, 0.07322984013050966, 0.2277536916321601, 0.2277536916321601]","[-1.1041011568486327, 0.7937144359069067, 0.6669294868821649]",False
random,16,0,native32@C4,native32,c4,0.2299757154690085,"[0.2246815998901182, 0.0767285490421757, 0.5315011499054225, 0.5054570287769977]","[0.2246815998901182, 0.0767285490421757, 0.2299757154690085, 0.2299757154690085]","[-0.631517966447063, 0.6684716771654288, 0.7993207535857565]",False
random,16,0,native32@C5,native32,c5,0.2281509837338879,"[0.2238943560492185, 0.07609385296511821, 0.5300837465697523, 0.5046499381987092]","[0.2238943560492185, 0.07609385296511821, 0.2281509837338879, 0.2281509837338879]","[-1.0043833293754714, 0.9373665425016611, 0.5201325932506254]",False
random,16,0,native32@C6,native32,c6,0.2275464917062677,"[0.22154875683073322, 0.07655967353322318, 0.5355560257930434, 0.5057318958099026]","[0.22154875683073322, 0.07655967353322318, 0.2275464917062677, 0.2275464917062677]","[-0.1458920705458251, 0.6567504105519784, 0.7250818568068318]",False
random,16,0,native32@CP1,native32,cp1,0.2268947004044459,"[0.2218551997058541, 0.07475279292232036, 0.5238839826919109, 0.5037047692960145]","[0.2218551997058541, 0.07475279292232036, 0.2268947004044459, 0.2268947004044459]","[-1.0001161901728635, 0.6095442181102066, 0.7777273628054562]",False
random,16,0,native32@CP2,native32,cp2,0.2282083728497658,"[0.22154211475117394, 0.07709404156372103, 0.5289930459454572, 0.5059681043073283]","[0.22154211475117394, 0.07709404156372103, 0.2282083728497658, 0.2282083728497658]","[-0.9324740460553207, 0.5982728873614804, 0.8683043110987547]",False
random,16,0,native32@CP3,native32,cp3,0.2261609376995908,"[0.22064592453671678, 0.07655011005646524, 0.5234015629045371, 0.5046774956064723]","[0.22064592453671678, 0.07655011005646524, 0.2261609376995908, 0.2261609376995908]","[-0.9905395729188219, 0.7028608431527124, 0.7426152214866615]",False
random,16,0,native32@CP4,native32,cp4,0.2232923347554762,"[0.21598599617485503, 0.07389023833304033, 0.5291207432113468, 0.5024181535945702]","[0.21598599617485503, 0.07389023833304033, 0.2232923347554762, 0.2232923347554762]","[-0.7960644927554649, 0.6127875699716181, 0.8484332566335825]",False
random,16,0,native32@CP5,native32,cp5,0.2270454294269276,"[0.221056781529278, 0.07563859208140998, 0.5327684117416192, 0.5049038418823244]","[0.221056781529278, 0.07563859208140998, 0.2270454294269276, 0.2270454294269276]","[-0.7918977334440926, 0.7518120426412945, 0.6344863078625907]",False
random,16,0,native32@CP6,native32,cp6,0.2089000526723474,"[0.1979595996852507, 0.07683021789011384, 0.5344660909032303, 0.45483171878302153]","[0.1979595996852507, 0.07683021789011384, 0.2089000526723474, 0.2089000526723474]","[-0.4391941785172279, 0.6970624952422944, 0.8148556837170644]",False
random,16,0,native32@CPz,native32,cpz,0.2301276240609233,"[0.22324023030500212, 0.07708070652358644, 0.5329956431076646, 0.5079229032693]","[0.22324023030500212, 0.07708070652358644, 0.2301276240609233, 0.2301276240609233]","[-1.0027859580290435, 0.5693885410988423, 0.8343660554558587]",False
random,16,0,native32@Cz,native32,cz,0.228126974619497,"[0.22099344656359676, 0.0790766795973, 0.5261560166112458, 0.5032166674456402]","[0.22099344656359676, 0.0790766795973, 0.228126974619497, 0.228126974619497]","[-1.0034818428005265, 0.6039266368636126, 0.7209373045750902]",False
random,16,0,native32@F1,native32,f1,0.2263644728973712,"[0.22090083876815686, 0.07576496151245622, 0.5296294806698665, 0.502370584200752]","[0.22090083876815686, 0.07576496151245622, 0.2263644728973712, 0.2263644728973712]","[-1.3277517833762569, 0.8782461475432801, 0.8431099823076927]",False
random,16,0,native32@F2,native32,f2,0.2260375988710485,"[0.22232027196589615, 0.07572159297854038, 0.5234593251833496, 0.5060830280464144]","[0.22232027196589615, 0.07572159297854038, 0.2260375988710485, 0.2260375988710485]","[-0.8937319256591465, 0.6642378900195739, 0.9762776599244144]",False
random,16,0,native32@F3,native32,f3,0.2268998443136881,"[0.22154233486518607, 0.07547749337389355, 0.5211843009778383, 0.49746327311042726]","[0.22154233486518607, 0.07547749337389355, 0.2268998443136881, 0.2268998443136881]","[-1.4732097819634415, 1.0146423754179743, 0.7316219116790365]",False
random,16,0,native32@F4,native32,f4,0.2131246180540243,"[0.20343235129832396, 0.07639094120034012, 0.5307644079837927, 0.486941084294926]","[0.20343235129832396, 0.07639094120034012, 0.2131246180540243, 0.2131246180540243]","[-0.3279597361414453, 0.5698173460516393, 0.9894046345949985]",False
random,16,0,native32@FC1,native32,fc1,0.2233740965688995,"[0.2161032437767415, 0.07688717371698306, 0.5321558011382733, 0.4884630694112031]","[0.2161032437767415, 0.07688717371698306, 0.2233740965688995, 0.2233740965688995]","[-1.1481199498147914, 0.7862748810974881, 0.7308172566779739]",False
random,16,0,native32@FC2,native32,fc2,0.2260079055248706,"[0.22344651958179937, 0.06882007867155965, 0.5206251086857987, 0.5064908987692884]","[0.22344651958179937, 0.06882007867155965, 0.2260079055248706, 0.2260079055248706]","[-0.7890789039740096, 0.6503330773401337, 0.8354389445809285]",False
random,16,0,native32@FC3,native32,fc3,0.2259023227149628,"[0.22171856422003913, 0.07229215051219573, 0.5287100225249308, 0.5020994722435765]","[0.22171856422003913, 0.07229215051219573, 0.2259023227149628, 0.2259023227149628]","[-1.3221306246366475, 0.9231985207468454, 0.6951359584268663]",False
random,16,0,native32@FC4,native32,fc4,0.2192360894201293,"[0.21178556641894564, 0.07456725042016261, 0.5423612151751879, 0.45340467345531105]","[0.21178556641894564, 0.07456725042016261, 0.2192360894201293, 0.2192360894201293]","[-0.5339127753870916, 0.6253962314383347, 0.9202812807606129]",False
random,16,0,native32@FC5,native32,fc5,0.2174668919997524,"[0.2117170569408756, 0.06829792646837574, 0.53142730315888, 0.4969480821039873]","[0.2117170569408756, 0.06829792646837574, 0.2174668919997524, 0.2174668919997524]","[-1.408635608921787, 1.1667234671040845, 0.6079630118184831]",False
random,16,0,native32@FC6,native32,fc6,0.1563165408125574,"[0.1454202433679105, 0.07348903493087457, 0.32828877136153956, 0.4411676004995283]","[0.1454202433679105, 0.07348903493087457, 0.1563165408125574, 0.1563165408125574]","[-0.29428387165225073, 0.6504093445939252, 0.9749625096081851]",False
random,16,0,native32@Fz,native32,fz,0.2265416773884917,"[0.22231672122622215, 0.0768323081232638, 0.508887878583352, 0.4879198645093198]","[0.22231672122622215, 0.0768323081232638, 0.2265416773884917, 0.2265416773884917]","[-1.1344193429317628, 0.7551900377508006, 0.9518744056806707]",False
random,16,0,native32@O1,native32,o1,0.2411780521090525,"[0.2340087674262714, 0.08090928867763235, 0.5569717197302674, 0.521032670354777]","[0.2340087674262714, 0.08090928867763235, 0.2411780521090525, 0.2411780521090525]","[-1.2930023690622714, 0.3722725391946198, 1.3107919141736746]",False
random,16,0,native32@O2,native32,o2,0.2263136009470537,"[0.2185353040713514, 0.07445287676247563, 0.5314707459618291, 0.4953891309330829]","[0.2185353040713514, 0.07445287676247563, 0.2263136009470537, 0.2263136009470537]","[-1.7765663012920807, 0.506000254358249, 1.3639592903933033]",False
random,16,0,native32@P3,native32,p3,0.2266084811328969,"[0.22120688663842017, 0.07544122935725524, 0.5283534881706732, 0.5020020819901518]","[0.22120688663842017, 0.07544122935725524, 0.2266084811328969, 0.2266084811328969]","[-0.8792418953723709, 0.5635897677760175, 0.8930927234710921]",False
random,16,0,native32@P4,native32,p4,0.2268631631090954,"[0.2212272430716362, 0.07560644446934675, 0.5287707549175354, 0.5004034426640384]","[0.2212272430716362, 0.07560644446934675, 0.2268631631090954, 0.2268631631090954]","[-1.0337722640933094, 0.6223841153054457, 0.960353220874175]",False
random,16,0,native32@PO3,native32,po3,0.2179920058477693,"[0.2120517628785327, 0.0733964691576046, 0.515188673848471, 0.48554655168607963]","[0.2120517628785327, 0.0733964691576046, 0.2179920058477693, 0.2179920058477693]","[-0.8016282677814104, 0.4675374384359538, 1.018864352348331]",False
random,16,0,native32@PO4,native32,po4,0.2304086073462742,"[0.22486715079970512, 0.0753728851158834, 0.5345982569871478, 0.5054106257617743]","[0.22486715079970512, 0.0753728851158834, 0.2304086073462742, 0.2304086073462742]","[-1.3831633296845884, 0.6592700047631356, 1.1108907494882159]",False
random,16,0,native32@Pz,native32,pz,0.2263164370737135,"[0.21906866218983914, 0.07475482784791657, 0.5327350024934481, 0.47600766008432843]","[0.21906866218983914, 0.07475482784791657, 0.2263164370737135, 0.2263164370737135]","[-1.250207676179983, 0.5214420801020945, 1.0183996336848613]",False
random,16,1,native16@C1,native16,c1,0.2199996978793542,"[0.21619574204306796, 0.06849602727058686, 0.5302609647624494, 0.49278858524761615]","[0.21619574204306796, 0.06849602727058686, 0.2199996978793542, 0.2199996978793542]","[-0.7098002344884454, 0.8838357461362681, 0.8640063468528427]",False
random,16,1,native16@C2,native16,c2,0.2159355686074812,"[0.21266340349769763, 0.052993592335013016, 0.5260396007436161, 0.49976523965849634]","[0.21266340349769763, 0.052993592335013016, 0.2159355686074812, 0.2159355686074812]","[-0.4757369190366976, 0.8619589690718217, 0.9591522851857328]",False
random,16,1,native16@C3,native16,c3,0.2277536916321601,"[0.22422277268053378, 0.07322984013050966, 0.5255039983321884, 0.5053106316678027]","[0.22422277268053378, 0.07322984013050966, 0.2277536916321601, 0.2277536916321601]","[-0.6429808111882296, 0.9974049743399345, 0.7565352619384519]",False
random,16,1,native16@C4,native16,c4,0.2299757154690085,"[0.2246815998901182, 0.0767285490421757, 0.5315011499054225, 0.5054570287769977]","[0.2246815998901182, 0.0767285490421757, 0.2299757154690085, 0.2299757154690085]","[-0.2067226920571592, 0.8641639284454787, 0.9480189559468374]",False
random,16,1,native16@CP1,native16,cp1,0.2268947004044459,"[0.2218551997058541, 0.07475279292232036, 0.5238839826919109, 0.5037047692960145]","[0.2218551997058541, 0.07475279292232036, 0.2268947004044459, 0.2268947004044459]","[-0.6047552593570518, 0.8026811755804056, 0.9344213499790264]",False
random,16,1,native16@CP2,native16,cp2,0.2282083728497658,"[0.22154211475117394, 0.07709404156372103, 0.5289930459454572, 0.5059681043073283]","[0.22154211475117394, 0.07709404156372103, 0.2282083728497658, 0.2282083728497658]","[-0.5233659991869428, 0.8034079122479475, 0.9969278890706763]",False
random,16,1,native16@CP3,native16,cp3,0.2261609376995908,"[0.22064592453671678, 0.07655011005646524, 0.5234015629045371, 0.5046774956064723]","[0.22064592453671678, 0.07655011005646524, 0.2261609376995908, 0.2261609376995908]","[-0.5177638313859549, 0.8949649652425801, 0.8584050891463405]",False
random,16,1,native16@CP4,native16,cp4,0.2232923347554762,"[0.21598599617485503, 0.07389023833304033, 0.5291207432113468, 0.5024181535945702]","[0.21598599617485503, 0.07389023833304033, 0.2232923347554762, 0.2232923347554762]","[-0.30155881901887976, 0.8263546996309898, 0.9640041954776675]",False
random,16,1,native16@CPz,native16,cpz,0.2301276240609233,"[0.22324023030500212, 0.07708070652358644, 0.5329956431076646, 0.5079229032693]","[0.22324023030500212, 0.07708070652358644, 0.2301276240609233, 0.2301276240609233]","[-0.5939555923314284, 0.7765605254705201, 0.9636108859856963]",False
random,16,1,native16@Cz,native16,cz,0.228126974619497,"[0.22099344656359676, 0.0790766795973, 0.5261560166112458, 0.5032166674456402]","[0.22099344656359676, 0.0790766795973, 0.228126974619497, 0.228126974619497]","[-0.5924046755488211, 0.8173800510881719, 0.888006309924256]",False
random,16,1,native16@FC1,native16,fc1,0.2233740965688995,"[0.2161032437767415, 0.07688717371698306, 0.5321558011382733, 0.4884630694112031]","[0.2161032437767415, 0.07688717371698306, 0.2233740965688995, 0.2233740965688995]","[-0.6954001873574407, 0.9677180145556745, 0.8841873007242929]",False
random,16,1,native16@FC2,native16,fc2,0.2260079055248706,"[0.22344651958179937, 0.06882007867155965, 0.5206251086857987, 0.5064908987692884]","[0.22344651958179937, 0.06882007867155965, 0.2260079055248706, 0.2260079055248706]","[-0.3309830676619181, 0.8424680493881047, 1.0044324470440178]",False
random,16,1,native16@FC3,native16,fc3,0.2259023227149628,"[0.22171856422003913, 0.07229215051219573, 0.5287100225249308, 0.5020994722435765]","[0.22171856422003913, 0.07229215051219573, 0.2259023227149628, 0.2259023227149628]","[-0.8084069635655753, 1.1029017233222558, 0.8077810497924178]",False
random,16,1,native16@FC4,native16,fc4,0.2192360894201293,"[0.21178556641894564, 0.07456725042016261, 0.5423612151751879, 0.45340467345531105]","[0.21178556641894564, 0.07456725042016261, 0.2192360894201293, 0.2192360894201293]","[0.062491349228316034, 0.8734907865249912, 0.9268875270969384]",False
random,16,1,native16@Fz,native16,fz,0.2265416773884917,"[0.22231672122622215, 0.0768323081232638, 0.508887878583352, 0.4879198645093198]","[0.22231672122622215, 0.0768323081232638, 0.2265416773884917, 0.2265416773884917]","[-0.5816734434787821, 0.9602937183968856, 0.9648772881887049]",False
random,16,1,native16@Pz,native16,pz,0.2263164370737135,"[0.21906866218983914, 0.07475482784791657, 0.5327350024934481, 0.47600766008432843]","[0.21906866218983914, 0.07475482784791657, 0.2263164370737135, 0.2263164370737135]","[-0.6877743443965847, 0.7531276670273113, 1.059835081750553]",False
random,16,1,native32@C1,native32,c1,0.2199996978793542,"[0.21619574204306796, 0.06849602727058686, 0.5302609647624494, 0.49278858524761615]","[0.21619574204306796, 0.06849602727058686, 0.2199996978793542, 0.2199996978793542]","[-1.1812252060908708, 0.8145204171105915, 0.7117076306151175]",False
random,16,1,native32@C2,native32,c2,0.2159355686074812,"[0.21266340349769763, 0.052993592335013016, 0.5260396007436161, 0.49976523965849634]","[0.21266340349769763, 0.052993592335013016, 0.2159355686074812, 0.2159355686074812]","[-0.9283331591569772, 0.7373708061130994, 0.8193680805472275]",False
random,16,1,native32@C3,native32,c3,0.2277536916321601,"[0.22422277268053378, 0.07322984013050966, 0.5255039983321884, 0.5053106316678027]","[0.22422277268053378, 0.07322984013050966, 0.2277536916321601, 0.2277536916321601]","[-1.221920368800166, 0.9384722798574925, 0.6335101681526156]",False
random,16,1,native32@C4,native32,c4,0.2299757154690085,"[0.2246815998901182, 0.0767285490421757, 0.5315011499054225, 0.5054570287769977]","[0.2246815998901182, 0.0767285490421757, 0.2299757154690085, 0.2299757154690085]","[-0.6078337618943628, 0.7453377149463627, 0.7903115115269539]",False
random,16,1,native32@C5,native32,c5,0.2281509837338879,"[0.2238943560492185, 0.07609385296511821, 0.5300837465697523, 0.5046499381987092]","[0.2238943560492185, 0.07609385296511821, 0.2281509837338879, 0.2281509837338879]","[-1.062682221972019, 1.0391395563922263, 0.4847155484196874]",False
random,16,1,native32@C6,native32,c6,0.2275464917062677,"[0.22154875683073322, 0.07655967353322318, 0.5355560257930434, 0.5057318958099026]","[0.22154875683073322, 0.07655967353322318, 0.2275464917062677, 0.2275464917062677]","[-0.16934050305622161, 0.7311963024830075, 0.7098296250533805]",False
random,16,1,native32@CP1,native32,cp1,0.2268947004044459,"[0.2218551997058541, 0.07475279292232036, 0.5238839826919109, 0.5037047692960145]","[0.2218551997058541, 0.07475279292232036, 0.2268947004044459, 0.2268947004044459]","[-1.1171100184032667, 0.7465045517761921, 0.7560621653256416]",False
random,16,1,native32@CP2,native32,cp2,0.2282083728497658,"[0.22154211475117394, 0.07709404156372103, 0.5289930459454572, 0.5059681043073283]","[0.22154211475117394, 0.07709404156372103, 0.2282083728497658, 0.2282083728497658]","[-1.015919497291064, 0.7122354345271953, 0.8490828097733225]",False
random,16,1,native32@CP3,native32,cp3,0.2261609376995908,"[0.22064592453671678, 0.07655011005646524, 0.5234015629045371, 0.5046774956064723]","[0.22064592453671678, 0.07655011005646524, 0.2261609376995908, 0.2261609376995908]","[-1.0783142208968932, 0.8373512809919417, 0.6974565000094519]",False
random,16,1,native32@CP4,native32,cp4,0.2232923347554762,"[0.21598599617485503, 0.07389023833304033, 0.5291207432113468, 0.5024181535945702]","[0.21598599617485503, 0.07389023833304033, 0.2232923347554762, 0.2232923347554762]","[-0.8103910160641863, 0.7245114210997394, 0.8359131489292934]",False
random,16,1,native32@CP5,native32,cp5,0.2270454294269276,"[0.221056781529278, 0.07563859208140998, 0.5327684117416192, 0.5049038418823244]","[0.221056781529278, 0.07563859208140998, 0.2270454294269276, 0.2270454294269276]","[-0.8064475369048336, 0.875039744079608, 0.6051657577218665]",False
random,16,1,native32@CP6,native32,cp6,0.2089000526723474,"[0.1979595996852507, 0.07683021789011384, 0.5344660909032303, 0.45483171878302153]","[0.1979595996852507, 0.07683021789011384, 0.2089000526723474, 0.2089000526723474]","[-0.493615970252282, 0.7918682338433963, 0.7937113622637209]",False
random,16,1,native32@CPz,native32,cpz,0.2301276240609233,"[0.22324023030500212, 0.07708070652358644, 0.5329956431076646, 0.5079229032693]","[0.22324023030500212, 0.07708070652358644, 0.2301276240609233, 0.2301276240609233]","[-1.0940824280639887, 0.7024955563966175, 0.8213547265706412]",False
random,16,1,native32@Cz,native32,cz,0.228126974619497,"[0.22099344656359676, 0.0790766795973, 0.5261560166112458, 0.5032166674456402]","[0.22099344656359676, 0.0790766795973, 0.228126974619497, 0.228126974619497]","[-1.066298241921432, 0.7417782885012137, 0.7520321969066237]",False
random,16,1,native32@F1,native32,f1,0.2263644728973712,"[0.22090083876815686, 0.07576496151245622, 0.5296294806698665, 0.502370584200752]","[0.22090083876815686, 0.07576496151245622, 0.2263644728973712, 0.2263644728973712]","[-1.5177133168953547, 1.0010513140406023, 0.8925651945460804]",False
random,16,1,native32@F2,native32,f2,0.2260375988710485,"[0.22232027196589615, 0.07572159297854038, 0.5234593251833496, 0.5060830280464144]","[0.22232027196589615, 0.07572159297854038, 0.2260375988710485, 0.2260375988710485]","[-0.9324231167004267, 0.7709517083159096, 0.9972934499709496]",False
random,16,1,native32@F3,native32,f3,0.2268998443136881,"[0.22154233486518607, 0.07547749337389355, 0.5211843009778383, 0.49746327311042726]","[0.22154233486518607, 0.07547749337389355, 0.2268998443136881, 0.2268998443136881]","[-1.67241517801864, 1.1332751391942044, 0.7834206730149041]",False
random,16,1,native32@F4,native32,f4,0.2131246180540243,"[0.20343235129832396, 0.07639094120034012, 0.5307644079837927, 0.486941084294926]","[0.20343235129832396, 0.07639094120034012, 0.2131246180540243, 0.2131246180540243]","[-0.3365829391059393, 0.6431546785204082, 0.9789293282892109]",False
random,16,1,native32@FC1,native32,fc1,0.2233740965688995,"[0.2161032437767415, 0.07688717371698306, 0.5321558011382733, 0.4884630694112031]","[0.2161032437767415, 0.07688717371698306, 0.2233740965688995, 0.2233740965688995]","[-1.289997986410473, 0.9159153152815455, 0.7683743376187132]",False
random,16,1,native32@FC2,native32,fc2,0.2260079055248706,"[0.22344651958179937, 0.06882007867155965, 0.5206251086857987, 0.5064908987692884]","[0.22344651958179937, 0.06882007867155965, 0.2260079055248706, 0.2260079055248706]","[-0.863605755887721, 0.7428135339361996, 0.8662388390664642]",False
random,16,1,native32@FC3,native32,fc3,0.2259023227149628,"[0.22171856422003913, 0.07229215051219573, 0.5287100225249308, 0.5020994722435765]","[0.22171856422003913, 0.07229215051219573, 0.2259023227149628, 0.2259023227149628]","[-1.4269947487489323, 1.0398411150049807, 0.667821350337404]",False
random,16,1,native32@FC4,native32,fc4,0.2192360894201293,"[0.21178556641894564, 0.07456725042016261, 0.5423612151751879, 0.45340467345531105]","[0.21178556641894564, 0.07456725042016261, 0.2192360894201293, 0.2192360894201293]","[-0.5986396062056537, 0.7106019724958571, 0.889506802750865]",False
random,16,1,native32@FC5,native32,fc5,0.2174668919997524,"[0.2117170569408756, 0.06829792646837574, 0.53142730315888, 0.4969480821039873]","[0.2117170569408756, 0.06829792646837574, 0.2174668919997524, 0.2174668919997524]","[-1.4998621952260218, 1.2245592608345568, 0.5980578170146285]",False
random,16,1,native32@FC6,native32,fc6,0.1563165408125574,"[0.1454202433679105, 0.07348903493087457, 0.32828877136153956, 0.4411676004995283]","[0.1454202433679105, 0.07348903493087457, 0.1563165408125574, 0.1563165408125574]","[-0.2535677509337425, 0.6533545148956705, 0.9487906599311925]",False
random,16,1,native32@Fz,native32,fz,0.2265416773884917,"[0.22231672122622215, 0.0768323081232638, 0.508887878583352, 0.4879198645093198]","[0.22231672122622215, 0.0768323081232638, 0.2265416773884917, 0.2265416773884917]","[-1.272348915013135, 0.8779910944099809, 0.9696801802703358]",False
random,16,1,native32@O1,native32,o1,0.2411780521090525,"[0.2340087674262714, 0.08090928867763235, 0.5569717197302674, 0.521032670354777]","[0.2340087674262714, 0.08090928867763235, 0.2411780521090525, 0.2411780521090525]","[-1.4643658499167482, 0.5193367386522773, 1.2860926773831378]",False
random,16,1,native32@O2,native32,o2,0.2263136009470537,"[0.2185353040713514, 0.07445287676247563, 0.5314707459618291, 0.4953891309330829]","[0.2185353040713514, 0.07445287676247563, 0.2263136009470537, 0.2263136009470537]","[-1.8788507964612702, 0.6008053109453119, 1.3112804211360436]",False
random,16,1,native32@P3,native32,p3,0.2266084811328969,"[0.22120688663842017, 0.07544122935725524, 0.5283534881706732, 0.5020020819901518]","[0.22120688663842017, 0.07544122935725524, 0.2266084811328969, 0.2266084811328969]","[-0.9305335268748686, 0.6960955657917504, 0.8441190228114809]",False
random,16,1,native32@P4,native32,p4,0.2268631631090954,"[0.2212272430716362, 0.07560644446934675, 0.5287707549175354, 0.5004034426640384]","[0.2212272430716362, 0.07560644446934675, 0.2268631631090954, 0.2268631631090954]","[-1.0482057501973834, 0.7414726817145809, 0.9021835271945771]",False
random,16,1,native32@PO3,native32,po3,0.2179920058477693,"[0.2120517628785327, 0.0733964691576046, 0.515188673848471, 0.48554655168607963]","[0.2120517628785327, 0.0733964691576046, 0.2179920058477693, 0.2179920058477693]","[-0.8712698002348696, 0.5750528617315086, 0.9814977886692393]",False
random,16,1,native32@PO4,native32,po4,0.2304086073462742,"[0.22486715079970512, 0.0753728851158834, 0.5345982569871478, 0.5054106257617743]","[0.22486715079970512, 0.0753728851158834, 0.2304086073462742, 0.2304086073462742]","[-1.4698250619613606, 0.7699682146362373, 1.0478662662014402]",False
random,16,1,native32@Pz,native32,pz,0.2263164370737135,"[0.21906866218983914, 0.07475482784791657, 0.5327350024934481, 0.47600766008432843]","[0.21906866218983914, 0.07475482784791657, 0.2263164370737135, 0.2263164370737135]","[-1.2283966953086383, 0.6391047796319422, 0.9459201156516931]",False
