condition,batch_size,repeat,stress_construction_uses_labels,target_view,montage,held_out_reference,method,target_reference_labels_used,target_unlabeled_logits_used,prior_match_weight,accuracy,balanced_accuracy,nll,ece_15,worst_class_recall,car_anchor_balanced_accuracy,target_bias_rmse,max_class_recall_gap_to_car,mean_class_recall_gap_to_car
random,16,0,False,native16@C1,native16,c1,identity,False,False,,0.3741007194244604,0.3744824016563147,1.6318800866626064,0.2517988205564609,0.0809523809523809,0.3638026224982746,1.0146551648679667,0.0619047619047619,0.0323498964803312
random,16,0,False,native16@C1,native16,c1,topology_ridge,False,False,,0.3980815347721823,0.3972222222222222,1.4526462735399734,0.1632089976771502,0.217391304347826,0.4158385093167702,0.309064057487573,0.2077294685990338,0.087663906142167
random,16,0,False,native16@C1,native16,c1,uniform_prior_match,False,True,,0.4052757793764988,0.4045376121463078,1.498370543358514,0.1678419863012679,0.2222222222222222,0.4158385093167702,0.7132076925864507,0.2,0.1113008971704624
random,16,0,False,native16@C1,native16,c1,fixed_topology_shrinkage,False,True,0.2199996978793542,0.3980815347721823,0.397239475500345,1.453978226012112,0.1647950862600988,0.2560386473429952,0.4158385093167702,0.3900166413401875,0.1690821256038647,0.0852657004830917
random,16,0,False,native16@C1,native16,c1,operator_confusion_shrinkage,False,True,0.2199996978793542,0.4004796163069544,0.399672187715666,1.4488886381458346,0.1599699107881712,0.2560386473429952,0.4158385093167702,0.3374633131119847,0.1690821256038647,0.0804520358868185
random,16,0,False,native16@C1,native16,c1,oracle,True,False,,0.4136690647482014,0.4133367839889579,1.4532577182683653,0.1410931069798338,0.3333333333333333,0.4170634920634921,0.0,0.0428571428571428,0.0251552795031055
random,16,0,False,native16@C2,native16,c2,identity,False,False,,0.3381294964028777,0.3393719806763285,1.7333664186502518,0.3636990878791169,0.0333333333333333,0.3638026224982746,0.6802472503446689,0.2,0.1138026224982746
random,16,0,False,native16@C2,native16,c2,topology_ridge,False,False,,0.4124700239808153,0.4127156659765355,1.4003021399953584,0.1309914521005606,0.3,0.4158385093167702,0.2897372666233074,0.0821256038647343,0.0659247757073844
random,16,0,False,native16@C2,native16,c2,uniform_prior_match,False,True,,0.4052757793764988,0.4046066252587992,1.4265001733933478,0.148091311622587,0.2222222222222222,0.4158385093167702,0.4744970960883228,0.180952380952381,0.1017080745341615
random,16,0,False,native16@C2,native16,c2,fixed_topology_shrinkage,False,True,0.2159355686074812,0.4112709832134292,0.4113008971704623,1.38520967476973,0.1307516512875914,0.3238095238095238,0.4158385093167702,0.1384951222338553,0.0676328502415459,0.0383540372670807
