condition,batch_size,method,n_rows,n_target_views,n_repeats,mean_target_bias_rmse,p90_target_bias_rmse,worst_target_bias_rmse,mean_balanced_accuracy,worst_balanced_accuracy,mean_max_class_recall_gap,worst_class_recall_gap,mean_class_recall_gap,mean_nll,mean_ece_15
balanced,32,class_operator_trust_safeguard,960,48,20,0.16824705082441016,0.2971179313509792,0.7028513984133476,0.4328383619450195,0.3699792960662526,0.08971237347596045,0.21428571428571427,0.046341352513227525,1.4100449155501684,0.17242784037550882
balanced,32,fixed_topology_shrinkage,960,48,20,0.2000034206467112,0.3491498435479108,0.6477318082076343,0.43148207456291693,0.373671497584541,0.10071593915343913,0.2523809523809524,0.052092121721877126,1.3981814435734257,0.17122061827744933
balanced,32,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.14234960892569584,0.4142857142857142,0.07865122498274667,1.5855172881708208,0.27898907486600083
balanced,32,operator_confusion_shrinkage,960,48,20,0.2029876347224762,0.3169103396504001,0.6812137734188869,0.4308815167069243,0.3739475500345065,0.10106438348286172,0.2476190476190476,0.051947373907292343,1.4060827323917722,0.17076939861069199
balanced,32,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069469,0.1400966183574879,0.03302025822406252,1.4141120870551,0.17132183310923307
balanced,32,topology_ridge,48,48,1,0.1761203145083682,0.3109046711909198,0.8061138274808127,0.4334900506096158,0.3749309868875086,0.09917040487692658,0.2560386473429952,0.05462315965033352,1.426959507111217,0.17677121230470885
balanced,32,uniform_prior_match,960,48,20,0.3473787519488359,0.6121844693477985,1.2565273492350015,0.42405610190936277,0.3442028985507246,0.15920634920634918,0.3952380952380953,0.0882163704853922,1.396593835099456,0.1761040395043073
balanced,128,class_operator_trust_safeguard,960,48,20,0.15845802409988569,0.2819410465691078,0.6570100361377664,0.43293196097883596,0.3737060041407867,0.08561788302277434,0.20952380952380953,0.04400187988842881,1.4085628825294307,0.17207400959820104
balanced,128,fixed_topology_shrinkage,960,48,20,0.22673458428505436,0.3634696311373356,0.5982623831772266,0.4290488770991488,0.3700138026224983,0.11291105935127672,0.2463768115942029,0.058665243271221496,1.3864347528654508,0.16975598888545604
balanced,128,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.14234960892569584,0.4142857142857142,0.07865122498274667,1.5855172881708208,0.27898907486600083
balanced,128,operator_confusion_shrinkage,960,48,20,0.2342956243767133,0.3355255328238065,0.4888611385895864,0.42812624007936506,0.3738267770876466,0.11611362721417068,0.251207729468599,0.06075506455601561,1.3998208332604982,0.17021797209996373
balanced,128,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069469,0.1400966183574879,0.03302025822406252,1.4141120870551,0.17132183310923307
balanced,128,topology_ridge,48,48,1,0.1761203145083682,0.3109046711909198,0.8061138274808127,0.4334900506096158,0.3749309868875086,0.09917040487692658,0.2560386473429952,0.05462315965033352,1.426959507111217,0.17677121230470885
balanced,128,uniform_prior_match,960,48,20,0.2871709541732844,0.46370065339602656,0.7838121519109758,0.42576545246721875,0.3592305037957212,0.13856999079825166,0.2904761904761905,0.07512370240970781,1.3841910053362612,0.17179308196825346
random,16,class_operator_trust_safeguard,960,48,20,0.16879508636527657,0.30861138253039844,0.796464761432951,0.43338406875431335,0.3700828157349897,0.09278360075914426,0.2619047619047619,0.04972224019438694,1.4159994777571587,0.17375904773752568
random,16,fixed_topology_shrinkage,960,48,20,0.1843951843594539,0.3327252259207921,0.7841047706439375,0.43303522903726704,0.366407867494824,0.0958372872095698,0.2571428571428572,0.05110760653899237,1.4117746212338997,0.17367032622365147
random,16,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.14234960892569584,0.4142857142857142,0.07865122498274667,1.5855172881708208,0.27898907486600083
random,16,operator_confusion_shrinkage,960,48,20,0.17844785517526232,0.31651619186565505,0.8028942049499203,0.433060443984357,0.3688750862663906,0.09498813837129051,0.2571428571428572,0.05020125230043704,1.4148321870595488,0.17297345022503352
random,16,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069469,0.1400966183574879,0.03302025822406252,1.4141120870551,0.17132183310923307
random,16,topology_ridge,48,48,1,0.1761203145083682,0.3109046711909198,0.8061138274808127,0.4334900506096158,0.3749309868875086,0.09917040487692658,0.2560386473429952,0.05462315965033352,1.426959507111217,0.17677121230470885
random,16,uniform_prior_match,960,48,20,0.48844823672765003,0.8553306130026667,1.508856885430274,0.42040433776167474,0.3453761214630779,0.18743242466068552,0.4190476190476191,0.1068617005981136,1.4258074479702423,0.18423585710132026
random,32,class_operator_trust_safeguard,960,48,20,0.1594937023707079,0.28624407700663634,0.7206185129092331,0.43346670476765586,0.3700138026224983,0.08786986714975846,0.27053140096618356,0.04540140829882678,1.41193224144183,0.17237742473089623
random,32,fixed_topology_shrinkage,960,48,20,0.18893094443612704,0.3128169380946122,0.6340835231331081,0.4320505521048999,0.3700828157349896,0.09694962042788127,0.2801932367149758,0.0501038072233724,1.4009771752667461,0.17136845274806625
random,32,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.14234960892569584,0.4142857142857142,0.07865122498274667,1.5855172881708208,0.27898907486600083
random,32,operator_confusion_shrinkage,960,48,20,0.1859788754721419,0.29705786915665094,0.685215276429462,0.4318785764607775,0.3688060731538992,0.09683804922935355,0.2705314009661835,0.04915550595238091,1.4083681241171713,0.17064679781313166
random,32,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069469,0.1400966183574879,0.03302025822406252,1.4141120870551,0.17132183310923307
random,32,topology_ridge,48,48,1,0.1761203145083682,0.3109046711909198,0.8061138274808127,0.4334900506096158,0.3749309868875086,0.09917040487692658,0.2560386473429952,0.05462315965033352,1.426959507111217,0.17677121230470885
random,32,uniform_prior_match,960,48,20,0.32464783231931005,0.5217289128818028,0.8268893200266049,0.4256310566195077,0.3486542443064182,0.14774032378651944,0.3619047619047619,0.07846339788934895,1.396772712874307,0.1752285917628241
random,64,class_operator_trust_safeguard,960,48,20,0.15998631003658553,0.2828897238908427,0.680680253185279,0.43287917673107895,0.3723257418909593,0.08682971014492755,0.2222222222222222,0.044698930296756395,1.4102856636492527,0.1722510252006821
