held_out_reference,source_view,montage,condition,batch_size,repeat,topology_bias,raw_candidate_bias,source_oracle_bias,target_reference_labels_used
c6,native16@CPz,native16,skew_0.7_class_0,128,1,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.9791518418845788, -0.6760287208954786, 1.891567499334403]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_0,128,2,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-2.1038484938602937, -0.5735581517278788, 1.9595624268346818]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_0,128,3,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-2.0354460599935003, -0.6129150936681272, 2.037622589909719]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_0,128,4,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-2.18388017510448, -0.7007958273304428, 1.961429950709777]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_1,128,0,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-0.91536185025843, -1.9449958420815265, 1.9875790395440387]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_1,128,1,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-0.9199847378063727, -1.9271379932840618, 1.957831118909388]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_1,128,2,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-0.8295729943503858, -1.8683468530894052, 1.9869845092850207]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_1,128,3,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-0.7914757115639726, -1.8995017449820224, 1.850436683017161]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_1,128,4,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-0.9437210561000859, -1.8817268213936937, 1.9260347315328001]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_2,128,0,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.193039885603538, -1.286350616105319, 1.751670796758853]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_2,128,1,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.354458124274676, -1.2326111439850813, 1.7508679381904588]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_2,128,2,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.1462964516075487, -1.1784016267150983, 1.73141414001603]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_2,128,3,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.2384968391307833, -1.0997106963372898, 1.7380188703506212]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_2,128,4,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.1869973101402063, -1.1831717028563284, 1.8118782585075524]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_3,128,0,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.260511251683217, -1.1364048534174847, 2.0741428501505945]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_3,128,1,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.1210798384615972, -1.1568572682170646, 2.000960098401473]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_3,128,2,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.1131472484733436, -1.2565707428785857, 2.1350323184614175]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_3,128,3,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.1507322093852388, -1.232294227582262, 2.051534306417951]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@CPz,native16,skew_0.7_class_3,128,4,"[-1.2100329889439099, -1.3410426061736191, 1.8496889835608226]","[-1.1647975718552033, -1.2642298118239959, 2.0679597978061017]","[-1.3720204927172988, -1.1974443321346002, 1.9475733943525393]",False
c6,native16@Cz,native16,random,32,0,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.6110862568133317, -1.453469006709636, 2.0536930793210026]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,random,32,1,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.4836142813255133, -1.2959219172743741, 1.8261787539758967]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,random,32,2,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.5184684206651085, -1.788290209005426, 1.986431529890975]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,random,32,3,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.0392933667037656, -1.7226373933177386, 1.8847841229022804]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,random,32,4,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.379721772585593, -1.822534528756396, 1.7637557917023747]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,balanced,128,0,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.5475786258085895, -1.61595169797352, 2.110520946217472]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,balanced,128,1,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.4326527086369303, -1.825358315497068, 1.8857307692282104]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,balanced,128,2,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.4570294654964102, -1.722599885092877, 2.0401293151159208]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,balanced,128,3,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.3344738099691724, -1.7062784452302577, 1.9581306182673206]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,balanced,128,4,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.412206096884182, -1.6613599404800106, 1.8608245739485698]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_0,128,0,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-2.0505711680139074, -1.264029771773786, 1.9702660032969899]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_0,128,1,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-2.0059319247920935, -1.0881725693197857, 1.9156242790598774]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_0,128,2,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-2.1225759380513245, -1.0505369186482527, 1.9408292335884962]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_0,128,3,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-2.0464943186037057, -1.1045065637412095, 1.966907935704817]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_0,128,4,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-2.182803404451167, -1.136563690779355, 1.9780373673794458]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_1,128,0,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.0489759463941344, -2.264640007096063, 1.9494583366155518]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_1,128,1,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.075915532863245, -2.2389899274565117, 1.9855571607787939]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_1,128,2,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-0.9817010741749957, -2.170393044119792, 1.9761368979169798]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_1,128,3,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-0.9038006357414751, -2.1866208101554117, 1.88075638831405]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_1,128,4,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.076939773450159, -2.2088201487258963, 1.9397593806452293]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_2,128,0,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.361866676912381, -1.7139998318860998, 1.7687881836183443]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_2,128,1,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.4697015897983408, -1.6545495519086466, 1.7863761686186777]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_2,128,2,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.2662192654454718, -1.6410908505047728, 1.7059704864629515]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_2,128,3,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.3775127214859544, -1.4985400585717652, 1.7460912534331572]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_2,128,4,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.3099074056936049, -1.6331521414219534, 1.8002284246593079]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_3,128,0,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.3396253480294937, -1.4615154306474756, 2.0547106070836727]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_3,128,1,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.2680842831134083, -1.4852088944739685, 2.032044047418604]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_3,128,2,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.2506769645182545, -1.6406643980366464, 2.145851483683517]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_3,128,3,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.2634731465263271, -1.577339855839211, 2.0712067906563436]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@Cz,native16,skew_0.7_class_3,128,4,"[-1.3720219045295285, -1.4166208154819768, 1.8785499718029819]","[-1.2103290651342575, -1.6650872189580064, 2.027375431102833]","[-1.4306019718662335, -1.6257486904517406, 1.9410563841357629]",False
c6,native16@FC1,native16,random,32,0,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.5742691481900979, -1.59764569192016, 2.0467316093167414]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,random,32,1,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.365249017800577, -1.4206310985748654, 1.8273786165228623]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,random,32,2,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.428511955306088, -1.855681233507137, 1.9501893716884693]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,random,32,3,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-0.8154358388943681, -1.9473766216205284, 1.8262728252205096]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,random,32,4,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.2632395905885134, -1.9614023198056496, 1.9055309991329967]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,balanced,128,0,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.422178749139564, -1.7876415192529413, 2.089173934557627]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,balanced,128,1,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.3470253794987517, -1.925372914788389, 1.9263166867841415]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,balanced,128,2,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.325435705999095, -1.8746844845772588, 2.033730605178712]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,balanced,128,3,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.2226054247803602, -1.9059494448190724, 1.9814296032905632]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,balanced,128,4,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.3484511048988008, -1.7923049135931783, 1.8413077474871904]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_0,128,0,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.9570692722481835, -1.3756123904001283, 2.0207153345418036]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_0,128,1,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.8389663086517045, -1.2790583895427783, 1.96027459046977]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_0,128,2,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-2.0175451428733915, -1.1948376806432568, 1.9982264487558004]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_0,128,3,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.8991217376184448, -1.3027423234572366, 1.9966623613635215]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_0,128,4,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-2.0359348575003966, -1.2909731527607125, 1.9751842764293763]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_1,128,0,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-0.9560324452415272, -2.3154358223814677, 1.9327989483625534]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_1,128,1,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-0.9546957914525315, -2.2930276047189593, 1.9331169316686037]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_1,128,2,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-0.876954836181679, -2.2521105337138283, 1.9272463413438625]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_1,128,3,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-0.8400646531727942, -2.292728643201697, 1.9160982049416049]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_1,128,4,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-0.9813566190487921, -2.2870401435224705, 1.8987412010471376]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_2,128,0,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.1853380727234921, -1.8538085538106346, 1.7524510661757347]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_2,128,1,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.2957975210195027, -1.7690735006092975, 1.8125762775126957]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_2,128,2,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.1420352552866055, -1.7774570034241948, 1.7445831199662318]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_2,128,3,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.2560436697791457, -1.6279110211348082, 1.7475203801205503]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_2,128,4,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.1496632185720228, -1.7617815095951284, 1.8116196013713461]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_3,128,0,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.1996405890549402, -1.6157166928161915, 2.0180189127373125]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_3,128,1,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.0997923617244032, -1.640173962275586, 1.9452684404365597]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_3,128,2,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.0682216460021416, -1.8098860556850989, 2.031721678988862]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_3,128,3,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.0837500621012361, -1.7680125009328533, 2.0085885112367854]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC1,native16,skew_0.7_class_3,128,4,"[-1.109629028534945, -1.7772572473921828, 1.843515294077706]","[-1.0529479091565064, -1.819460341154501, 1.9627087132593424]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",False
c6,native16@FC2,native16,random,32,0,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.5119190875264144, -1.3747274168862207, 2.4805714373905143]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,random,32,1,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.275250117173662, -1.2246749633998055, 2.1784130048517203]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,random,32,2,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.290466829338559, -1.6521160322178117, 2.3962256297201203]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,random,32,3,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-1.9039182881683194, -1.6505860431302435, 2.2731015314457217]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,random,32,4,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.129813573747289, -1.8402188768349745, 2.2237369066342483]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,balanced,128,0,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.3214001785701184, -1.5182352499528353, 2.438843676170712]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,balanced,128,1,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.0795541486441924, -1.72942813631771, 2.2135500460489768]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,balanced,128,2,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.235391267505106, -1.6418304868077316, 2.389298473228717]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,balanced,128,3,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.156682289780025, -1.5602552197133546, 2.351253935223017]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,balanced,128,4,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.1124535949302605, -1.6833055485596136, 2.257628023513557]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_0,128,0,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.7895721349248026, -1.204684963083636, 2.3265934061527926]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_0,128,1,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.7923171242104394, -0.9720241514416746, 2.309410119701826]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_0,128,2,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.873252200459977, -0.9511534318345876, 2.3197650614521623]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_0,128,3,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.7961391432405778, -1.0697803289162728, 2.358129162932592]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_0,128,4,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.8812965172998832, -1.1131301335255956, 2.3094044106264255]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_1,128,0,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-1.8318968108750615, -2.145604054699014, 2.3757104015752355]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_1,128,1,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-1.7499638193008769, -2.179112871549973, 2.3787290325871924]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_1,128,2,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-1.72320049946977, -2.057097636745546, 2.3666117573083403]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_1,128,3,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-1.6122830906518315, -2.0969399756927447, 2.2837902355700326]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_1,128,4,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-1.763476938303474, -2.118650724785053, 2.3082863082357603]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_2,128,0,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.0932448533533266, -1.6143207449998118, 2.112880330082967]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_2,128,1,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.149737411561927, -1.5709722691214352, 2.1121184866750267]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_2,128,2,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.025452543754453, -1.5715246637106433, 2.0599275047788517]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_2,128,3,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.1976409795658847, -1.4556293591430527, 2.121830906217292]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_2,128,4,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.0756945278093535, -1.5891802839492588, 2.188901617819688]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_3,128,0,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.1089114652110443, -1.3982406377344476, 2.4323615876776308]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_3,128,1,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.0985330673790346, -1.3837973801979124, 2.417454115108797]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_3,128,2,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.061727000791959, -1.559452580232555, 2.505478650067433]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_3,128,3,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.130761569944037, -1.4877670441207616, 2.4500984720035364]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC2,native16,skew_0.7_class_3,128,4,"[-1.7503836231219025, -1.2705362999253107, 2.0031618925345516]","[-2.0947977102188364, -1.5525037197526084, 2.4707659951605607]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",False
c6,native16@FC3,native16,random,32,0,"[-0.7576568849733281, -1.970741303626655, 1.6767481469106589]","[-0.23101973708375761, -1.4940325747450907, 1.0785534782011448]","[-0.09014561658646833, -1.7345888686001223, 1.169550182681599]",False
c6,native16@FC3,native16,random,32,1,"[-0.7576568849733281, -1.970741303626655, 1.6767481469106589]","[-0.06060544835048526, -1.6823834645121662, 1.0630381611471138]","[-0.09014561658646833, -1.7345888686001223, 1.169550182681599]",False
c6,native16@FC3,native16,random,32,2,"[-0.7576568849733281, -1.970741303626655, 1.6767481469106589]","[-0.14875822862953306, -1.7846241391367264, 1.1749996443140456]","[-0.09014561658646833, -1.7345888686001223, 1.169550182681599]",False
c6,native16@FC3,native16,random,32,3,"[-0.7576568849733281, -1.970741303626655, 1.6767481469106589]","[0.0061476762041814395, -1.8190483726472988, 1.2537782842142449]","[-0.09014561658646833, -1.7345888686001223, 1.169550182681599]",False
