condition,batch_size,repeat,stress_construction_uses_labels,target_view,montage,held_out_reference,method,target_reference_labels_used,target_unlabeled_logits_used,prior_match_weight,accuracy,balanced_accuracy,nll,ece_15,worst_class_recall,car_anchor_balanced_accuracy,target_bias_rmse,max_class_recall_gap_to_car,mean_class_recall_gap_to_car
skew_0.7_class_3,128,11,True,native32@FC3,native32,fc3,uniform_prior_match,False,True,,0.4808153477218225,0.4804175293305728,1.398071164486755,0.2128370898017491,0.3761904761904762,0.5027087646652865,0.3846560757661578,0.1238095238095238,0.0706004140786749
skew_0.7_class_3,128,11,True,native32@FC3,native32,fc3,fixed_topology_shrinkage,False,True,0.7234767891875995,0.4844124700239808,0.4839889579020013,1.3899186497619604,0.2081550197027673,0.3857142857142857,0.5027087646652865,0.3217288344702635,0.1142857142857142,0.0670289855072463
skew_0.7_class_3,128,11,True,native32@FC3,native32,fc3,operator_confusion_shrinkage,False,True,0.7234767891875995,0.4856115107913669,0.4850069013112491,1.3943927067358242,0.2112678193051886,0.3816425120772946,0.5027087646652865,0.2818759156129615,0.0999999999999999,0.0442719116632159
skew_0.7_class_3,128,11,True,native32@FC4,native32,fc4,uniform_prior_match,False,True,,0.5155875299760192,0.5152864044168393,1.4046420935974615,0.1865590824472294,0.4047619047619047,0.5027087646652865,0.5036965764136897,0.178743961352657,0.0816252587991718
skew_0.7_class_3,128,11,True,native32@FC4,native32,fc4,fixed_topology_shrinkage,False,True,0.7461214183783947,0.513189448441247,0.5127501725327812,1.3952943718197368,0.1890222290059256,0.4347826086956521,0.5027087646652865,0.3648588241440226,0.1400966183574879,0.0624223602484471
skew_0.7_class_3,128,11,True,native32@FC4,native32,fc4,operator_confusion_shrinkage,False,True,0.7461214183783947,0.5035971223021583,0.5029503105590062,1.398493777421819,0.2071582736466743,0.4009661835748792,0.5027087646652865,0.2542021264017921,0.072463768115942,0.0359903381642512
skew_0.7_class_3,128,11,True,native32@FC5,native32,fc5,uniform_prior_match,False,True,,0.4748201438848921,0.4747929606625259,1.341624208395343,0.1653644185845353,0.3142857142857143,0.5027087646652865,0.536933323603878,0.1857142857142857,0.119703243616287
skew_0.7_class_3,128,11,True,native32@FC5,native32,fc5,fixed_topology_shrinkage,False,True,0.7409843315348956,0.4796163069544364,0.4795031055900621,1.3357533262502297,0.1615010672616399,0.3238095238095238,0.5027087646652865,0.3755957863778794,0.1761904761904761,0.1077467218771566
skew_0.7_class_3,128,11,True,native32@FC5,native32,fc5,operator_confusion_shrinkage,False,True,0.7409843315348956,0.4796163069544364,0.4792615596963423,1.3385451565799122,0.1576546283069877,0.3666666666666666,0.5027087646652865,0.2794746072830718,0.1333333333333333,0.0741718426501035
skew_0.7_class_3,128,11,True,native32@FC6,native32,fc6,uniform_prior_match,False,True,,0.4964028776978417,0.4954968944099379,1.3170794171249238,0.1649431502732646,0.323671497584541,0.5027087646652865,0.1085920163560623,0.0904761904761904,0.047688060731539
