probe_seed,reference_seed,defense,test_view,subject_id,n_trials,accuracy,balanced_accuracy,macro_f1,macro_auroc_ovr,balanced_accuracy_gap_from_car
7,7,none,car,90,90,0.7,0.7020750988142292,0.6994970691288334,0.9058074397831812,0.0
7,7,none,car,91,90,0.6333333333333333,0.6368577075098815,0.6412515664160401,0.8304034639636044,0.0
7,7,none,car,92,114,0.6491228070175439,0.6462962962962963,0.6456916301523512,0.8864509213647144,0.0
7,7,none,car,93,90,0.6555555555555556,0.6551383399209486,0.6580722082168847,0.883220493672072,0.0
7,7,none,car,94,90,0.6555555555555556,0.6595849802371541,0.6629643962848297,0.8948537219737167,0.0
7,7,none,car,95,90,0.6333333333333333,0.6299407114624506,0.6294716536276926,0.8660664866206054,0.0
7,7,none,car,96,90,0.7333333333333333,0.739942123094297,0.7236322501028384,0.9336617764866945,0.0
7,7,none,car,97,90,0.6,0.6017786561264822,0.5986513486513486,0.7955136474683082,0.0
7,7,none,car,98,90,0.5666666666666667,0.5659526162243553,0.5744520030234316,0.7871472922295775,0.0
7,7,none,car,99,90,0.3888888888888889,0.39008093355919443,0.39808289536550406,0.6351484182300926,0.0
7,7,none,car,100,72,0.625,0.625,0.6198479391756703,0.8364197530864197,0.0
7,7,none,car,101,90,0.7111111111111111,0.7138328157349896,0.6901317904210864,0.9712144463905161,0.0
7,7,none,car,102,90,0.6555555555555556,0.6546442687747035,0.6566309842402616,0.8862700491381733,0.0
7,7,none,car,103,90,0.6111111111111112,0.6131422924901185,0.604978354978355,0.8781729648086006,0.0
7,7,none,car,104,87,0.6436781609195402,0.6441511387163561,0.643095760828319,0.852040105878421,0.0
7,7,none,car,105,90,0.6555555555555556,0.6552853849049501,0.6759221270743426,0.9224791263771157,0.0
7,7,none,car,106,90,0.45555555555555555,0.4533632128740825,0.44143283252319926,0.7107942079551424,0.0
7,7,none,car,107,90,0.45555555555555555,0.45558653303218516,0.3925056627352964,0.7583209206194425,0.0
7,7,none,car,108,90,0.7111111111111111,0.7075098814229249,0.6961039057532827,0.9048705915319936,0.0
7,7,none,car,109,90,0.4666666666666667,0.4688735177865613,0.462860310421286,0.7291483757682177,0.0
7,7,none,sparse32@car,90,90,0.25555555555555554,0.25,0.10176991150442478,0.6228345889709785,0.45207509881422925
7,7,none,sparse32@car,91,90,0.25555555555555554,0.25,0.10176991150442478,0.7024907649036842,0.38685770750988147
7,7,none,sparse32@car,92,114,0.23684210526315788,0.25,0.09574468085106383,0.6769700632487989,0.39629629629629626
7,7,none,sparse32@car,93,90,0.24444444444444444,0.25,0.09821428571428571,0.8176857950424581,0.4051383399209486
7,7,none,sparse32@car,94,90,0.25555555555555554,0.25,0.10176991150442478,0.7481160013117394,0.40958498023715406
7,7,none,sparse32@car,95,90,0.25555555555555554,0.25,0.10176991150442478,0.7013098090690468,0.37994071146245056
7,7,none,sparse32@car,96,90,0.26666666666666666,0.25,0.10526315789473684,0.6996330323518313,0.48994212309429697
7,7,none,sparse32@car,97,90,0.24444444444444444,0.25,0.09821428571428571,0.56775096992369,0.3517786561264822
7,7,none,sparse32@car,98,90,0.26666666666666666,0.25,0.10526315789473684,0.6534759810999695,0.31595261622435533
7,7,none,sparse32@car,99,90,0.26666666666666666,0.25,0.10526315789473684,0.523569743660546,0.14008093355919443
7,7,none,sparse32@car,100,72,0.25,0.25,0.1,0.631687242798354,0.375
7,7,none,sparse32@car,101,90,0.23333333333333334,0.25,0.0945945945945946,0.5721693691684291,0.4638328157349896
7,7,none,sparse32@car,102,90,0.24444444444444444,0.25,0.09821428571428571,0.808030152654537,0.4046442687747035
7,7,none,sparse32@car,103,90,0.25555555555555554,0.25,0.10267857142857142,0.6940852656619253,0.36314229249011853
7,7,none,sparse32@car,104,87,0.26436781609195403,0.25,0.10454545454545454,0.7373063417560699,0.3941511387163561
7,7,none,sparse32@car,105,90,0.23333333333333334,0.25,0.0945945945945946,0.7317923995006532,0.40528538490495014
