target_view,montage,held_out_reference,method,class_index,class_name,car_recall,target_recall,absolute_recall_gap
native16@C1,native16,c1,combined_ridge,1,right_fist,0.34299516908212563,0.4057971014492754,0.06280193236714976
native16@C1,native16,c1,combined_ridge,2,both_fists,0.4857142857142857,0.42857142857142855,0.05714285714285716
native16@C1,native16,c1,combined_ridge,3,both_feet,0.4106280193236715,0.4251207729468599,0.014492753623188415
native16@C1,native16,c1,oracle,0,left_fist,0.4523809523809524,0.4095238095238095,0.04285714285714287
native16@C1,native16,c1,oracle,1,right_fist,0.34299516908212563,0.40096618357487923,0.0579710144927536
native16@C1,native16,c1,oracle,2,both_fists,0.4857142857142857,0.43333333333333335,0.05238095238095236
native16@C1,native16,c1,oracle,3,both_feet,0.4106280193236715,0.4492753623188406,0.03864734299516909
native16@C2,native16,c2,identity,0,left_fist,0.7904761904761904,0.8761904761904762,0.08571428571428574
native16@C2,native16,c2,identity,1,right_fist,0.6135265700483091,0.463768115942029,0.14975845410628014
native16@C2,native16,c2,identity,2,both_fists,0.004761904761904762,0.004761904761904762,0.0
native16@C2,native16,c2,identity,3,both_feet,0.01932367149758454,0.09178743961352658,0.07246376811594203
native16@C2,native16,c2,global_mean,0,left_fist,0.4523809523809524,0.719047619047619,0.26666666666666666
native16@C2,native16,c2,global_mean,1,right_fist,0.34299516908212563,0.47342995169082125,0.13043478260869562
native16@C2,native16,c2,global_mean,2,both_fists,0.4857142857142857,0.24761904761904763,0.23809523809523808
native16@C2,native16,c2,global_mean,3,both_feet,0.4106280193236715,0.14492753623188406,0.2657004830917874
native16@C2,native16,c2,pooled_bias,0,left_fist,0.4523809523809524,0.6666666666666666,0.21428571428571425
native16@C2,native16,c2,pooled_bias,1,right_fist,0.34299516908212563,0.45410628019323673,0.1111111111111111
native16@C2,native16,c2,pooled_bias,2,both_fists,0.4857142857142857,0.30952380952380953,0.17619047619047618
native16@C2,native16,c2,pooled_bias,3,both_feet,0.4106280193236715,0.14492753623188406,0.2657004830917874
native16@C2,native16,c2,topology_ridge,0,left_fist,0.4523809523809524,0.5142857142857142,0.06190476190476185
native16@C2,native16,c2,topology_ridge,1,right_fist,0.34299516908212563,0.38164251207729466,0.03864734299516903
native16@C2,native16,c2,topology_ridge,2,both_fists,0.4857142857142857,0.38571428571428573,0.09999999999999998
native16@C2,native16,c2,topology_ridge,3,both_feet,0.4106280193236715,0.3333333333333333,0.07729468599033817
native16@C2,native16,c2,logit_ridge,0,left_fist,0.4523809523809524,0.43333333333333335,0.019047619047619035
native16@C2,native16,c2,logit_ridge,1,right_fist,0.34299516908212563,0.2898550724637681,0.0531400966183575
native16@C2,native16,c2,logit_ridge,2,both_fists,0.4857142857142857,0.44285714285714284,0.04285714285714287
native16@C2,native16,c2,logit_ridge,3,both_feet,0.4106280193236715,0.41545893719806765,0.004830917874396157
native16@C2,native16,c2,combined_ridge,0,left_fist,0.4523809523809524,0.43333333333333335,0.019047619047619035
native16@C2,native16,c2,combined_ridge,1,right_fist,0.34299516908212563,0.2946859903381642,0.0483091787439614
native16@C2,native16,c2,combined_ridge,2,both_fists,0.4857142857142857,0.41904761904761906,0.06666666666666665
native16@C2,native16,c2,combined_ridge,3,both_feet,0.4106280193236715,0.4106280193236715,0.0
native16@C2,native16,c2,oracle,0,left_fist,0.4523809523809524,0.41904761904761906,0.033333333333333326
native16@C2,native16,c2,oracle,1,right_fist,0.34299516908212563,0.2898550724637681,0.0531400966183575
native16@C2,native16,c2,oracle,2,both_fists,0.4857142857142857,0.4380952380952381,0.047619047619047616
native16@C2,native16,c2,oracle,3,both_feet,0.4106280193236715,0.4492753623188406,0.03864734299516909
native16@C3,native16,c3,identity,0,left_fist,0.7904761904761904,0.5619047619047619,0.22857142857142854
native16@C3,native16,c3,identity,1,right_fist,0.6135265700483091,0.8260869565217391,0.21256038647343
native16@C3,native16,c3,identity,2,both_fists,0.004761904761904762,0.004761904761904762,0.0
native16@C3,native16,c3,identity,3,both_feet,0.01932367149758454,0.06280193236714976,0.043478260869565216
native16@C3,native16,c3,global_mean,0,left_fist,0.4523809523809524,0.35714285714285715,0.09523809523809523
native16@C3,native16,c3,global_mean,1,right_fist,0.34299516908212563,0.6811594202898551,0.33816425120772947
native16@C3,native16,c3,global_mean,2,both_fists,0.4857142857142857,0.3476190476190476,0.1380952380952381
native16@C3,native16,c3,global_mean,3,both_feet,0.4106280193236715,0.16908212560386474,0.24154589371980675
native16@C3,native16,c3,pooled_bias,0,left_fist,0.4523809523809524,0.34285714285714286,0.10952380952380952
native16@C3,native16,c3,pooled_bias,1,right_fist,0.34299516908212563,0.6666666666666666,0.323671497584541
native16@C3,native16,c3,pooled_bias,2,both_fists,0.4857142857142857,0.4095238095238095,0.0761904761904762
native16@C3,native16,c3,pooled_bias,3,both_feet,0.4106280193236715,0.16908212560386474,0.24154589371980675
native16@C3,native16,c3,topology_ridge,0,left_fist,0.4523809523809524,0.41904761904761906,0.033333333333333326
native16@C3,native16,c3,topology_ridge,1,right_fist,0.34299516908212563,0.42028985507246375,0.07729468599033812
native16@C3,native16,c3,topology_ridge,2,both_fists,0.4857142857142857,0.2761904761904762,0.2095238095238095
native16@C3,native16,c3,topology_ridge,3,both_feet,0.4106280193236715,0.45410628019323673,0.043478260869565244
native16@C3,native16,c3,logit_ridge,0,left_fist,0.4523809523809524,0.49047619047619045,0.03809523809523807
native16@C3,native16,c3,logit_ridge,1,right_fist,0.34299516908212563,0.357487922705314,0.01449275362318836
native16@C3,native16,c3,logit_ridge,2,both_fists,0.4857142857142857,0.3523809523809524,0.1333333333333333
native16@C3,native16,c3,logit_ridge,3,both_feet,0.4106280193236715,0.36231884057971014,0.048309178743961345
native16@C3,native16,c3,combined_ridge,0,left_fist,0.4523809523809524,0.4857142857142857,0.033333333333333326
native16@C3,native16,c3,combined_ridge,1,right_fist,0.34299516908212563,0.3719806763285024,0.028985507246376774
native16@C3,native16,c3,combined_ridge,2,both_fists,0.4857142857142857,0.32857142857142857,0.15714285714285714
native16@C3,native16,c3,combined_ridge,3,both_feet,0.4106280193236715,0.3719806763285024,0.03864734299516909
native16@C3,native16,c3,oracle,0,left_fist,0.4523809523809524,0.5,0.047619047619047616
native16@C3,native16,c3,oracle,1,right_fist,0.34299516908212563,0.391304347826087,0.048309178743961345
native16@C3,native16,c3,oracle,2,both_fists,0.4857142857142857,0.3523809523809524,0.1333333333333333
native16@C3,native16,c3,oracle,3,both_feet,0.4106280193236715,0.33816425120772947,0.07246376811594202
native16@C4,native16,c4,identity,0,left_fist,0.7904761904761904,0.9476190476190476,0.15714285714285714
native16@C4,native16,c4,identity,1,right_fist,0.6135265700483091,0.2318840579710145,0.3816425120772946
native16@C4,native16,c4,identity,2,both_fists,0.004761904761904762,0.004761904761904762,0.0
native16@C4,native16,c4,identity,3,both_feet,0.01932367149758454,0.05314009661835749,0.033816425120772944
native16@C4,native16,c4,global_mean,0,left_fist,0.4523809523809524,0.8142857142857143,0.3619047619047619
native16@C4,native16,c4,global_mean,1,right_fist,0.34299516908212563,0.20772946859903382,0.1352657004830918
native16@C4,native16,c4,global_mean,2,both_fists,0.4857142857142857,0.30952380952380953,0.17619047619047618
native16@C4,native16,c4,global_mean,3,both_feet,0.4106280193236715,0.11594202898550725,0.2946859903381642
native16@C4,native16,c4,pooled_bias,0,left_fist,0.4523809523809524,0.8047619047619048,0.3523809523809524
native16@C4,native16,c4,pooled_bias,1,right_fist,0.34299516908212563,0.20772946859903382,0.1352657004830918
native16@C4,native16,c4,pooled_bias,2,both_fists,0.4857142857142857,0.3476190476190476,0.1380952380952381
native16@C4,native16,c4,pooled_bias,3,both_feet,0.4106280193236715,0.12077294685990338,0.2898550724637681
native16@C4,native16,c4,topology_ridge,0,left_fist,0.4523809523809524,0.5523809523809524,0.10000000000000003
native16@C4,native16,c4,topology_ridge,1,right_fist,0.34299516908212563,0.2028985507246377,0.14009661835748793
native16@C4,native16,c4,topology_ridge,2,both_fists,0.4857142857142857,0.44285714285714284,0.04285714285714287
native16@C4,native16,c4,topology_ridge,3,both_feet,0.4106280193236715,0.3671497584541063,0.04347826086956519
native16@C4,native16,c4,logit_ridge,0,left_fist,0.4523809523809524,0.4523809523809524,0.0
native16@C4,native16,c4,logit_ridge,1,right_fist,0.34299516908212563,0.2946859903381642,0.0483091787439614
native16@C4,native16,c4,logit_ridge,2,both_fists,0.4857142857142857,0.44285714285714284,0.04285714285714287
native16@C4,native16,c4,logit_ridge,3,both_feet,0.4106280193236715,0.4444444444444444,0.03381642512077293
native16@C4,native16,c4,combined_ridge,0,left_fist,0.4523809523809524,0.4714285714285714,0.019047619047619035
native16@C4,native16,c4,combined_ridge,1,right_fist,0.34299516908212563,0.28019323671497587,0.06280193236714976
native16@C4,native16,c4,combined_ridge,2,both_fists,0.4857142857142857,0.44285714285714284,0.04285714285714287
native16@C4,native16,c4,combined_ridge,3,both_feet,0.4106280193236715,0.4444444444444444,0.03381642512077293
native16@C4,native16,c4,oracle,0,left_fist,0.4523809523809524,0.47619047619047616,0.02380952380952378
native16@C4,native16,c4,oracle,1,right_fist,0.34299516908212563,0.2898550724637681,0.0531400966183575
native16@C4,native16,c4,oracle,2,both_fists,0.4857142857142857,0.42857142857142855,0.05714285714285716
native16@C4,native16,c4,oracle,3,both_feet,0.4106280193236715,0.41545893719806765,0.004830917874396157
native16@CP1,native16,cp1,identity,0,left_fist,0.7904761904761904,0.6,0.19047619047619047
native16@CP1,native16,cp1,identity,1,right_fist,0.6135265700483091,0.7246376811594203,0.11111111111111116
native16@CP1,native16,cp1,identity,2,both_fists,0.004761904761904762,0.03333333333333333,0.02857142857142857
native16@CP1,native16,cp1,identity,3,both_feet,0.01932367149758454,0.14009661835748793,0.12077294685990339
native16@CP1,native16,cp1,global_mean,0,left_fist,0.4523809523809524,0.38571428571428573,0.06666666666666665
native16@CP1,native16,cp1,global_mean,1,right_fist,0.34299516908212563,0.5410628019323671,0.19806763285024148
native16@CP1,native16,cp1,global_mean,2,both_fists,0.4857142857142857,0.48095238095238096,0.004761904761904745
native16@CP1,native16,cp1,global_mean,3,both_feet,0.4106280193236715,0.21739130434782608,0.1932367149758454
native16@CP1,native16,cp1,pooled_bias,0,left_fist,0.4523809523809524,0.35714285714285715,0.09523809523809523
native16@CP1,native16,cp1,pooled_bias,1,right_fist,0.34299516908212563,0.5265700483091788,0.18357487922705312
native16@CP1,native16,cp1,pooled_bias,2,both_fists,0.4857142857142857,0.5238095238095238,0.038095238095238126
native16@CP1,native16,cp1,pooled_bias,3,both_feet,0.4106280193236715,0.22705314009661837,0.18357487922705312
native16@CP1,native16,cp1,topology_ridge,0,left_fist,0.4523809523809524,0.38571428571428573,0.06666666666666665
native16@CP1,native16,cp1,topology_ridge,1,right_fist,0.34299516908212563,0.3961352657004831,0.053140096618357446
native16@CP1,native16,cp1,topology_ridge,2,both_fists,0.4857142857142857,0.5571428571428572,0.07142857142857145
native16@CP1,native16,cp1,topology_ridge,3,both_feet,0.4106280193236715,0.33816425120772947,0.07246376811594202
native16@CP1,native16,cp1,logit_ridge,0,left_fist,0.4523809523809524,0.42857142857142855,0.023809523809523836
native16@CP1,native16,cp1,logit_ridge,1,right_fist,0.34299516908212563,0.357487922705314,0.01449275362318836
native16@CP1,native16,cp1,logit_ridge,2,both_fists,0.4857142857142857,0.5238095238095238,0.038095238095238126
native16@CP1,native16,cp1,logit_ridge,3,both_feet,0.4106280193236715,0.33816425120772947,0.07246376811594202
native16@CP1,native16,cp1,combined_ridge,0,left_fist,0.4523809523809524,0.42857142857142855,0.023809523809523836
native16@CP1,native16,cp1,combined_ridge,1,right_fist,0.34299516908212563,0.3671497584541063,0.024154589371980673
native16@CP1,native16,cp1,combined_ridge,2,both_fists,0.4857142857142857,0.5333333333333333,0.047619047619047616
native16@CP1,native16,cp1,combined_ridge,3,both_feet,0.4106280193236715,0.33816425120772947,0.07246376811594202
native16@CP1,native16,cp1,oracle,0,left_fist,0.4523809523809524,0.42857142857142855,0.023809523809523836
native16@CP1,native16,cp1,oracle,1,right_fist,0.34299516908212563,0.36231884057971014,0.019323671497584516
native16@CP1,native16,cp1,oracle,2,both_fists,0.4857142857142857,0.5190476190476191,0.03333333333333338
native16@CP1,native16,cp1,oracle,3,both_feet,0.4106280193236715,0.36231884057971014,0.048309178743961345
native16@CP2,native16,cp2,identity,0,left_fist,0.7904761904761904,0.8714285714285714,0.080952380952381
native16@CP2,native16,cp2,identity,1,right_fist,0.6135265700483091,0.4830917874396135,0.13043478260869562
native16@CP2,native16,cp2,identity,2,both_fists,0.004761904761904762,0.004761904761904762,0.0
native16@CP2,native16,cp2,identity,3,both_feet,0.01932367149758454,0.0966183574879227,0.07729468599033816
native16@CP2,native16,cp2,global_mean,0,left_fist,0.4523809523809524,0.6666666666666666,0.21428571428571425
native16@CP2,native16,cp2,global_mean,1,right_fist,0.34299516908212563,0.41545893719806765,0.07246376811594202
native16@CP2,native16,cp2,global_mean,2,both_fists,0.4857142857142857,0.38095238095238093,0.10476190476190478
native16@CP2,native16,cp2,global_mean,3,both_feet,0.4106280193236715,0.22705314009661837,0.18357487922705312
native16@CP2,native16,cp2,pooled_bias,0,left_fist,0.4523809523809524,0.638095238095238,0.18571428571428567
native16@CP2,native16,cp2,pooled_bias,1,right_fist,0.34299516908212563,0.3961352657004831,0.053140096618357446
native16@CP2,native16,cp2,pooled_bias,2,both_fists,0.4857142857142857,0.40476190476190477,0.08095238095238094
native16@CP2,native16,cp2,pooled_bias,3,both_feet,0.4106280193236715,0.23671497584541062,0.17391304347826086
native16@CP2,native16,cp2,topology_ridge,0,left_fist,0.4523809523809524,0.5047619047619047,0.05238095238095236
native16@CP2,native16,cp2,topology_ridge,1,right_fist,0.34299516908212563,0.3526570048309179,0.009661835748792258
native16@CP2,native16,cp2,topology_ridge,2,both_fists,0.4857142857142857,0.44285714285714284,0.04285714285714287
native16@CP2,native16,cp2,topology_ridge,3,both_feet,0.4106280193236715,0.357487922705314,0.0531400966183575
native16@CP2,native16,cp2,logit_ridge,0,left_fist,0.4523809523809524,0.49047619047619045,0.03809523809523807
native16@CP2,native16,cp2,logit_ridge,1,right_fist,0.34299516908212563,0.3333333333333333,0.009661835748792313
native16@CP2,native16,cp2,logit_ridge,2,both_fists,0.4857142857142857,0.46190476190476193,0.02380952380952378
native16@CP2,native16,cp2,logit_ridge,3,both_feet,0.4106280193236715,0.4106280193236715,0.0
native16@CP2,native16,cp2,combined_ridge,0,left_fist,0.4523809523809524,0.49047619047619045,0.03809523809523807
native16@CP2,native16,cp2,combined_ridge,1,right_fist,0.34299516908212563,0.34782608695652173,0.004830917874396101
native16@CP2,native16,cp2,combined_ridge,2,both_fists,0.4857142857142857,0.44285714285714284,0.04285714285714287
native16@CP2,native16,cp2,combined_ridge,3,both_feet,0.4106280193236715,0.4057971014492754,0.004830917874396101
native16@CP2,native16,cp2,oracle,0,left_fist,0.4523809523809524,0.49047619047619045,0.03809523809523807
native16@CP2,native16,cp2,oracle,1,right_fist,0.34299516908212563,0.3285024154589372,0.014492753623188415
native16@CP2,native16,cp2,oracle,2,both_fists,0.4857142857142857,0.44285714285714284,0.04285714285714287
native16@CP2,native16,cp2,oracle,3,both_feet,0.4106280193236715,0.41545893719806765,0.004830917874396157
native16@CP3,native16,cp3,identity,0,left_fist,0.7904761904761904,0.5285714285714286,0.26190476190476186
native16@CP3,native16,cp3,identity,1,right_fist,0.6135265700483091,0.8454106280193237,0.23188405797101452
native16@CP3,native16,cp3,identity,2,both_fists,0.004761904761904762,0.0380952380952381,0.03333333333333334
native16@CP3,native16,cp3,identity,3,both_feet,0.01932367149758454,0.043478260869565216,0.024154589371980676
native16@CP3,native16,cp3,global_mean,0,left_fist,0.4523809523809524,0.2904761904761905,0.16190476190476188
native16@CP3,native16,cp3,global_mean,1,right_fist,0.34299516908212563,0.6231884057971014,0.2801932367149758
native16@CP3,native16,cp3,global_mean,2,both_fists,0.4857142857142857,0.5428571428571428,0.057142857142857106
native16@CP3,native16,cp3,global_mean,3,both_feet,0.4106280193236715,0.04830917874396135,0.36231884057971014
native16@CP3,native16,cp3,pooled_bias,0,left_fist,0.4523809523809524,0.2857142857142857,0.16666666666666669
native16@CP3,native16,cp3,pooled_bias,1,right_fist,0.34299516908212563,0.5797101449275363,0.23671497584541062
native16@CP3,native16,cp3,pooled_bias,2,both_fists,0.4857142857142857,0.5666666666666667,0.08095238095238094
native16@CP3,native16,cp3,pooled_bias,3,both_feet,0.4106280193236715,0.04830917874396135,0.36231884057971014
native16@CP3,native16,cp3,topology_ridge,0,left_fist,0.4523809523809524,0.41904761904761906,0.033333333333333326
native16@CP3,native16,cp3,topology_ridge,1,right_fist,0.34299516908212563,0.4396135265700483,0.09661835748792269
native16@CP3,native16,cp3,topology_ridge,2,both_fists,0.4857142857142857,0.5428571428571428,0.057142857142857106
native16@CP3,native16,cp3,topology_ridge,3,both_feet,0.4106280193236715,0.2463768115942029,0.16425120772946858
native16@CP3,native16,cp3,logit_ridge,0,left_fist,0.4523809523809524,0.5095238095238095,0.057142857142857106
native16@CP3,native16,cp3,logit_ridge,1,right_fist,0.34299516908212563,0.37681159420289856,0.03381642512077293
native16@CP3,native16,cp3,logit_ridge,2,both_fists,0.4857142857142857,0.44285714285714284,0.04285714285714287
native16@CP3,native16,cp3,logit_ridge,3,both_feet,0.4106280193236715,0.28019323671497587,0.13043478260869562
native16@CP3,native16,cp3,combined_ridge,0,left_fist,0.4523809523809524,0.5095238095238095,0.057142857142857106
native16@CP3,native16,cp3,combined_ridge,1,right_fist,0.34299516908212563,0.38164251207729466,0.03864734299516903
native16@CP3,native16,cp3,combined_ridge,2,both_fists,0.4857142857142857,0.44761904761904764,0.03809523809523807
native16@CP3,native16,cp3,combined_ridge,3,both_feet,0.4106280193236715,0.28019323671497587,0.13043478260869562
native16@CP3,native16,cp3,oracle,0,left_fist,0.4523809523809524,0.48095238095238096,0.02857142857142858
native16@CP3,native16,cp3,oracle,1,right_fist,0.34299516908212563,0.3864734299516908,0.04347826086956519
native16@CP3,native16,cp3,oracle,2,both_fists,0.4857142857142857,0.47619047619047616,0.009523809523809545
native16@CP3,native16,cp3,oracle,3,both_feet,0.4106280193236715,0.3188405797101449,0.09178743961352659
native16@CP4,native16,cp4,identity,0,left_fist,0.7904761904761904,0.8952380952380953,0.10476190476190483
native16@CP4,native16,cp4,identity,1,right_fist,0.6135265700483091,0.34299516908212563,0.2705314009661835
native16@CP4,native16,cp4,identity,2,both_fists,0.004761904761904762,0.004761904761904762,0.0
native16@CP4,native16,cp4,identity,3,both_feet,0.01932367149758454,0.07729468599033816,0.05797101449275362
native16@CP4,native16,cp4,global_mean,0,left_fist,0.4523809523809524,0.7238095238095238,0.2714285714285714
native16@CP4,native16,cp4,global_mean,1,right_fist,0.34299516908212563,0.2995169082125604,0.043478260869565244
native16@CP4,native16,cp4,global_mean,2,both_fists,0.4857142857142857,0.2904761904761905,0.1952380952380952
native16@CP4,native16,cp4,global_mean,3,both_feet,0.4106280193236715,0.1932367149758454,0.21739130434782608
native16@CP4,native16,cp4,pooled_bias,0,left_fist,0.4523809523809524,0.7095238095238096,0.2571428571428572
native16@CP4,native16,cp4,pooled_bias,1,right_fist,0.34299516908212563,0.2753623188405797,0.06763285024154592
native16@CP4,native16,cp4,pooled_bias,2,both_fists,0.4857142857142857,0.3142857142857143,0.17142857142857143
native16@CP4,native16,cp4,pooled_bias,3,both_feet,0.4106280193236715,0.2222222222222222,0.18840579710144928
native16@CP4,native16,cp4,topology_ridge,0,left_fist,0.4523809523809524,0.5857142857142857,0.13333333333333336
native16@CP4,native16,cp4,topology_ridge,1,right_fist,0.34299516908212563,0.3140096618357488,0.02898550724637683
native16@CP4,native16,cp4,topology_ridge,2,both_fists,0.4857142857142857,0.44285714285714284,0.04285714285714287
native16@CP4,native16,cp4,topology_ridge,3,both_feet,0.4106280193236715,0.34299516908212563,0.06763285024154586
native16@CP4,native16,cp4,logit_ridge,0,left_fist,0.4523809523809524,0.46190476190476193,0.009523809523809545
native16@CP4,native16,cp4,logit_ridge,1,right_fist,0.34299516908212563,0.32367149758454106,0.01932367149758457
native16@CP4,native16,cp4,logit_ridge,2,both_fists,0.4857142857142857,0.41904761904761906,0.06666666666666665
native16@CP4,native16,cp4,logit_ridge,3,both_feet,0.4106280193236715,0.463768115942029,0.0531400966183575
native16@CP4,native16,cp4,combined_ridge,0,left_fist,0.4523809523809524,0.49047619047619045,0.03809523809523807
native16@CP4,native16,cp4,combined_ridge,1,right_fist,0.34299516908212563,0.3333333333333333,0.009661835748792313
native16@CP4,native16,cp4,combined_ridge,2,both_fists,0.4857142857142857,0.3952380952380952,0.09047619047619049
native16@CP4,native16,cp4,combined_ridge,3,both_feet,0.4106280193236715,0.4492753623188406,0.03864734299516909
native16@CP4,native16,cp4,oracle,0,left_fist,0.4523809523809524,0.5047619047619047,0.05238095238095236
native16@CP4,native16,cp4,oracle,1,right_fist,0.34299516908212563,0.32367149758454106,0.01932367149758457
native16@CP4,native16,cp4,oracle,2,both_fists,0.4857142857142857,0.41904761904761906,0.06666666666666665
native16@CP4,native16,cp4,oracle,3,both_feet,0.4106280193236715,0.43478260869565216,0.024154589371980673
native16@CPz,native16,cpz,identity,0,left_fist,0.7904761904761904,0.7714285714285715,0.01904761904761898
native16@CPz,native16,cpz,identity,1,right_fist,0.6135265700483091,0.5217391304347826,0.09178743961352653
native16@CPz,native16,cpz,identity,2,both_fists,0.004761904761904762,0.01904761904761905,0.014285714285714287
native16@CPz,native16,cpz,identity,3,both_feet,0.01932367149758454,0.07246376811594203,0.05314009661835749
native16@CPz,native16,cpz,global_mean,0,left_fist,0.4523809523809524,0.5619047619047619,0.10952380952380952
native16@CPz,native16,cpz,global_mean,1,right_fist,0.34299516908212563,0.4106280193236715,0.06763285024154586
native16@CPz,native16,cpz,global_mean,2,both_fists,0.4857142857142857,0.4,0.08571428571428569
native16@CPz,native16,cpz,global_mean,3,both_feet,0.4106280193236715,0.2222222222222222,0.18840579710144928
native16@CPz,native16,cpz,pooled_bias,0,left_fist,0.4523809523809524,0.5238095238095238,0.07142857142857145
native16@CPz,native16,cpz,pooled_bias,1,right_fist,0.34299516908212563,0.40096618357487923,0.0579710144927536
native16@CPz,native16,cpz,pooled_bias,2,both_fists,0.4857142857142857,0.44761904761904764,0.03809523809523807
native16@CPz,native16,cpz,pooled_bias,3,both_feet,0.4106280193236715,0.21739130434782608,0.1932367149758454
native16@CPz,native16,cpz,topology_ridge,0,left_fist,0.4523809523809524,0.4714285714285714,0.019047619047619035
native16@CPz,native16,cpz,topology_ridge,1,right_fist,0.34299516908212563,0.28502415458937197,0.05797101449275366
native16@CPz,native16,cpz,topology_ridge,2,both_fists,0.4857142857142857,0.4523809523809524,0.033333333333333326
native16@CPz,native16,cpz,topology_ridge,3,both_feet,0.4106280193236715,0.37681159420289856,0.03381642512077293
native16@CPz,native16,cpz,logit_ridge,0,left_fist,0.4523809523809524,0.4380952380952381,0.01428571428571429
native16@CPz,native16,cpz,logit_ridge,1,right_fist,0.34299516908212563,0.30917874396135264,0.033816425120772986
native16@CPz,native16,cpz,logit_ridge,2,both_fists,0.4857142857142857,0.4714285714285714,0.01428571428571429
native16@CPz,native16,cpz,logit_ridge,3,both_feet,0.4106280193236715,0.3719806763285024,0.03864734299516909
native16@CPz,native16,cpz,combined_ridge,0,left_fist,0.4523809523809524,0.44285714285714284,0.009523809523809545
native16@CPz,native16,cpz,combined_ridge,1,right_fist,0.34299516908212563,0.30917874396135264,0.033816425120772986
native16@CPz,native16,cpz,combined_ridge,2,both_fists,0.4857142857142857,0.46190476190476193,0.02380952380952378
native16@CPz,native16,cpz,combined_ridge,3,both_feet,0.4106280193236715,0.3719806763285024,0.03864734299516909
native16@CPz,native16,cpz,oracle,0,left_fist,0.4523809523809524,0.43333333333333335,0.019047619047619035
native16@CPz,native16,cpz,oracle,1,right_fist,0.34299516908212563,0.2995169082125604,0.043478260869565244
native16@CPz,native16,cpz,oracle,2,both_fists,0.4857142857142857,0.5047619047619047,0.019047619047619035
native16@CPz,native16,cpz,oracle,3,both_feet,0.4106280193236715,0.36231884057971014,0.048309178743961345
native16@Cz,native16,cz,identity,0,left_fist,0.7904761904761904,0.7952380952380952,0.004761904761904745
native16@Cz,native16,cz,identity,1,right_fist,0.6135265700483091,0.5603864734299517,0.05314009661835739
native16@Cz,native16,cz,identity,2,both_fists,0.004761904761904762,0.009523809523809525,0.004761904761904762
native16@Cz,native16,cz,identity,3,both_feet,0.01932367149758454,0.04830917874396135,0.028985507246376812
native16@Cz,native16,cz,global_mean,0,left_fist,0.4523809523809524,0.6,0.1476190476190476
native16@Cz,native16,cz,global_mean,1,right_fist,0.34299516908212563,0.5169082125603864,0.1739130434782608
native16@Cz,native16,cz,global_mean,2,both_fists,0.4857142857142857,0.2523809523809524,0.23333333333333334
native16@Cz,native16,cz,global_mean,3,both_feet,0.4106280193236715,0.14009661835748793,0.27053140096618356
native16@Cz,native16,cz,pooled_bias,0,left_fist,0.4523809523809524,0.5904761904761905,0.1380952380952381
native16@Cz,native16,cz,pooled_bias,1,right_fist,0.34299516908212563,0.5072463768115942,0.1642512077294686
native16@Cz,native16,cz,pooled_bias,2,both_fists,0.4857142857142857,0.3238095238095238,0.16190476190476188
native16@Cz,native16,cz,pooled_bias,3,both_feet,0.4106280193236715,0.14492753623188406,0.2657004830917874
native16@Cz,native16,cz,topology_ridge,0,left_fist,0.4523809523809524,0.44285714285714284,0.009523809523809545
native16@Cz,native16,cz,topology_ridge,1,right_fist,0.34299516908212563,0.3719806763285024,0.028985507246376774
native16@Cz,native16,cz,topology_ridge,2,both_fists,0.4857142857142857,0.4095238095238095,0.0761904761904762
native16@Cz,native16,cz,topology_ridge,3,both_feet,0.4106280193236715,0.391304347826087,0.019323671497584516
native16@Cz,native16,cz,logit_ridge,0,left_fist,0.4523809523809524,0.40476190476190477,0.047619047619047616
native16@Cz,native16,cz,logit_ridge,1,right_fist,0.34299516908212563,0.2995169082125604,0.043478260869565244
native16@Cz,native16,cz,logit_ridge,2,both_fists,0.4857142857142857,0.4142857142857143,0.0714285714285714
native16@Cz,native16,cz,logit_ridge,3,both_feet,0.4106280193236715,0.4492753623188406,0.03864734299516909
native16@Cz,native16,cz,combined_ridge,0,left_fist,0.4523809523809524,0.3952380952380952,0.05714285714285716
native16@Cz,native16,cz,combined_ridge,1,right_fist,0.34299516908212563,0.2995169082125604,0.043478260869565244
native16@Cz,native16,cz,combined_ridge,2,both_fists,0.4857142857142857,0.4238095238095238,0.06190476190476191
native16@Cz,native16,cz,combined_ridge,3,both_feet,0.4106280193236715,0.4492753623188406,0.03864734299516909
native16@Cz,native16,cz,oracle,0,left_fist,0.4523809523809524,0.3952380952380952,0.05714285714285716
native16@Cz,native16,cz,oracle,1,right_fist,0.34299516908212563,0.2995169082125604,0.043478260869565244
native16@Cz,native16,cz,oracle,2,both_fists,0.4857142857142857,0.3952380952380952,0.09047619047619049
native16@Cz,native16,cz,oracle,3,both_feet,0.4106280193236715,0.4492753623188406,0.03864734299516909
native16@FC1,native16,fc1,identity,0,left_fist,0.7904761904761904,0.7380952380952381,0.052380952380952306
native16@FC1,native16,fc1,identity,1,right_fist,0.6135265700483091,0.6714975845410628,0.05797101449275366
native16@FC1,native16,fc1,identity,2,both_fists,0.004761904761904762,0.0,0.004761904761904762
native16@FC1,native16,fc1,identity,3,both_feet,0.01932367149758454,0.043478260869565216,0.024154589371980676
native16@FC1,native16,fc1,global_mean,0,left_fist,0.4523809523809524,0.5523809523809524,0.10000000000000003
native16@FC1,native16,fc1,global_mean,1,right_fist,0.34299516908212563,0.6183574879227053,0.27536231884057966
