target_view,montage,held_out_reference,method,n_bias_fit_subjects,n_evaluation_subjects,n_training_views,target_reference_labels_used,target_bias_rmse,car_anchor_balanced_accuracy,max_class_recall_gap_to_car,mean_class_recall_gap_to_car,prediction_disagreement_from_identity,accuracy,balanced_accuracy,macro_f1,macro_auroc_ovr,nll,ece_15,worst_class_recall
native16@C2,native16,c2,oracle,10,9,48,True,0.0,0.4229296066252588,0.0531400966183575,0.04318495514147688,0.5611510791366906,0.39928057553956836,0.39906832298136646,0.3972901181141716,0.6707225844489861,1.480158099315498,0.22280211604986247,0.2898550724637681
native16@C3,native16,c3,identity,10,9,48,False,1.4105002707431944,0.35702208419599724,0.22857142857142854,0.12115251897860593,0.0,0.36330935251798563,0.3638888888888889,0.2660356998861966,0.652549252938984,1.941292117831453,0.3522030280638731,0.004761904761904762
native16@C3,native16,c3,global_mean,10,9,48,False,0.7939424710971453,0.4229296066252588,0.33816425120772947,0.20326086956521738,0.35251798561151076,0.38848920863309355,0.3887508626639062,0.3704539524899924,0.6512938053555903,1.560380611052773,0.21978810713483146,0.16908212560386474
native16@C3,native16,c3,pooled_bias,10,9,48,False,0.8031131824214265,0.4229296066252588,0.323671497584541,0.18773291925465835,0.38609112709832133,0.39688249400479614,0.3970324361628709,0.3799410153579529,0.6509834154213444,1.5624683589220179,0.21059306365975877,0.16908212560386474
native16@C3,native16,c3,topology_ridge,10,9,48,False,0.2799673471434752,0.4229296066252588,0.2095238095238095,0.09090752242926155,0.5239808153477218,0.3920863309352518,0.3924085576259489,0.3916680581322898,0.6512009479365028,1.448007548771049,0.17647199544669023,0.2761904761904762
native16@C3,native16,c3,logit_ridge,10,9,48,False,0.031830353079084814,0.4229296066252588,0.1333333333333333,0.05855762594893027,0.5371702637889688,0.3908872901678657,0.39066597653554175,0.39036375129367723,0.6507836332135531,1.4514153988713996,0.17205185539931175,0.3523809523809524
native16@C3,native16,c3,combined_ridge,10,9,48,False,0.039338489315532923,0.4229296066252588,0.15714285714285714,0.06452726017943408,0.5287769784172662,0.38968824940047964,0.38956176673567977,0.3891051884319975,0.6508059753197053,1.4495876299660337,0.17356860373215685,0.32857142857142857
native16@C3,native16,c3,oracle,10,9,48,True,0.0,0.4229296066252588,0.1333333333333333,0.07543133195307107,0.5167865707434053,0.39568345323741005,0.3954623878536922,0.3947388695023131,0.6510838588534527,1.448846831491448,0.1676237929650564,0.33816425120772947
native16@C4,native16,c4,identity,10,9,48,False,1.6189601808799,0.35702208419599724,0.3816425120772946,0.14315044858523118,0.0,0.3105515587529976,0.30935127674258106,0.21533187890853267,0.6533898352262197,2.3367061820702553,0.4939537794133162,0.004761904761904762
native16@C4,native16,c4,global_mean,10,9,48,False,0.7314083144899495,0.4229296066252588,0.3619047619047619,0.24201173222912353,0.23501199040767387,0.36330935251798563,0.36187025534851625,0.3234921340313283,0.6608924656049943,1.7413357914323246,0.29217979320491483,0.11594202898550725
native16@C4,native16,c4,pooled_bias,10,9,48,False,0.7118769322143973,0.4229296066252588,0.3523809523809524,0.22889924085576258,0.2529976019184652,0.37170263788968827,0.3702208419599724,0.33313065694864674,0.6612366859399184,1.7295589858641383,0.27892048853538903,0.12077294685990338
native16@C4,native16,c4,topology_ridge,10,9,48,False,0.31931166987873266,0.4229296066252588,0.14009661835748793,0.081608005521049,0.5335731414868106,0.3920863309352518,0.3913216011042098,0.38055409663206324,0.665994076559723,1.5243993793475716,0.20572493266780686,0.2028985507246377
native16@C4,native16,c4,logit_ridge,10,9,48,False,0.07277202172426064,0.4229296066252588,0.0483091787439614,0.0312456866804693,0.6127098321342925,0.4088729016786571,0.40859213250517595,0.406536691999582,0.6681475576927521,1.444218876922702,0.18068212624133842,0.2946859903381642
native16@C4,native16,c4,combined_ridge,10,9,48,False,0.0435158324644963,0.4229296066252588,0.06280193236714976,0.03963077984817115,0.60431654676259,0.41007194244604317,0.40973084886128364,0.4065755942775971,0.6680312177916583,1.4497310640975254,0.1799330395228215,0.28019323671497587
native16@C4,native16,c4,oracle,10,9,48,True,0.0,0.4229296066252588,0.05714285714285716,0.03473084886128365,0.5899280575539568,0.4028776978417266,0.40251897860593516,0.4002146623990459,0.6679948038178875,1.4499310916463028,0.18673919042258627,0.2898550724637681
native16@CP1,native16,cp1,identity,10,9,48,False,1.3503822739963656,0.35702208419599724,0.19047619047619047,0.11273291925465839,0.0,0.37410071942446044,0.3745169082125604,0.304806901586626,0.6719066238660061,1.8638417642242853,0.3450513982669072,0.03333333333333333
native16@CP1,native16,cp1,global_mean,10,9,48,False,0.5489292840646137,0.4229296066252588,0.19806763285024148,0.11568322981366458,0.38968824940047964,0.4064748201438849,0.406280193236715,0.397594771821447,0.6732291856111936,1.5721494290633504,0.23998124281475885,0.21739130434782608
native16@CP1,native16,cp1,pooled_bias,10,9,48,False,0.5520158096099593,0.4229296066252588,0.18357487922705312,0.12512077294685992,0.42685851318944845,0.4088729016786571,0.40864389233954457,0.4001773246751129,0.6732441585344904,1.5788922276728223,0.24312802609505133,0.22705314009661837
native16@CP1,native16,cp1,topology_ridge,10,9,48,False,0.18310979510605396,0.4229296066252588,0.07246376811594202,0.06592477570738439,0.5203836930455635,0.4196642685851319,0.41928916494133883,0.41854018400933257,0.6742449522519603,1.4974308278357102,0.22283685068195788,0.33816425120772947
