montage,car_view,n_subjects,n_trials,oof_accuracy,oof_balanced_accuracy,soft_confusion_condition_number,source_prior,soft_confusion
native16,native16@car,5,450,0.4266666666666667,0.4264380530973451,605.507587121512,"[0.2511111111111111, 0.24888888888888888, 0.24888888888888888, 0.2511111111111111]","[[0.35796528916915815, 0.16587274270900818, 0.2413770872507373, 0.2679594633157774], [0.16529726244096563, 0.3614149908826823, 0.25942664944871663, 0.20444871585800675], [0.2366883699882394, 0.27279218795484456, 0.25043414084045007, 0.24035446503358382], [0.2400490784016369, 0.19992007845346493, 0.24876212246009594, 0.2872373557926322]]"
native32,native32@car,5,450,0.40444444444444444,0.40413637800252844,46.73582945606046,"[0.2511111111111111, 0.24888888888888888, 0.24888888888888888, 0.2511111111111111]","[[0.3969590086444049, 0.1534456476781647, 0.2364852611898036, 0.25667031245804367], [0.1544567861009007, 0.34930064498602753, 0.25789914752900117, 0.2264058231070481], [0.22316103274227958, 0.2533057798310972, 0.2594124991598934, 0.21846940432923534], [0.22542317251241473, 0.24394792750471045, 0.24620309212130181, 0.29845446010567306]]"
