epoch,train_loss,train_ce_loss,train_consistency_loss,validation_car_balanced_accuracy,validation_balanced_accuracy,learning_rate
1.0,1.4434592997081697,1.433408762916686,0.010050538224833353,0.26532224478973593,0.2733691107753287,6.45769549087854e-06
2.0,1.3831315954147823,1.3733801430747623,0.009751456470953093,0.2997994722236936,0.2988349660508541,1.6733570872048158e-05
3.0,1.3121780543100265,1.3026761955685087,0.00950185786045733,0.4357681472485466,0.43154114460283327,3.301973581024263e-05
4.0,1.1839658551745944,1.1740337777516199,0.009932078301078744,0.4199214074433317,0.42027754991825655,5.883156775208591e-05
5.0,1.0435375357052636,1.0330847362866478,0.010452799669925182,0.42291315256636935,0.42425189875420855,9.974056448166367e-05
6.0,0.8870763552378095,0.8756139343882364,0.011462420663899846,0.4226590395602844,0.41746938650542625,9.974056448166367e-05
7.0,0.7725668097299243,0.7608212998556713,0.011745509365721354,0.47998632113140116,0.47496783610526183,9.974056448166367e-05
8.0,0.6567831180966089,0.644649185377454,0.012133934659853815,0.5153923320020835,0.5111414874156665,9.974056448166367e-05
9.0,0.5692118887674241,0.556738347817981,0.01247354305689297,0.5081279913602506,0.5056264999418546,9.974056448166367e-05
10.0,0.5485599189712888,0.5360060190019154,0.012553898821037914,0.5147829698843286,0.5128411241830046,9.974056448166367e-05
11.0,0.45549493630727134,0.44261821410012625,0.012876720953555335,0.5345572616926212,0.5245836865783137,9.974056448166367e-05
12.0,0.38343303829904585,0.37060585797779144,0.012827180735175572,0.45633633306639554,0.45536784813732734,9.974056448166367e-05
13.0,0.35727763170287724,0.3446577566767496,0.012619874088891914,0.5058729113657832,0.49741504402721565,9.974056448166367e-05
14.0,0.3177459983787839,0.304785582224528,0.012960417377097267,0.5044049988852336,0.505369069752856,9.974056448166367e-05
15.0,0.2603631519892859,0.24781163211852786,0.012551519151717897,0.5294451798858478,0.521933592181319,9.974056448166367e-05
16.0,0.25962383599508376,0.24711918380525377,0.012504651212976092,0.518529741280257,0.5156491217281941,9.974056448166367e-05
17.0,0.22149239549561153,0.20956853378386725,0.011923862434332333,0.5073179771397913,0.501160251835688,4.9870282240831836e-05
