seed,probe_seed,reference_seed,encoder,defense,train_view,training_views,test_view,reference_view,montage,n_observed_channels,observed_channel_fraction,missing_channel_fill,n_train,n_val,n_test,probe,probe_objective,consistency_weight,selected_c,selected_epoch,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,accuracy,balanced_accuracy,macro_f1,macro_auroc_ovr,paired_cosine_to_car,relative_l2_to_car,linear_cka_to_car,balanced_accuracy_gap_from_car
7,7,7,reve,none,car,car,car,car,full,64,1.0,none,6300,1734,1803,reve_token,car_only,0.0,,11,0.5212533051877737,0.0,0.0,0.5707154742096506,0.5707541359019275,0.5791577918647043,0.8222126391096618,1.0,0.0,1.0,0.0
7,7,7,reve,none,car,car,sparse32@car,car,sparse32,32,0.5,zero,6300,1734,1803,reve_token,car_only,0.0,,11,0.5212533051877737,0.0,0.0,0.30227398779811426,0.3013207614346598,0.19105977478289787,0.6550900461311482,0.9304614583941462,0.3774467828642743,0.7305935854696233,0.2694333744672677
7,7,7,reve,none,car,car,sparse16@car,car,sparse16,16,0.25,zero,6300,1734,1803,reve_token,car_only,0.0,,11,0.5212533051877737,0.0,0.0,0.25180255130338325,0.25055432372505543,0.10154965367030984,0.5922437023860214,0.8742198964711887,0.515020311827583,0.580319938965156,0.32019981217687205
7,7,7,reve,none,car,car,sparse8@car,car,sparse8,8,0.125,zero,6300,1734,1803,reve_token,car_only,0.0,,11,0.5212533051877737,0.0,0.0,0.29728230726566834,0.29642817193428594,0.2218367895261419,0.5564500629573668,0.866329884545282,0.5345811333008891,0.4691249336056986,0.27432596396764153
7,7,7,reve,none,car,car,sparse32@cz,cz,sparse32,32,0.5,zero,6300,1734,1803,reve_token,car_only,0.0,,11,0.5212533051877737,0.0,0.0,0.32168607875762617,0.3213297038929045,0.21449744307248375,0.6445165322151063,0.9220522660080455,0.3951663530129578,0.5882634540002641,0.24942443200902298
7,7,7,reve,none,car,car,sparse16@cz,cz,sparse16,16,0.25,zero,6300,1734,1803,reve_token,car_only,0.0,,11,0.5212533051877737,0.0,0.0,0.2512479201331115,0.25,0.10044345898004435,0.5741827810220924,0.8728020078359217,0.5179589693468493,0.46835860325613465,0.3207541359019275
7,7,7,reve,none,car,car,sparse8@cz,cz,sparse8,8,0.125,zero,6300,1734,1803,reve_token,car_only,0.0,,11,0.5212533051877737,0.0,0.0,0.2612312811980033,0.2601495772791378,0.15793572129671657,0.5479263981123329,0.8635484290600631,0.5417559445202531,0.409525641748763,0.3106045586227897
7,7,7,reve,none,car,car,drop_left_motor@cz,cz,drop_left_motor,55,0.859375,zero,6300,1734,1803,reve_token,car_only,0.0,,11,0.5212533051877737,0.0,0.0,0.39378813089295617,0.3946678727228228,0.3135970013307805,0.7698676071549861,0.978447302559624,0.2024065661869672,0.7475531303696483,0.1760862631791047
7,7,7,reve,none,car,car,drop_right_motor@cz,cz,drop_right_motor,55,0.859375,zero,6300,1734,1803,reve_token,car_only,0.0,,11,0.5212533051877737,0.0,0.0,0.49417637271214643,0.49447596191038157,0.49234352691685074,0.7839994269645796,0.9767972662404688,0.20952839810960805,0.7650374673372554,0.0762781739915459
