condition,batch_size,method,n_rows,n_target_views,n_repeats,mean_target_bias_rmse,p90_target_bias_rmse,worst_target_bias_rmse,mean_balanced_accuracy,worst_balanced_accuracy,mean_max_class_recall_gap,worst_class_recall_gap,mean_class_recall_gap,mean_nll,mean_ece_15
balanced,128,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
balanced,128,uniform_prior_match,960,48,20,0.2871709541732844,0.4637006533960266,0.7838121519109758,0.42576545246721875,0.3592305037957212,0.1385699907982517,0.2904761904761905,0.07512370240970785,1.3841910053362612,0.17179308196825352
random,16,fixed_topology_shrinkage,960,48,20,0.18439518435945393,0.3327252259207921,0.7841047706439375,0.43303522903726704,0.366407867494824,0.09583728720956983,0.2571428571428572,0.05110760653899241,1.4117746212338997,0.1736703262236515
random,16,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
random,16,operator_confusion_shrinkage,960,48,20,0.17844785517526235,0.3165161918656551,0.8028942049499203,0.43306044398435706,0.36887508626639065,0.09498813837129055,0.2571428571428572,0.05020125230043709,1.4148321870595488,0.17297345022503358
random,16,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
random,16,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
random,16,uniform_prior_match,960,48,20,0.4884482367276501,0.8553306130026667,1.508856885430274,0.42040433776167474,0.34537612146307795,0.18743242466068555,0.4190476190476191,0.10686170059811365,1.4258074479702423,0.1842358571013203
random,32,fixed_topology_shrinkage,960,48,20,0.1889309444361271,0.3128169380946122,0.6340835231331081,0.43205055210489995,0.37008281573498963,0.09694962042788131,0.28019323671497587,0.05010380722337245,1.4009771752667461,0.1713684527480663
random,32,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
random,32,operator_confusion_shrinkage,960,48,20,0.18597887547214192,0.29705786915665094,0.685215276429462,0.4318785764607776,0.36880607315389924,0.0968380492293536,0.27053140096618356,0.04915550595238096,1.4083681241171713,0.1706467978131317
random,32,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
random,32,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
random,32,uniform_prior_match,960,48,20,0.3246478323193101,0.5217289128818028,0.8268893200266049,0.4256310566195077,0.3486542443064182,0.14774032378651947,0.36190476190476195,0.07846339788934899,1.396772712874307,0.17522859176282413
random,64,fixed_topology_shrinkage,960,48,20,0.2017338765398869,0.3329168962368952,0.5409765179074952,0.43057002314814813,0.37351621808143554,0.10107408845180585,0.23188405797101452,0.05196229080400277,1.3962943504785372,0.1704524328691521
random,64,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
random,64,operator_confusion_shrinkage,960,48,20,0.21117857560313272,0.31323884159087195,0.5923298782674069,0.430224849752703,0.3715148378191857,0.10252171037497125,0.23188405797101452,0.052752742552334954,1.4060386330704615,0.170216338994399
random,64,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
random,64,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
random,64,uniform_prior_match,960,48,20,0.3132228683504947,0.5117990306875609,0.8210276767775738,0.42496786576949624,0.35070738440303656,0.1446144611226133,0.31428571428571433,0.07962847941108812,1.3939983716444573,0.17365769343613507
random,128,fixed_topology_shrinkage,960,48,20,0.23680374333439966,0.38848090928717505,0.6114897664231829,0.4297611679031516,0.37510351966873706,0.10839623590982289,0.22222222222222224,0.05690197621923167,1.3858635858229735,0.16916532967052825
random,128,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
random,128,operator_confusion_shrinkage,960,48,20,0.23289427193015907,0.3485240260161499,0.5573578813604141,0.42886137350471587,0.37028985507246376,0.11068905279503106,0.22222222222222224,0.0579690555268001,1.398420235813146,0.16931778906431913
random,128,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
random,128,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
random,128,uniform_prior_match,960,48,20,0.30122320280690984,0.49254095631296163,0.7999005366279954,0.4268438362663906,0.36171497584541057,0.13309732286634463,0.26570048309178745,0.07279743932597195,1.3833330684799257,0.17079081099862192
random,256,fixed_topology_shrinkage,960,48,20,0.23227645869539085,0.3527774560852917,0.5667401021524291,0.42793248217161256,0.3737750172532781,0.11665552392454569,0.23671497584541065,0.062416465378421916,1.385039155280763,0.17001845247705535
random,256,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
random,256,operator_confusion_shrinkage,960,48,20,0.2562544721672422,0.34733101900413116,0.4621904093194722,0.42747270028180356,0.3738440303657695,0.12197959799861975,0.23671497584541065,0.06733496161145619,1.4027129202617055,0.1700386487647455
random,256,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
random,256,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
random,256,uniform_prior_match,960,48,20,0.25475240235082536,0.3859030150517131,0.6242660293977541,0.4268258281573499,0.36538992408557625,0.12646545031055903,0.25120772946859904,0.06869288446054751,1.384268889121386,0.17043103877190455
random,450,fixed_topology_shrinkage,48,48,1,0.2567021663831278,0.3730784227621394,0.5164502274846575,0.4262997469519209,0.3689958592132505,0.12720841959972395,0.22222222222222224,0.06960259949390385,1.3808780030836252,0.17018211685272888
random,450,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
random,450,operator_confusion_shrinkage,48,48,1,0.27443464972557735,0.3548687909600137,0.436833434165478,0.4257688492063492,0.37860593512767426,0.13063031976075457,0.23188405797101452,0.07581198240165633,1.4002621099269472,0.1706333514292789
random,450,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
random,450,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
random,450,uniform_prior_match,48,48,1,0.2569599047970192,0.37345581360468694,0.5169716969528803,0.42617430124223604,0.36778812974465147,0.1273076259489303,0.22222222222222224,0.06977836726478032,1.3808707939378593,0.1702525984053618
skew_0.4_class_0,128,fixed_topology_shrinkage,960,48,20,0.2126931573648178,0.32073284987135076,0.5070722939620139,0.4299971424258109,0.37612146307798483,0.10424056820795953,0.22705314009661837,0.05492029344950542,1.4026661779404368,0.16943120611880158
skew_0.4_class_0,128,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
skew_0.4_class_0,128,operator_confusion_shrinkage,960,48,20,0.2658658121973044,0.3772120490079499,0.5596023250607801,0.42929789941338853,0.3739648033126294,0.10887278582930758,0.22705314009661837,0.05922482459167243,1.4182238877504703,0.1696645084324087
skew_0.4_class_0,128,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
skew_0.4_class_0,128,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
skew_0.4_class_0,128,uniform_prior_match,960,48,20,0.270213372198365,0.40944838030773256,0.6697307517766957,0.4267453667759374,0.3546756383712905,0.12697636300897172,0.2904761904761905,0.07006971402691513,1.4045050859566468,0.171370282399954
skew_0.4_class_1,128,fixed_topology_shrinkage,960,48,20,0.20499073858801362,0.3320731298530705,0.5209317561508868,0.43052582959512303,0.37225672877846794,0.09628184667586843,0.22705314009661837,0.04956554089026916,1.3874951917893696,0.17052319826471476
skew_0.4_class_1,128,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
skew_0.4_class_1,128,operator_confusion_shrinkage,960,48,20,0.1874274104776651,0.2749366591526133,0.45241912280842017,0.4304711582700713,0.3739475500345065,0.09793995859213252,0.23671497584541062,0.04903942374051071,1.399290598568275,0.16933656002520184
skew_0.4_class_1,128,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
skew_0.4_class_1,128,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
skew_0.4_class_1,128,uniform_prior_match,960,48,20,0.2575681663319141,0.4215066731771673,0.6775875708120559,0.42842953833103287,0.3628191856452726,0.11527626811594205,0.25120772946859904,0.06061214990223143,1.3832707951558518,0.17137588833631
skew_0.4_class_2,128,fixed_topology_shrinkage,960,48,20,0.23636489333323293,0.36586382249470717,0.5740843437872613,0.4297887551759834,0.37743271221532093,0.11298532033586382,0.2285714285714286,0.05946087100299058,1.384039875960376,0.16768118355063233
skew_0.4_class_2,128,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
skew_0.4_class_2,128,operator_confusion_shrinkage,960,48,20,0.24590042331234477,0.34800790400680065,0.4645465231903955,0.42863289337474125,0.372688060731539,0.1150562888198758,0.22222222222222224,0.06171824677938809,1.397574702531917,0.1685345885998366
skew_0.4_class_2,128,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
skew_0.4_class_2,128,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
skew_0.4_class_2,128,uniform_prior_match,960,48,20,0.30048336159754396,0.4689383058847316,0.7530401825472848,0.4269003227800782,0.36532091097308483,0.13738296526340008,0.2761904761904762,0.0761207981078905,1.3809263863245178,0.16913048398757125
skew_0.4_class_3,128,fixed_topology_shrinkage,960,48,20,0.22368678179558357,0.36332893537294525,0.6341067994051615,0.42854693251092707,0.37839889579020014,0.11265089429491605,0.25120772946859904,0.05784163287899702,1.386932529581063,0.17102056490199297
skew_0.4_class_3,128,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
skew_0.4_class_3,128,operator_confusion_shrinkage,960,48,20,0.22589328691392238,0.31515677108190626,0.5062483223625683,0.4278957111226133,0.37382677708764667,0.11636926328502417,0.2560386473429952,0.059814922647803095,1.400188720546758,0.17114136510234093
skew_0.4_class_3,128,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
skew_0.4_class_3,128,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
skew_0.4_class_3,128,uniform_prior_match,960,48,20,0.2827539835621634,0.4594611400466543,0.8272032563458559,0.4255941957096849,0.363992408557626,0.13796051874856224,0.30434782608695654,0.07388414423740512,1.384776375513484,0.17283187442083475
skew_0.7_class_0,128,fixed_topology_shrinkage,960,48,20,0.2918904657582587,0.44144049413728853,0.6795492807537129,0.4279337941396365,0.3797446514837819,0.11442805383022776,0.2560386473429952,0.06459255305383024,1.4245452361866398,0.17126067743886494
skew_0.7_class_0,128,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
skew_0.7_class_0,128,operator_confusion_shrinkage,960,48,20,0.35338108043845096,0.5068337921466125,0.6935488308242738,0.42643942661605705,0.373895790200138,0.12315699045318612,0.26086956521739135,0.07012688348286175,1.439632762797527,0.172579264690832
skew_0.7_class_0,128,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
skew_0.7_class_0,128,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
skew_0.7_class_0,128,uniform_prior_match,960,48,20,0.37730444615220443,0.5751054781037216,0.889030495669306,0.4226147342995169,0.36801242236024845,0.1422959799861974,0.3091787439613527,0.08526559265010354,1.437360481173125,0.17544287613779444
skew_0.7_class_1,128,fixed_topology_shrinkage,960,48,20,0.3208744563378306,0.4973787239950653,0.6769227659755209,0.4304369033241316,0.3724982746721877,0.1012666781688521,0.2173913043478261,0.05813567546583852,1.3841548283961391,0.17307557049784522
skew_0.7_class_1,128,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
skew_0.7_class_1,128,operator_confusion_shrinkage,960,48,20,0.20721920015967227,0.3454707671462395,0.5011463119790581,0.4307373440016103,0.37612146307798483,0.09553032263630092,0.22705314009661837,0.04886000762019784,1.3879244164879816,0.17003166828718194
skew_0.7_class_1,128,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
skew_0.7_class_1,128,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
skew_0.7_class_1,128,uniform_prior_match,960,48,20,0.4161221054706832,0.6450433888742906,0.879933838984117,0.4277141922590292,0.35276052449965495,0.1250854037267081,0.28019323671497587,0.07402784966643663,1.3838467945628385,0.1757537144249063
skew_0.7_class_2,128,fixed_topology_shrinkage,960,48,20,0.2447159197743183,0.39275385099439575,0.6158498285258885,0.42980196471704624,0.37625948930296754,0.12590414366229585,0.25238095238095243,0.06295075986312401,1.381388339231544,0.16642862650503298
skew_0.7_class_2,128,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
skew_0.7_class_2,128,operator_confusion_shrinkage,960,48,20,0.2677438620554608,0.37628914712550987,0.5286507825944536,0.4282652907177364,0.3714975845410628,0.1248219317920405,0.23809523809523814,0.06567596905912125,1.3954265436809805,0.16746104659927077
skew_0.7_class_2,128,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
skew_0.7_class_2,128,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
skew_0.7_class_2,128,uniform_prior_match,960,48,20,0.3106913009904593,0.5064960496876554,0.8119897294397505,0.42633777605245,0.3692028985507246,0.1557266505636071,0.3523809523809524,0.07983659707844491,1.3780526252290433,0.16795173461457016
skew_0.7_class_3,128,fixed_topology_shrinkage,960,48,20,0.24958119274529444,0.38300828142912324,0.585121561350902,0.4264313211697723,0.38203933747412006,0.1278828071083506,0.2608695652173913,0.06659134532436164,1.38572002608161,0.17254210252264154
skew_0.7_class_3,128,identity,48,48,1,0.9511940099301174,1.1549812609193468,1.363744497435638,0.3975457211870255,0.2846100759144238,0.1423496089256959,0.41428571428571426,0.07865122498274672,1.5855172881708208,0.2789890748660009
skew_0.7_class_3,128,operator_confusion_shrinkage,960,48,20,0.24633578708886156,0.33842667049587977,0.47274574088269755,0.4254838466183575,0.37501725327812285,0.1328029388083736,0.25120772946859904,0.06930961726478031,1.399098116180063,0.17321200903692022
skew_0.7_class_3,128,oracle,48,48,1,0.0,0.0,0.0,0.434997196342305,0.372463768115942,0.06402547734069473,0.14009661835748793,0.03302025822406257,1.4141120870551,0.1713218331092331
skew_0.7_class_3,128,topology_ridge,48,48,1,0.17612031450836826,0.31090467119091986,0.8061138274808127,0.4334900506096158,0.37493098688750864,0.09917040487692663,0.2560386473429952,0.05462315965033357,1.426959507111217,0.1767712123047089
skew_0.7_class_3,128,uniform_prior_match,960,48,20,0.3177421830556601,0.4893437244910219,0.7638955251224855,0.4219313786806993,0.3543305728088337,0.16119033241315853,0.2946859903381643,0.08749746592477572,1.385513799605944,0.17609455746762276
