condition,batch_size,repeat,stress_construction_uses_labels,target_view,montage,held_out_reference,method,target_reference_labels_used,target_unlabeled_logits_used,prior_match_weight,accuracy,balanced_accuracy,nll,ece_15,worst_class_recall,car_anchor_balanced_accuracy,target_bias_rmse,max_class_recall_gap_to_car,mean_class_recall_gap_to_car
random,16,0,False,native16@C1,native16,c1,identity,False,False,,0.37410071942446044,0.37448240165631475,1.6318800866626064,0.25179882055646097,0.08095238095238096,0.36380262249827466,1.0146551648679667,0.06190476190476191,0.03234989648033124
random,16,0,False,native16@C1,native16,c1,topology_ridge,False,False,,0.3980815347721823,0.39722222222222225,1.4526462735399734,0.16320899767715027,0.21739130434782608,0.41583850931677024,0.30906405748757304,0.20772946859903382,0.08766390614216701
random,16,0,False,native16@C1,native16,c1,uniform_prior_match,False,True,,0.4052757793764988,0.4045376121463078,1.498370543358514,0.16784198630126795,0.2222222222222222,0.41583850931677024,0.7132076925864507,0.2,0.1113008971704624
random,16,0,False,native16@C1,native16,c1,fixed_topology_shrinkage,False,True,0.21999969787935428,0.3980815347721823,0.39723947550034505,1.453978226012112,0.16479508626009884,0.2560386473429952,0.41583850931677024,0.3900166413401875,0.1690821256038647,0.08526570048309179
random,16,0,False,native16@C1,native16,c1,operator_confusion_shrinkage,False,True,0.21999969787935428,0.40047961630695444,0.399672187715666,1.4488886381458346,0.15996991078817124,0.2560386473429952,0.41583850931677024,0.3374633131119847,0.1690821256038647,0.08045203588681851
random,16,0,False,native16@C1,native16,c1,oracle,True,False,,0.4136690647482014,0.4133367839889579,1.4532577182683653,0.1410931069798338,0.3333333333333333,0.4170634920634921,0.0,0.042857142857142816,0.025155279503105574
random,16,0,False,native16@C2,native16,c2,identity,False,False,,0.3381294964028777,0.3393719806763285,1.7333664186502518,0.3636990878791169,0.03333333333333333,0.36380262249827466,0.6802472503446689,0.2,0.11380262249827468
random,16,0,False,native16@C2,native16,c2,topology_ridge,False,False,,0.41247002398081534,0.41271566597653553,1.4003021399953584,0.13099145210056065,0.3,0.41583850931677024,0.2897372666233074,0.08212560386473433,0.0659247757073844
random,16,0,False,native16@C2,native16,c2,uniform_prior_match,False,True,,0.4052757793764988,0.4046066252587992,1.4265001733933478,0.14809131162258704,0.2222222222222222,0.41583850931677024,0.4744970960883228,0.18095238095238103,0.10170807453416152
random,16,0,False,native16@C2,native16,c2,fixed_topology_shrinkage,False,True,0.2159355686074812,0.41127098321342925,0.41130089717046237,1.38520967476973,0.13075165128759145,0.3238095238095238,0.41583850931677024,0.1384951222338553,0.06763285024154592,0.038354037267080754
random,16,0,False,native16@C2,native16,c2,operator_confusion_shrinkage,False,True,0.2159355686074812,0.41127098321342925,0.4113526570048309,1.3895429497299954,0.13495281391988073,0.319047619047619,0.41583850931677024,0.1959331410222313,0.06763285024154592,0.04313319530710835
random,16,0,False,native16@C2,native16,c2,oracle,True,False,,0.4064748201438849,0.40622843340234643,1.3905675062231715,0.13722774413303573,0.2995169082125604,0.4170634920634921,0.0,0.043478260869565244,0.02280883367839888
random,16,0,False,native16@C3,native16,c3,identity,False,False,,0.35611510791366907,0.35643547273982057,1.615227984427473,0.2703665938597006,0.0821256038647343,0.36380262249827466,0.8501668489042942,0.06280193236714976,0.03593857832988269
random,16,0,False,native16@C3,native16,c3,topology_ridge,False,False,,0.41007194244604317,0.40929951690821254,1.433291484004169,0.1561056576227815,0.2898550724637681,0.41583850931677024,0.11248384664792647,0.13526570048309178,0.07558661145617669
random,16,0,False,native16@C3,native16,c3,uniform_prior_match,False,True,,0.37889688249400477,0.37788129744651483,1.4862899560153524,0.20115219030004358,0.22705314009661837,0.41583850931677024,0.6383227022879451,0.20476190476190476,0.14033816425120774
random,16,0,False,native16@C3,native16,c3,fixed_topology_shrinkage,False,True,0.2277536916321601,0.4148681055155875,0.4139579020013803,1.4291320727089944,0.15276646537168795,0.28502415458937197,0.41583850931677024,0.19140295438654434,0.14009661835748793,0.0947377501725328
random,16,0,False,native16@C3,native16,c3,operator_confusion_shrinkage,False,True,0.2277536916321601,0.4148681055155875,0.4141304347826087,1.4253120841029647,0.15992820206200392,0.2995169082125604,0.41583850931677024,0.12368665808395644,0.12560386473429952,0.07075569358178056
random,16,0,False,native16@C3,native16,c3,oracle,True,False,,0.4064748201438849,0.40595238095238095,1.4145407998775155,0.1441442961653171,0.2946859903381642,0.4170634920634921,0.0,0.14009661835748793,0.05893719806763284
random,16,0,False,native16@C4,native16,c4,identity,False,False,,0.31654676258992803,0.31777087646652863,1.8975499293405595,0.42640127924206883,0.009523809523809525,0.36380262249827466,0.7469113079199619,0.2142857142857143,0.14748102139406488
random,16,0,False,native16@C4,native16,c4,topology_ridge,False,False,,0.4064748201438849,0.4065217391304348,1.392271858394204,0.12257464931955214,0.3140096618357488,0.41583850931677024,0.07079856574846909,0.10952380952380952,0.05993788819875778
random,16,0,False,native16@C4,native16,c4,uniform_prior_match,False,True,,0.38609112709832133,0.385351966873706,1.417771623119237,0.1548259081041712,0.21256038647342995,0.41583850931677024,0.4082616420069627,0.1571428571428572,0.10905797101449277
random,16,0,False,native16@C4,native16,c4,fixed_topology_shrinkage,False,True,0.22997571546900858,0.4136690647482014,0.4134403036576949,1.388269547445859,0.11717684401080547,0.28502415458937197,0.41583850931677024,0.07165105467646876,0.08095238095238094,0.06706349206349208
random,16,0,False,native16@C4,native16,c4,operator_confusion_shrinkage,False,True,0.22997571546900858,0.4136690647482014,0.413543823326432,1.3874716858205158,0.11472822951513353,0.30434782608695654,0.41583850931677024,0.04848990078845748,0.08095238095238094,0.057505175983436865
random,16,0,False,native16@C4,native16,c4,oracle,True,False,,0.407673860911271,0.40740165631469977,1.3915678636398372,0.1280997984428721,0.2946859903381642,0.4170634920634921,0.0,0.0483091787439614,0.028778467908902705
