condition,batch_size,repeat,target_view,montage,held_out_reference,stress_construction_uses_labels,true_batch_prior_audit_only,soft_mean_prior,weak_confusion_prior,regularized_confusion_prior,soft_mean_prior_rmse,weak_confusion_prior_rmse,regularized_confusion_prior_rmse,uniform_bias_rmse,fixed_shrinkage_bias_rmse,soft_mean_shrinkage_bias_rmse,weak_confusion_shrinkage_bias_rmse,candidate_bias_rmse,prior_match_weight,topology_bias,uniform_bias,fixed_bias,candidate_bias,oracle_bias_audit_only,candidate_prior_displacement_from_nominal,candidate_update_norm_from_topology,target_reference_labels_used_for_candidate
random,16,0,native16@FC2,native16,fc2,False,"[0.25, 0.25, 0.125, 0.375]","[0.0487802397678111, 0.602109325000047, 0.23193238439774871, 0.11717805083439309]","[0.0, 0.6558622517465813, 0.16167317135349693, 0.1824645768999218]","[0.18998312751138974, 0.31605714421660125, 0.2445971727255368, 0.2493625555464722]",0.246159024293458,0.2577008818563949,0.09753694486978014,0.532946934530298,0.12220457634035109,0.2730554377338886,0.6626397253170989,0.12183601002285485,0.22600790552487066,"[-0.38238937796539985, 0.8725468507640965, 0.9108586059253542]","[0.5011720279181756, 0.23529675535011196, 1.0197326238399826]","[-0.18269751521904282, 0.7285232914040579, 0.9354649946803166]","[-0.2594737387962269, 0.7975079144831952, 0.9342714627019425]","[-0.3116114351571503, 0.6669332741238693, 1.0916371639461349]",0.08941570423228783,0.1459015358828567,False
random,16,0,native16@FC3,native16,fc3,False,"[0.25, 0.25, 0.125, 0.375]","[0.052885138711165174, 0.5499862851478939, 0.263914577675479, 0.133213998465462]","[0.0, 0.6177104625142281, 0.18553121449793092, 0.196758322987841]","[0.1954085181057713, 0.3090627552201765, 0.24599409705700317, 0.24953462961704898]",0.22726843723148535,0.24142551004146648,0.09598146909374873,0.46158782761315376,0.1402901371455894,0.19364652428718188,0.6502165633534662,0.0912385404116598,0.2259023227149628,"[-0.8548522980698547, 1.0781406431429812, 0.8004612622705805]","[-0.027446642323624232, 0.9546854544682837, 0.678519044737349]","[-0.6679394386092844, 1.050251829270153, 0.7729142320928102]","[-0.7455904692782636, 1.1181978727335276, 0.7675161371467545]","[-0.7616997561458853, 1.2682123098889668, 0.7205100387030029]",0.08052889405417428,0.12094672439870902,False
random,16,0,native16@FC4,native16,fc4,False,"[0.25, 0.25, 0.125, 0.375]","[0.037216185502380664, 0.5366455146248025, 0.23911846591467006, 0.1870198339581468]","[0.0, 0.6113488140861795, 0.17749019297859725, 0.21116099293522325]","[0.19399949256017238, 0.3090528107095891, 0.24555492010860377, 0.25139277662163473]",0.20964384671062702,0.23594035582981066,0.09544046013080835,0.3565309928722766,0.2507263667708367,0.4831595857422947,0.8905796614256328,0.28421557687649046,0.2192360894201293,"[-0.10216571799233953, 0.8132500332015301, 0.9402545145606083]","[1.1645350993589842, 1.036402258428502, 0.5791383587178138]","[0.1755408156690461, 0.8621730544056914, 0.861084820727204]","[0.11162528925842086, 0.9179057684784662, 0.8599269675237609]","[0.6010733417794277, 0.9314681798375408, 0.8090138326838223]",0.08151680715152808,0.2512208839260935,False
random,16,0,native16@Fz,native16,fz,False,"[0.25, 0.25, 0.125, 0.375]","[0.04280759491966174, 0.5623234161668677, 0.28947689396226356, 0.10539209495120719]","[0.0, 0.6307359257432538, 0.18559815495248774, 0.18366591930425857]","[0.1932895685017776, 0.31157055712049214, 0.24641455588601355, 0.24872531849171672]",0.24505901336279695,0.2488677921964304,0.09707445095886282,0.49607155428182503,0.1661376629166802,0.2617686692404842,0.6426900891672341,0.13192486632623915,0.2265416773884917,"[-0.5992114168908609, 0.950043458125535, 1.01168303458663]","[0.18252173693176055, 0.5847487491863451, 0.6310650397529026]","[-0.4221162769536884, 0.8672889820213101, 0.9254571955927531]","[-0.4959211052577785, 0.9378308773065768, 0.9214109303701818]","[-0.5703966906196392, 0.9907408065903883, 0.7119677695036153]",0.08379431226094312,0.1377210528829348,False
random,16,0,native16@Pz,native16,pz,False,"[0.25, 0.25, 0.125, 0.375]","[0.0335192611587095, 0.609204773359454, 0.20485153357254296, 0.15242443190929356]","[0.0, 0.664311418077121, 0.14763303861933405, 0.18805554330354496]","[0.18686910273912166, 0.3185603226580451, 0.24385196135207962, 0.2507186132507536]",0.24073228409286704,0.25962205004378575,0.09779785253456594,0.7100979682083881,0.1302607874294837,0.23310941897169896,0.6300500625919757,0.08681444929482653,0.22631643707371354,"[-0.8097478344660336, 0.7213319685512787, 1.0456688214524337]","[0.593659263905197, 0.3645805541370915, 1.038425872378494]","[-0.4921337401986981, 0.640593259520052, 1.0440296230241133]","[-0.572737500786693, 0.7213835047868958, 1.034589879259369]","[-0.5310869131193501, 0.8611602365407691, 1.0711677363078997]",0.09340419057065541,0.23726913808351308,False
random,16,0,native32@C1,native32,c1,False,"[0.25, 0.25, 0.125, 0.375]","[0.07823525109703368, 0.4764183960452793, 0.33419395670886387, 0.1111523961488231]","[0.0, 0.5550657426090038, 0.27944491141096023, 0.16548934598003612]","[0.200079143074662, 0.30049545505537983, 0.25328676438637415, 0.24613863748358386]",0.2203100591297034,0.23628005212152128,0.09760203328276804,1.508856885430274,0.48003507853920196,0.14399296820258878,0.8187169305625848,0.40140650162378705,0.21999969787935428,"[-1.3521292352448877, 0.7590355955498732, 0.8539205772235899]","[0.5126681782836812, -0.5324383298251362, 0.42755922101385213]","[-0.9418743676624013, 0.4749117221483074, 0.7601212076700159]","[-1.0291575321188136, 0.5829039778678007, 0.7548946947431072]","[-1.5724621481753733, 1.015425187445024, 0.7213233367867775]",0.07118704852727546,0.3809713810360289,False
random,16,0,native32@C2,native32,c2,False,"[0.25, 0.25, 0.125, 0.375]","[0.0740098936346594, 0.543868057045246, 0.26250147890703557, 0.11962057041305914]","[0.0, 0.6112273145783561, 0.2194583870148922, 0.16931429840675175]","[0.19190476201660592, 0.3111101933751333, 0.24826622070127505, 0.2487188239069858]",0.22441939658138124,0.24709014929517759,0.09778932586446193,1.3256668067398765,0.10667204153386856,0.31805176466920876,1.266010734699896,0.03724572372643198,0.2159355686074812,"[-1.2035279705227973, 0.7553277955768252, 0.8922518501980952]","[1.017518941604218, -0.7711123934068049, 0.716582266805942]","[-0.72392494264876, 0.4257150654233339, 0.8543185388212712]","[-0.8249194687785326, 0.5446135951912398, 0.8415892212629161]","[-0.84876776837084, 0.5537282601626596, 0.9008337425010139]",0.0843454789157746,0.43624714762138805,False
random,16,0,native32@C3,native32,c3,False,"[0.25, 0.25, 0.125, 0.375]","[0.07076051750919331, 0.5011270243466709, 0.31133255638079893, 0.11677990176333697]","[0.0, 0.5759701981498251, 0.25728424424331414, 0.16674555760686083]","[0.1958241588806463, 0.30505511919538963, 0.2516840667914319, 0.2474366551325322]",0.22169179909366357,0.23959632934027722,0.09783576498806625,1.4518322617516897,0.3246177227942867,0.22057981440204744,0.9190756151934321,0.217329543413124,0.2277536916321601,"[-1.4189241843138778, 0.8848607061410648, 0.783851000565287]","[0.6666338502857733, -0.5500793903742263, 0.42549766693785734]","[-0.943930642820695, 0.5580478018886992, 0.7022347059229488]","[-1.0680748388670394, 0.6965140815064508, 0.6975165050915964]","[-1.3150748860412393, 0.9789389140536363, 0.667126013534071]",0.07730132423494175,0.40745964133938944,False
random,16,0,native32@C4,native32,c4,False,"[0.25, 0.25, 0.125, 0.375]","[0.09100806678935704, 0.4714537824405873, 0.3160853544644026, 0.12145279630565306]","[0.001636231102364688, 0.5479407398480672, 0.2727487894178098, 0.1776742396317583]","[0.20262922245794146, 0.2984719915298192, 0.25214457796364736, 0.2467542080485921]",0.20923671390037502,0.229793606656922,0.09644461025195221,1.044842787972297,0.1647553927189015,0.21046232736963927,1.2052471736573378,0.09602176818020408,0.22997571546900858,"[-0.8653520054517374, 0.7487501009422824, 0.8749036962867793]","[0.7122361028350702, -0.4553975761214381, 0.6918313796585855]","[-0.502545051533079, 0.47182537737920865, 0.8328015092876416]","[-0.599686959967278, 0.585210048794452, 0.8250360645313523]","[-0.7072400212804536, 0.6394705319902154, 0.9397037533494546]",0.06788710413502734,0.31592727920467684,False
random,16,0,native32@C5,native32,c5,False,"[0.25, 0.25, 0.125, 0.375]","[0.07647362740096761, 0.5175574324002968, 0.2796826533458133, 0.12628628685292212]","[0.0, 0.588162281477609, 0.2359201734376569, 0.1759175450847342]","[0.19482079436288677, 0.3069847217824389, 0.2495473483506026, 0.24864713550407175]",0.21649689141736286,0.23916042594076384,0.09717135843299911,1.3311988897025537,0.28788431004101683,0.18693364409669194,1.0153507073385994,0.20330797257284353,0.22815098373388792,"[-1.2784928507536033, 1.0361623144737577, 0.5888063421446897]","[0.589309393905874, -0.3973533206711826, 0.4580762826028452]","[-0.8523519312141796, 0.7091043121175304, 0.5589801504566282]","[-0.9666216913008376, 0.8357188291317773, 0.5520756308982505]","[-1.2656204657596954, 0.9509379806088106, 0.6981121850210242]",0.07933497581284589,0.372545777137686,False
random,16,0,native32@C6,native32,c6,False,"[0.25, 0.25, 0.125, 0.375]","[0.097008719201969, 0.45773341986213095, 0.33196158271841003, 0.11329627821748993]","[0.016616484169647006, 0.5316934884231784, 0.28298305251711053, 0.1687069748900641]","[0.2055688801191639, 0.2956863622240625, 0.25322591756958085, 0.24551884008719274]",0.21087996612051904,0.22435159012863534,0.09652541739881312,1.1957213560330247,0.4561765158348147,0.22277967372924867,0.5936705621757574,0.38793380422549556,0.22754649170626773,"[-0.30066269771506093, 0.7363434662790392, 0.7816745522906088]","[0.9141916193070297, -0.46578494186127295, 0.6894405816670702]","[-0.024226859942470258, 0.46280336442627085, 0.7606870358590836]","[-0.11554620210693434, 0.5754715112774875, 0.750548372224632]","[-0.7303367747893995, 0.7675107423370384, 0.9419416711078957]",0.06396761247274559,0.2472180048818339,False
random,16,0,native32@CP1,native32,cp1,False,"[0.25, 0.25, 0.125, 0.375]","[0.06901002264823303, 0.506591253946876, 0.3078278029189082, 0.11657092048598285]","[0.0, 0.5807597533421022, 0.2533895134360773, 0.16585073322182048]","[0.19492709168779124, 0.306058940683458, 0.2514269581271229, 0.24758700950162793]",0.22293947506130488,0.24089899199930823,0.09797126613136624,1.4311487230324826,0.31314593270218327,0.1994494292283381,0.9949703573542787,0.22342499326875792,0.22689470040444595,"[-1.3542676472830872, 0.6936802259358557, 0.9104967330247041]","[0.8079075931681573, -0.5922890060518679, 0.4786674073007953]","[-0.8636815438789912, 0.4019006223146657, 0.8125169475387239]","[-0.9645208503911542, 0.5200713334633298, 0.80466613523804]","[-1.2130890682651254, 0.8140727987993468, 0.7655105188507793]",0.0786351625747554,0.4395938223643974,False
random,16,0,native32@CP2,native32,cp2,False,"[0.25, 0.25, 0.125, 0.375]","[0.07429754367981248, 0.506515166592384, 0.28918801043927167, 0.1299992792885318]","[0.0, 0.5787101648043567, 0.24303356096408513, 0.17825627423155818]","[0.19538147671317888, 0.3056121294011573, 0.250241363009537, 0.24876503087612692]",0.21427461338782713,0.2362151495929175,0.09707800788638471,1.3355780838065818,0.23938199221413733,0.21126570242234283,1.117771470864444,0.14809083693332956,0.22820837284976586,"[-1.2687688791267069, 0.6864093315116799, 0.9553441826093304]","[0.8178697947544861, -0.6363474514361738, 0.7403480159476548]","[-0.7925804626348867, 0.3845451583991593, 0.9062802572465323]","[-0.8943870047841274, 0.505884109164642, 0.8954551795615773]","[-1.078358030485875, 0.68249407958393, 0.8679548522619415]",0.07795816459745172,0.4199259892240111,False
random,16,0,native32@CP3,native32,cp3,False,"[0.25, 0.25, 0.125, 0.375]","[0.06780343079301056, 0.5128810322536114, 0.3003492824265124, 0.1189662545268658]","[0.0, 0.5859065092055928, 0.24692011186939547, 0.16717337892501166]","[0.19393755238587743, 0.3071539200104955, 0.2509124941249543, 0.24799603347867274]",0.22282430108608892,0.2415520653153165,0.09797133802032285,1.2389491734756468,0.1994123488512297,0.29056038340038026,0.9521444994116625,0.10396973633411982,0.22616093769959084,"[-1.2718729403765494, 0.7929776487658016, 0.8356747360708676]","[0.6261927910987409, -0.5614852165903209, 0.5605266242532202]","[-0.8426046147306379, 0.4866510570575862, 0.7734469810959166]","[-0.9545214903550209, 0.6102840465360004, 0.770894578513117]","[-1.0623843012754774, 0.7507829078827655, 0.738416859985494]",0.08009005638903643,0.371867401017721,False
random,16,0,native32@CP4,native32,cp4,False,"[0.25, 0.25, 0.125, 0.375]","[0.09017590013866464, 0.4805687513743861, 0.3230184302555776, 0.10623691823137163]","[0.00020350617389208736, 0.5577980409602068, 0.2762294239207858, 0.16576902894511533]","[0.20218119424387032, 0.2997644444788235, 0.25250594295928935, 0.24554841831801688]",0.21803129640574714,0.23653005107953018,0.09718360922518399,1.395003086892674,0.487712057873453,0.18622531405564158,0.8311931764962824,0.4083355692412852,0.22329233475547622,"[-0.987892560509868, 0.7123491891564998, 0.9254211706198364]","[0.45333844747267565, -0.7160899825360929, 0.7743821049472146]","[-0.6660767238154575, 0.39338967145308223, 0.891695305006511]","[-0.7563162921469546, 0.5086977617555409, 0.8806040604373659]","[-1.361395662425703, 0.8716085613290623, 0.9294765326358737]",0.06920429500988322,0.3116248470780977,False
random,16,0,native32@CP5,native32,cp5,False,"[0.25, 0.25, 0.125, 0.375]","[0.08398422158154267, 0.49382326705670637, 0.2808094930037388, 0.1413830183580122]","[0.0, 0.5658384777845008, 0.24328384629768424, 0.19087767591781504]","[0.19808574192835837, 0.3027824607867764, 0.249783524962683, 0.2493482723221823]",0.20363233808980788,0.2292084436542587,0.09596921788830207,1.226595054900258,0.38545460508804397,0.09876579564848957,0.727380698286213,0.29284565438092036,0.22704542942692763,"[-0.9491915395276499, 0.8385059891477485, 0.6453054957383932]","[0.3842537806409525, -0.5226254048282793, 0.7826749025494303]","[-0.6464388741926426, 0.5294673272959887, 0.6764945916979275]","[-0.758798089187037, 0.6625569089370049, 0.6625640525862078]","[-1.1922630614765983, 0.9014938349727776, 0.7734378323718445]",0.07403749028866667,0.25981840301271847,False
random,16,0,native32@CP6,native32,cp6,False,"[0.25, 0.25, 0.125, 0.375]","[0.09278232260337393, 0.48007793466774845, 0.30849165856435107, 0.11864808416452667]","[0.0005833543637749905, 0.5556560602846388, 0.2674607149033131, 0.17629987044827328]","[0.20220171862721284, 0.29953686666300294, 0.2515916250769354, 0.2466697896328489]",0.2103798633556574,0.23206199984260079,0.09647883095979773,1.1804135112409153,0.581731887514425,0.3790752357355598,0.49930403102264587,0.5251132404835188,0.20890005267234743,"[-0.5261216684899271, 0.7701688263799251, 0.8261388898131922]","[0.40790826005692843, -0.31969988616873507, 0.8824051741733472]","[-0.33100276721894006, 0.5424951949225665, 0.8378929195797058]","[-0.4123016058577528, 0.6283066798989896, 0.8357873050589791]","[-1.2958427728508115, 0.8081627903857201, 0.9551126240086241]",0.06893620552696003,0.18213447553531878,False
random,16,0,native32@CPz,native32,cpz,False,"[0.25, 0.25, 0.125, 0.375]","[0.06791382540759276, 0.5104561776900204, 0.28775600121175693, 0.1338739956906299]","[0.0, 0.5822518327717566, 0.2388196354805636, 0.1789285317476797]","[0.19356563475437927, 0.3069352835927336, 0.2501450430532771, 0.2493540385996101]",0.2154205545898742,0.23679643708454542,0.09730705718946593,1.36296885640622,0.28035517685917205,0.19938299063262319,0.9495154618915095,0.18771589094199237,0.2301276240609233,"[-1.3371666230957058, 0.6531052982408669, 0.9145342671663493]","[0.7429400063922911, -0.6228842165605695, 0.7217520674995924]","[-0.8584766266582577, 0.35946486287296203, 0.8701697575958001]","[-0.9657565177889283, 0.48053177689514237, 0.8602797174376512]","[-1.2091837598736765, 0.6951890523738264, 0.879701329922706]",0.0801679636892395,0.41312303586210064,False
random,16,0,native32@Cz,native32,cz,False,"[0.25, 0.25, 0.125, 0.375]","[0.07913602639865407, 0.4974170209794526, 0.3365574794440547, 0.08688947317783868]","[0.0, 0.5752242931821985, 0.27835791565086987, 0.14641779116693177]","[0.19912781609844796, 0.3032787339110424, 0.2532574206800733, 0.2443360293104364]",0.23354545730952106,0.24700167882204987,0.09867831800596498,1.3417363901871528,0.2993190856410198,0.1425990717830175,1.013862866744185,0.21202050311696993,0.22812697461949702,"[-1.2644178119581553, 0.7123563785101056, 0.8580658074695261]","[0.5067614259093277, -0.7596123277864774, 0.42658029708766315]","[-0.8603640509145799, 0.37656061080809117, 0.7596323233939621]","[-0.9608737204356821, 0.49508591075840036, 0.7540536064452742]","[-1.2574278701491877, 0.7083194460327857, 0.7920690894489972]",0.07395467487276373,0.38751001227988646,False
random,16,0,native32@F1,native32,f1,False,"[0.25, 0.25, 0.125, 0.375]","[0.07914357051991663, 0.49777296135651405, 0.29185021112529996, 0.13123325699826938]","[0.0, 0.5707422228426976, 0.24813344603506732, 0.1811243311222351]","[0.1971751177943288, 0.30379293024365167, 0.2504604140670692, 0.24857153789495037]",0.21085811451085315,0.23351937501487227,0.09670653940190632,1.3043754705546153,0.35652544460291546,0.12764973457472592,0.8713765278841209,0.2837723116542587,0.22636447289737127,"[-1.604770028206905, 0.9508142678313247, 0.9226741645486816]","[0.18611675838146471, -0.177222056595272, 0.6891607186830353]","[-1.1993768847419617, 0.69546691984341, 0.8698150164608557]","[-1.297483494309152, 0.8022748906922333, 0.8659614661996639]","[-1.7546082732030237, 0.942196306834569, 0.9801503816457674]",0.07540822242527753,0.3459845236853678,False
