epoch,train_loss,train_ce_loss,train_consistency_loss,train_auxiliary_preservation_loss,train_auxiliary_residual_consistency_loss,train_auxiliary_gate_supervision_loss,validation_auxiliary_preservation_loss,validation_auxiliary_consistency_loss,validation_auxiliary_gate_target_mean,validation_auxiliary_gate_nontarget_mean,validation_auxiliary_gate_supervision_loss,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
1.0,1.426840943230523,1.426840943230523,0.0,0.0,0.0,0.0,2.6075254936586134e-05,5.2525283535942435e-06,0.2605440318584442,0.2605525553226471,0.8234711791122719,0.2644182381654727,0.25914522073168833,0.0010509844869375229,0.8777777777777778,6.450892358088527e-06
2.0,1.4116212924321492,1.4116212924321492,0.0,0.0,0.0,0.0,0.00010538778587942943,0.00010484710946911946,0.26777976751327515,0.26784420013427734,0.8154713398164954,0.2567261904761905,0.25460978835978837,0.0007878484320826828,0.39222222222222225,1.6722788633201854e-05
3.0,1.4154777180707012,1.4154777180707012,0.0,0.0,0.0,0.0,0.001613311585970223,0.002195163629949093,0.27207499742507935,0.27297791838645935,0.8183674604569191,0.2586111111111111,0.2531773686613288,0.0012813986977562308,0.4166666666666667,3.3002647113295634e-05
4.0,1.401123494218897,1.401123494218897,0.0,0.0,0.0,0.0,0.009708886034786701,0.024036597460508347,0.30544620752334595,0.3060743510723114,0.8348513962008417,0.4125122471554994,0.3607179632751167,0.010555434972047806,0.7655555555555555,5.880448399262659e-05
5.0,1.2838820627000598,1.2838820627000598,0.0,0.0,0.0,0.0,0.012035316787660122,0.028528964146971703,0.27831128239631653,0.27841997146606445,0.8767458895927583,0.4943616115325187,0.4504321231524403,0.03584327921271324,0.6222222222222222,9.969763961567034e-05
6.0,1.1885076178444756,1.1885076178444756,0.0,0.0,0.0,0.0,0.020072091370821,0.057633936405181885,0.2618596851825714,0.2581774592399597,0.9781687684930096,0.5358879846186262,0.4677885714675906,0.05673006922006607,0.6688888888888889,9.969763961567034e-05
7.0,1.1274969203383833,1.1274969203383833,0.0,0.0,0.0,0.0,0.012036596424877644,0.04642467200756073,0.23121103644371033,0.2266748994588852,1.0156644142670415,0.5476818197780587,0.4797424780712023,0.07092709094285965,0.6644444444444444,9.969763961567034e-05
8.0,1.0939205482270982,1.0939205482270982,0.0,0.0,0.0,0.0,0.010225538164377213,0.034054335206747055,0.19246837496757507,0.1861439049243927,1.0606669166264266,0.5823265644753477,0.5182623037333582,0.06766735762357712,0.6722222222222223,9.969763961567034e-05
9.0,1.0600030810744674,1.0600030810744674,0.0,0.0,0.0,0.0,0.0103554492816329,0.04582413658499718,0.17736831307411194,0.16815589368343353,1.1600667395431727,0.5910376720747296,0.518615598320613,0.07174474000930786,0.6488888888888888,9.969763961567034e-05
10.0,1.0253851903809441,1.0253851903809441,0.0,0.0,0.0,0.0,0.009235772304236889,0.044386327266693115,0.1990162581205368,0.18493683636188507,1.1237599721946299,0.6021445252142155,0.5356358961152471,0.08382545411586761,0.6333333333333333,9.969763961567034e-05
11.0,0.9976966557679353,0.9976966557679353,0.0,0.0,0.0,0.0,0.007201575208455324,0.042895782738924026,0.18066570162773132,0.17080380022525787,1.2320317854510983,0.6142336529006883,0.5513704669429228,0.08513046056032181,0.6744444444444444,9.969763961567034e-05
12.0,0.9806093784614845,0.9806093784614845,0.0,0.0,0.0,0.0,0.007650814484804869,0.04712725058197975,0.18169650435447693,0.17397768795490265,1.1290213712282557,0.5553907676639978,0.4974453340825023,0.0921054258942604,0.5844444444444444,9.969763961567034e-05
13.0,0.9608194627585235,0.9608194627585235,0.0,0.0,0.0,0.0,0.017805710434913635,0.08062775433063507,0.23265498876571655,0.22623054683208466,1.0400385528120917,0.6246482125298497,0.5322610073200044,0.08890805393457413,0.7044444444444444,9.969763961567034e-05
