epoch,train_loss,train_ce_loss,train_consistency_loss,train_auxiliary_preservation_loss,train_auxiliary_residual_consistency_loss,train_auxiliary_gate_supervision_loss,train_representation_contrastive_loss,train_representation_bilaterality_loss,validation_auxiliary_preservation_loss,validation_auxiliary_consistency_loss,validation_auxiliary_gate_target_mean,validation_auxiliary_gate_nontarget_mean,validation_auxiliary_gate_supervision_loss,validation_representation_alignment_loss,validation_representation_class_margin,validation_representation_bilaterality_balanced_accuracy,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
11.0,0.9825257797594423,0.9825257797594423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.02940786462736374,0.00959418234828779,0.4934567901234568,0.656717542843096,0.5614225429601536,0.07392307370901108,0.6733333333333333,9.969763961567034e-05
12.0,0.9568732328768129,0.9568732328768129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.033229044233426944,0.011473427027503452,0.4876543209876543,0.5843368538418318,0.5133458585007258,0.08462920784950256,0.5722222222222222,9.969763961567034e-05
13.0,0.9313531480012116,0.9313531480012116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04420956088027922,0.01525041712261005,0.4876543209876543,0.6298978525776092,0.5593139154219537,0.10402948409318924,0.6066666666666667,9.969763961567034e-05
14.0,0.9131540735562642,0.9131540735562642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04401971816414747,0.014772932345321349,0.47654320987654325,0.6643821551481949,0.5747167546549921,0.10330400615930557,0.6711111111111111,9.969763961567034e-05
15.0,0.8893730915917291,0.8893730915917291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04217724167495215,0.015044557506209167,0.48358024691358026,0.639946797302992,0.5721087348410356,0.09927956014871597,0.65,9.969763961567034e-05
16.0,0.8541931652139735,0.8541931652139735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04865193610341717,0.01737350884302005,0.49888888888888894,0.6401987638713302,0.5738559127764511,0.1067063957452774,0.66,9.969763961567034e-05
17.0,0.839017226519408,0.839017226519408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.047093118705505435,0.015503538925045529,0.47827160493827164,0.6277888397246804,0.5687392453294001,0.10386428236961365,0.6444444444444445,9.969763961567034e-05
18.0,0.8352293063093115,0.8352293063093115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.05305504793266768,0.01852012324987226,0.4876543209876543,0.6465947201151847,0.569380521218648,0.11295834928750992,0.6633333333333333,9.969763961567034e-05
19.0,0.8105734135486462,0.8105734135486462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.05608909619104616,0.0204473220820088,0.495679012345679,0.629982265767664,0.5613235121974061,0.12525440752506256,0.6566666666666666,9.969763961567034e-05
20.0,0.7780511201752557,0.7780511201752557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.06803224585717743,0.021501094378957065,0.4917283950617284,0.6354725470571709,0.5651328945622826,0.13618184626102448,0.6466666666666666,4.984881980783517e-05
