condition,batch_size,method,n_rows,n_target_views,n_repeats,mean_target_bias_rmse,p90_target_bias_rmse,worst_target_bias_rmse,mean_balanced_accuracy,worst_balanced_accuracy,mean_max_class_recall_gap,worst_class_recall_gap,mean_class_recall_gap,mean_nll,mean_ece_15
balanced,32,fixed_topology_shrinkage,960,48,20,0.18481969817863456,0.32618622749804416,0.633983507886963,0.46272091384863123,0.36744306418219463,0.10047841902461467,0.2523809523809524,0.05301554951690821,1.4196268066268787,0.19720813004159454
balanced,32,identity,48,48,1,1.3092777647878242,1.645791438748595,2.089566859974682,0.4197665056360709,0.30935127674258106,0.22961668967103746,0.4782608695652174,0.11243889463998159,1.7121568284914404,0.2956377650059144
balanced,32,operator_confusion_shrinkage,960,48,20,0.181597136112604,0.3235777797994682,0.6073736877468193,0.4620429678513918,0.36747757073844034,0.0976907925005751,0.25603864734299514,0.051335619392684606,1.421006529945353,0.19847983085013762
balanced,32,oracle,48,48,1,0.0,0.0,0.0,0.46317251840349666,0.3729641131815045,0.07132505175983436,0.19047619047619047,0.03776634748102139,1.4133290414216824,0.19623036249433187
balanced,32,topology_ridge,48,48,1,0.22257884504599754,0.36894403686722016,0.57945000043967,0.4611549631930067,0.3711870255348516,0.10729957441913963,0.2857142857142857,0.056694271911663215,1.4303348885601472,0.20185391974516456
balanced,32,uniform_prior_match,960,48,20,0.3310508643096445,0.5493530768422399,1.0086021427683074,0.46120251754083275,0.35722912353347136,0.14315850011502185,0.33816425120772947,0.07794071342305038,1.4321110432159267,0.19820217972267476
balanced,128,fixed_topology_shrinkage,960,48,20,0.14390317587532636,0.24771834261076695,0.4344106849617203,0.46360523421325056,0.3755003450655625,0.095238670347366,0.2285714285714286,0.04934090680354267,1.4134381787810955,0.19503341668258625
balanced,128,identity,48,48,1,1.3092777647878242,1.645791438748595,2.089566859974682,0.4197665056360709,0.30935127674258106,0.22961668967103746,0.4782608695652174,0.11243889463998159,1.7121568284914404,0.2956377650059144
balanced,128,operator_confusion_shrinkage,960,48,20,0.1391039574476238,0.25187714809640915,0.4405582991647216,0.46226332456291697,0.37449965493443754,0.09050631182424661,0.2142857142857143,0.046428697233724406,1.4157889050781143,0.1970080666686552
balanced,128,oracle,48,48,1,0.0,0.0,0.0,0.46317251840349666,0.3729641131815045,0.07132505175983436,0.19047619047619047,0.03776634748102139,1.4133290414216824,0.19623036249433187
balanced,128,topology_ridge,48,48,1,0.22257884504599754,0.36894403686722016,0.57945000043967,0.4611549631930067,0.3711870255348516,0.10729957441913963,0.2857142857142857,0.056694271911663215,1.4303348885601472,0.20185391974516456
balanced,128,uniform_prior_match,960,48,20,0.19189476763040314,0.3016209909100961,0.4538051278834952,0.4636559876063952,0.370703933747412,0.1123569415688981,0.28095238095238095,0.059354565648723254,1.4117745802984065,0.1932484965881721
random,16,fixed_topology_shrinkage,960,48,20,0.20087775663975094,0.3561474187180743,0.5974386502429821,0.46227743271221533,0.3721187025534851,0.10374949677938809,0.28095238095238095,0.05471212186565447,1.4258224262194923,0.1989719255541559
random,16,identity,48,48,1,1.3092777647878242,1.645791438748595,2.089566859974682,0.4197665056360709,0.30935127674258106,0.22961668967103746,0.4782608695652174,0.11243889463998159,1.7121568284914404,0.2956377650059144
random,16,operator_confusion_shrinkage,960,48,20,0.2008950067848441,0.36072593954498383,0.5828521377016989,0.4619872002242926,0.36972049689440994,0.1024328559926386,0.28095238095238095,0.05402067877271681,1.4264415137487527,0.1996101651591605
