condition,batch_size,repeat,target_view,montage,held_out_reference,stress_construction_uses_labels,true_batch_prior_audit_only,soft_mean_prior,weak_confusion_prior,regularized_confusion_prior,soft_mean_prior_rmse,weak_confusion_prior_rmse,regularized_confusion_prior_rmse,uniform_bias_rmse,fixed_shrinkage_bias_rmse,soft_mean_shrinkage_bias_rmse,weak_confusion_shrinkage_bias_rmse,candidate_bias_rmse,prior_match_weight,candidate_bias,target_reference_labels_used_for_candidate
balanced,128,7,native16@C2,native16,c2,True,"[0.25, 0.25, 0.25, 0.25]","[0.2051451417538412, 0.16226253337342872, 0.33183572283707874, 0.30075660203565135]","[0.26251755423967804, 0.17292660980938449, 0.25818897074799263, 0.30636686520294487]","[0.2535040304659595, 0.23936050492186856, 0.25093415067534824, 0.2562013139368237]",0.06888965731661824,0.048325147113942105,0.006418839791022461,0.19880673209804148,0.14509529676019225,0.09438627923700844,0.05537804977551242,0.1274850145005094,0.5167864901474042,"[-1.9772606402426993, -1.0515877514794736, 1.858056489657659]",False
balanced,128,7,native16@C3,native16,c3,True,"[0.25, 0.25, 0.25, 0.25]","[0.12272409802798874, 0.20020608402368667, 0.2943662190118871, 0.38270359893643713]","[0.1341075010832398, 0.23686725542774675, 0.24239159282876213, 0.38663365066025135]","[0.2345563083812624, 0.25117798400756153, 0.248882663120582, 0.2653830444905942]",0.0977972339219503,0.08990297914641408,0.010929109714867498,0.042519529527032765,0.1294893787820377,0.3290795122155532,0.30901006422155164,0.14959863758478592,0.4905989808444757,"[-0.6864142642512846, -1.767488455675331, 1.4157761766970147]",False
balanced,128,7,native16@C4,native16,c4,True,"[0.25, 0.25, 0.25, 0.25]","[0.22393573128477193, 0.1097509748317639, 0.3510101132570412, 0.31530318062642293]","[0.30966287859451624, 0.10530718375218849, 0.26262469810221045, 0.32240523955108485]","[0.2614533905390734, 0.2291064657229371, 0.25158776604005173, 0.25785237769793784]",0.09329614614820332,0.08645457170174528,0.01256881822145932,0.1752060113451723,0.08369311914383608,0.39110328969434605,0.4026652973521418,0.12101678029124587,0.48947150745059476,"[-2.1292106969719424, -0.4916293348629146, 1.7285351316297874]",False
balanced,128,7,native16@CP1,native16,cp1,True,"[0.25, 0.25, 0.25, 0.25]","[0.1625650814113009, 0.184572846840931, 0.34123127715656976, 0.3116307945911983]","[0.20757432968403616, 0.21628916154898792, 0.2555590248225748, 0.32057748394440105]","[0.2450631361732026, 0.24656354654828277, 0.25046012270906753, 0.2579131945694471]",0.0775356017141062,0.044577017979361526,0.004975243661658361,0.08691358099457729,0.12525647429238826,0.2951588291949754,0.16092179143036475,0.12593384024844126,0.5122288679786612,"[-1.020630763376451, -1.4298868904009157, 1.5141718830932598]",False
balanced,128,7,native16@CP2,native16,cp2,True,"[0.25, 0.25, 0.25, 0.25]","[0.18378231610259813, 0.16507891383829598, 0.35423088475770126, 0.29690788530140466]","[0.24501645569566238, 0.18830603016115655, 0.2599997853683539, 0.30667772877482724]","[0.2507988816611434, 0.24186639689217282, 0.25104968830983965, 0.2562850331368442]",0.07851878688639224,0.0422591477516864,0.0051816309812454525,0.06706366132501866,0.05501385549918275,0.19266664811099016,0.07994704466692291,0.043416521247913245,0.5151518299825409,"[-1.5719263632913454, -0.9227260187177106, 1.7443515753019636]",False
balanced,128,7,native16@CP3,native16,cp3,True,"[0.25, 0.25, 0.25, 0.25]","[0.16895839279865402, 0.1972448158763036, 0.3354884263715172, 0.29830836495352514]","[0.20910570789017222, 0.2290462876254015, 0.25556406409116605, 0.3062839403932603]","[0.24498071049096098, 0.2482339064947414, 0.2504542793470901, 0.2563311036672075]",0.06890722153313043,0.036435703454318014,0.004141304046281401,0.1238125332961403,0.1532604009280867,0.31685923573628005,0.202338691626999,0.15793167443168998,0.5045851515796478,"[-0.6766626624294944, -1.578297913319051, 1.2724919863293165]",False
balanced,128,7,native16@CP4,native16,cp4,True,"[0.25, 0.25, 0.25, 0.25]","[0.18952294741784753, 0.14903013903680298, 0.34606303097067576, 0.31538388257467365]","[0.2534606321634072, 0.16427549305718053, 0.25869226820081, 0.32357160657860223]","[0.2524782238776335, 0.23843161054175097, 0.2509645146848729, 0.2581256508957426]",0.08269755850652952,0.056676723367250485,0.007192456452809046,0.04985596978067596,0.07162137186280489,0.24103648156883153,0.2005271521976082,0.08036629273039403,0.5130942540814633,"[-1.7485071541974448, -0.46949655670623075, 1.7696112739617782]",False
balanced,128,7,native16@CPz,native16,cpz,True,"[0.25, 0.25, 0.25, 0.25]","[0.1809660708170667, 0.15514105214451496, 0.33615558617877495, 0.32773729085964376]","[0.23691079590188974, 0.17222276316224927, 0.25596854906338756, 0.3348978918724735]","[0.2500378911944699, 0.239914946719051, 0.250630808387065, 0.2594163536994142]",0.0825072342081121,0.058017026501600844,0.006906072900640804,0.06894442804277885,0.08126228824119354,0.22357756257819772,0.183023391648389,0.08744633956384912,0.5128096952624009,"[-1.3419498929664435, -1.112143401249135, 1.6922673406173916]",False
balanced,128,7,native16@Cz,native16,cz,True,"[0.25, 0.25, 0.25, 0.25]","[0.17655722095342927, 0.18242453059170682, 0.34129871132837963, 0.29971953712648447]","[0.22539217970986267, 0.2093660191820079, 0.2571620536007391, 0.3080797475073903]","[0.2476437509839401, 0.24518458679108274, 0.2506835124866889, 0.2564881497382882]",0.07205514020895602,0.037686925116181595,0.004222066737517513,0.0674330475364366,0.0995859705968805,0.16942021091686071,0.057252394623654904,0.09241835464478561,0.5115125758975229,"[-1.6061585559949851, -1.318984497470237, 1.7579665856570623]",False
balanced,128,7,native16@FC1,native16,fc1,True,"[0.25, 0.25, 0.25, 0.25]","[0.15791463351383586, 0.1609204862658872, 0.32805155786948864, 0.35311332235078824]","[0.2034777902133895, 0.18455030388314594, 0.25187081527508065, 0.36010109062838386]","[0.24520286962019372, 0.24241294816171768, 0.2501019859087915, 0.26228219630929706]",0.09102098304796105,0.06814273408179887,0.007606552484262263,0.07459700719625591,0.03561183497748946,0.2025728626928228,0.10066156962461827,0.029546438009413062,0.5145001050221327,"[-1.283580350197245, -1.536398979058109, 1.731808277681472]",False
balanced,128,7,native16@FC2,native16,fc2,True,"[0.25, 0.25, 0.25, 0.25]","[0.25351575081021044, 0.12813579286406557, 0.3327584827630009, 0.28558997356272303]","[0.3325342771345631, 0.11531740022436104, 0.2631407427658806, 0.28900757987519515]","[0.2643255954595862, 0.22986736358514995, 0.25170213942286657, 0.2541049015323973]",0.07579389515663294,0.08161736946356545,0.012552820693870145,0.21579423357400146,0.19472211107615267,0.20601047556690186,0.336692908128625,0.1937854963672407,0.5038166047471974,"[-2.3255611530930964, -1.0581660676937708, 2.066627273022772]",False
balanced,128,7,native16@FC3,native16,fc3,True,"[0.25, 0.25, 0.25, 0.25]","[0.1267499480059613, 0.17801879603266213, 0.330328247385121, 0.3649030085762555]","[0.16107527987339412, 0.21615918500117107, 0.24909349131407926, 0.37367204381135555]","[0.2387253577679057, 0.24772276984913313, 0.24966214498726055, 0.2638897273957006]",0.10003399140912177,0.07801987373076114,0.009018619735833337,0.0650926360966466,0.2754226188191534,0.5486444635139481,0.4214049662862698,0.29085204307598544,0.49248109517918504,"[-0.665209913821992, -1.6796135873730682, 1.4182892420512294]",False
balanced,128,7,native16@FC4,native16,fc4,True,"[0.25, 0.25, 0.25, 0.25]","[0.18309291241471004, 0.1239603715945028, 0.3353057698586244, 0.3576409461321628]","[0.24864574924169036, 0.1318574908986111, 0.2552160182428367, 0.36428074161686186]","[0.25253767939026256, 0.23420837691610005, 0.25062618165814493, 0.26262776203549243]",0.0990280187032201,0.0822295281554894,0.010193964560044169,0.1725696216497891,0.036287834205373126,0.31444662508976823,0.23861881858683537,0.04838110754424018,0.5181107940761368,"[-2.3190831707280295, -0.49841625549381313, 1.8560586320945107]",False
balanced,128,7,native16@Fz,native16,fz,True,"[0.25, 0.25, 0.25, 0.25]","[0.15124475408921162, 0.1475046548972505, 0.3286919842325224, 0.37255860678101554]","[0.19966564586866142, 0.1697097016416662, 0.2508445288769259, 0.37978012361274655]","[0.2450165201088063, 0.24052074432697035, 0.24999927616243772, 0.26446345940178567]",0.10182206887652982,0.08034872887957376,0.008998375107924205,0.08770158960186397,0.12070234904304902,0.3821997532762248,0.2572264120878867,0.13380617614907991,0.5123166234821035,"[-1.8517729120078044, -1.176866360813004, 1.943203267774365]",False
balanced,128,7,native16@Pz,native16,pz,True,"[0.25, 0.25, 0.25, 0.25]","[0.14040483090806227, 0.15315574884511807, 0.3070218528111621, 0.3994175674356573]","[0.17546079975022807, 0.17494044644926912, 0.2456065648325856, 0.40399218896791717]","[0.24158355900959633, 0.24183297948291907, 0.24938989742696543, 0.26719356408051914]",0.10835936879943435,0.09343838275678205,0.010410662491070267,0.11660782968000387,0.040591017850398044,0.3384762567643332,0.2322260665709801,0.060615323011260054,0.5154426503251877,"[-1.1178125151842258, -0.8797851270190181, 1.6759511518049564]",False
balanced,128,7,native32@C1,native32,c1,True,"[0.25, 0.25, 0.25, 0.25]","[0.2391969476683709, 0.19741895559508107, 0.4567982719454265, 0.1065858247911216]","[0.3184612970174843, 0.2481775673086877, 0.3900778827043124, 0.04328325296951542]","[0.26276287468304604, 0.24988287167090842, 0.2660258899474004, 0.2213283636986452]",0.1286610110919868,0.12946418150980896,0.017619567006768137,0.10533466332526936,0.08563803002611879,0.36272067834056604,0.3549358462775437,0.07437269022180525,0.5158012494071713,"[-0.6204881609032619, -0.8538184728701296, 1.5409335617105435]",False
balanced,128,7,native32@C2,native32,c2,True,"[0.25, 0.25, 0.25, 0.25]","[0.2632200714093971, 0.18512935209819445, 0.4437330299362973, 0.10791754655611122]","[0.3502670579947203, 0.22230406608565448, 0.3824676066040337, 0.044961269315591516]","[0.2686643685639742, 0.24460065727576483, 0.2651528219106249, 0.22158215224963623]",0.12460224888841562,0.13267356137752054,0.018806206677341845,0.1400722137026153,0.06876344323664685,0.3031836945056826,0.3413865627463755,0.058977601961961626,0.5167864901474042,"[-1.333507172979063, -0.3166895582128156, 1.7824777026844305]",False
balanced,128,7,native32@C3,native32,c3,True,"[0.25, 0.25, 0.25, 0.25]","[0.20339802895735098, 0.2501323011657946, 0.4478224417219876, 0.09864722815486661]","[0.2574644099447461, 0.3255232152391901, 0.3894843618323583, 0.027528012983705365]","[0.25041193507244275, 0.2643012637659631, 0.26631171519318064, 0.21897508596841347]",0.12670155997728733,0.13666486898490673,0.01892956139889625,0.07960548108761745,0.19550173639036642,0.4502871901928983,0.5126046431311673,0.21969439205659042,0.4905989808444757,"[-0.08540763957987421, -1.1380838292793987, 1.304990803786264]",False
balanced,128,7,native32@C4,native32,c4,True,"[0.25, 0.25, 0.25, 0.25]","[0.2813852238179967, 0.15682831924048737, 0.4567170820328699, 0.10506937490864578]","[0.3843695738518528, 0.18352637645027942, 0.38848552005798664, 0.04361852963988122]","[0.27549362836870633, 0.23735787334296102, 0.2656703384511891, 0.22147815983714358]",0.1354647855193493,0.145125355795166,0.0216148289795725,0.08653802672812118,0.18712366197464506,0.49510444593526864,0.5300421296557948,0.23393960001723055,0.48947150745059476,"[-1.5484005923060564, 0.12784662067764996, 1.7468915199782729]",False
balanced,128,7,native32@C5,native32,c5,True,"[0.25, 0.25, 0.25, 0.25]","[0.2609123673523302, 0.1984262500845917, 0.4168332278142283, 0.1238281547488498]","[0.3359812575275891, 0.2328160316587736, 0.36585274438240367, 0.0653499664312336]","[0.2658255544770212, 0.24647743576302505, 0.2633137901879504, 0.2243832195720033]",0.1078559130026765,0.1174793159367416,0.016555460443413685,0.12696213870420925,0.21167439088627304,0.2805057556673599,0.37562027301700657,0.22681958546212128,0.5036928550491309,"[0.3624832173991338, -1.1413408986087745, 1.0779610888001578]",False
balanced,128,7,native32@C6,native32,c6,True,"[0.25, 0.25, 0.25, 0.25]","[0.2052044220210817, 0.2280527853519003, 0.4814023409490348, 0.08534045167798344]","[0.27428130200838136, 0.30502699468576683, 0.4086206799942803, 0.012071023311571661]","[0.2540021926520687, 0.26075929052839697, 0.26834362788212585, 0.21689488893740852]",0.14417709100926798,0.14610635667316135,0.019775091283247892,0.11690549495954987,0.07976589699754238,0.40467259887378026,0.5166485642720894,0.0782936249902414,0.5170459012812614,"[-1.5252158632436847, 0.5723965983130739, 1.5308286222895806]",False
balanced,128,7,native32@CP1,native32,cp1,True,"[0.25, 0.25, 0.25, 0.25]","[0.22005096599290788, 0.20404883280642608, 0.46118600436605556, 0.1147141968346102]","[0.29129509953046245, 0.26254405512115114, 0.39097849585890093, 0.055182349489485305]","[0.2579010408431543, 0.2530440782949069, 0.2660692058590733, 0.22298567500286556]",0.12836494009523586,0.12215921149179508,0.01627640924054499,0.08418685307567471,0.11678905405349205,0.40777121703794483,0.36046291075713,0.11198986152822119,0.5122288679786612,"[-0.4122236975259629, -0.7494579165046612, 1.4720847887116555]",False
balanced,128,7,native32@CP2,native32,cp2,True,"[0.25, 0.25, 0.25, 0.25]","[0.24492251715462712, 0.18193188360703302, 0.45997298177983326, 0.11317261745850676]","[0.3295523176715017, 0.22657758311092102, 0.3896527537575436, 0.054217345460033685]","[0.2652376302086051, 0.24602236683594625, 0.26583490945262056, 0.22290509350282794]",0.12987439604479578,0.12719170600968274,0.017556232906187214,0.08769181331949459,0.04929789841869848,0.3445240164065803,0.3395126934366919,0.0386176687768714,0.5151518299825409,"[-1.0013039032160727, -0.1594933853180111, 1.7191513915835237]",False
balanced,128,7,native32@CP3,native32,cp3,True,"[0.25, 0.25, 0.25, 0.25]","[0.22021091504552454, 0.23141076221848342, 0.4669340596878524, 0.08144426304813965]","[0.29078726379193787, 0.3021834866452121, 0.40208061572950715, 0.004948633833342851]","[0.25670612614284793, 0.25970535622070734, 0.26771581771565955, 0.21587269992078523]",0.13847777082961743,0.14795725979729354,0.020110251584986825,0.12932863075096881,0.21096901591035536,0.4748792673507513,0.7211003155532238,0.22908263272234286,0.5045851515796478,"[-0.06733515220872675, -1.0248081262648734, 1.1846886453092562]",False
balanced,128,7,native32@CP4,native32,cp4,True,"[0.25, 0.25, 0.25, 0.25]","[0.2519939276329615, 0.18628173588360483, 0.4466222030703412, 0.11510213341309229]","[0.3347288905219672, 0.2270392551875271, 0.3825349300408753, 0.055696924249630346]","[0.2659871211459459, 0.2458332297656952, 0.26509104594808836, 0.22308860314027057]",0.12341162635601419,0.125524274164821,0.017499378313741668,0.08081835591561823,0.06629774444165676,0.32241301252141813,0.3471515870795445,0.08080396209747011,0.5130942540814633,"[-1.2053680625638283, 0.24252922053194326, 1.7224898298585052]",False
balanced,128,7,native32@CP5,native32,cp5,True,"[0.25, 0.25, 0.25, 0.25]","[0.2617041054194907, 0.1985309578889597, 0.41839326220710366, 0.121371674484446]","[0.3376845233096677, 0.23328771671706447, 0.3671730911807145, 0.06185466879255332]","[0.2661029055361239, 0.24652493658268973, 0.2634781681236715, 0.2238939897575149]",0.1091874366183952,0.11947392497170312,0.016841647924196353,0.08923961082861688,0.19834495377649197,0.2344841659358236,0.37162902442300455,0.20726746965349946,0.5048478055546486,"[0.41358387065203606, -0.9916096584467161, 0.9570200730030878]",False
balanced,128,7,native32@CP6,native32,cp6,True,"[0.25, 0.25, 0.25, 0.25]","[0.21807255420694, 0.24853145830533604, 0.4064517372283834, 0.12694425025934053]","[0.2644352289107067, 0.3075196377527928, 0.36212925312480304, 0.06591588021169759]","[0.2518042495585521, 0.26072651862788176, 0.26314371361493927, 0.2243255181986269]",0.10079853922006099,0.11177747662820676,0.015413060547019925,0.03770702526225706,0.15437410775864616,0.25589601628753444,0.365614251906308,0.16616238987696907,0.5049772634418144,"[-1.2599648421362004, 0.6459946783011309, 1.704915636301338]",False
balanced,128,7,native32@CPz,native32,cpz,True,"[0.25, 0.25, 0.25, 0.25]","[0.2311657894614001, 0.19833848261321238, 0.4619767316132589, 0.10851899631212868]","[0.3084405828009431, 0.25266377766587955, 0.3924048909333572, 0.046490748599820206]","[0.2610170253059802, 0.250947511243428, 0.2662542397034096, 0.22178122374718212]",0.13035974169129508,0.12759071850723513,0.017195728144596887,0.11677094430962849,0.11455584001923554,0.3158837294442545,0.3033472680483962,0.1008353316722183,0.5128096952624009,"[-0.7031066974147286, -0.459147089174702, 1.6230679908588577]",False
balanced,128,7,native32@Cz,native32,cz,True,"[0.25, 0.25, 0.25, 0.25]","[0.23413994201248317, 0.20912809313658756, 0.4490998610808857, 0.10763210377004377]","[0.3071276671556441, 0.26300733145552113, 0.3864096102978581, 0.04345539109097674]","[0.26041414611052327, 0.25258086852353356, 0.2656896818136938, 0.22131530355224932]",0.12432962918125189,0.1271819742310548,0.017205328006620852,0.1164765487539752,0.09499859124725275,0.33865394967620416,0.3549123887115824,0.08373523225614576,0.5115125758975229,"[-0.97958517698779, -0.5978176271247158, 1.7250664829594913]",False
balanced,128,7,native32@F1,native32,f1,True,"[0.25, 0.25, 0.25, 0.25]","[0.2465727948671614, 0.19782780819031318, 0.4620880875387822, 0.09351130940374307]","[0.33110416828933903, 0.2489146879115382, 0.39553681868071167, 0.024444325118411086]","[0.2648594729654944, 0.2497159764254167, 0.2667356999908122, 0.2186888506182767]",0.13435377785313526,0.14021001397834087,0.019244196112011544,0.06685556146394989,0.04236212783225632,0.30694709372690937,0.43451154074013143,0.06710415025697845,0.5120052450383625,"[-1.0492109408235912, -1.0156923633228279, 1.9550782217825597]",False
balanced,128,7,native32@F2,native32,f2,True,"[0.25, 0.25, 0.25, 0.25]","[0.23610103505353502, 0.23257460129641583, 0.41400812066370873, 0.11731624298634051]","[0.2951544267427077, 0.2841741150613261, 0.3673002384521481, 0.05337121974381824]","[0.25759207463230704, 0.2560898518131717, 0.2637051108991857, 0.22261296265533562]",0.10606656962194004,0.11792902055966963,0.016067091924224577,0.07227466972589484,0.14336452778099187,0.14650676502914747,0.2675777338211011,0.13572636365203805,0.5093127863246478,"[-1.872945259929141, -0.6092949035485784, 2.194105686047016]",False
balanced,128,7,native32@F3,native32,f3,True,"[0.25, 0.25, 0.25, 0.25]","[0.2933414139154601, 0.16836877959253604, 0.447422323298732, 0.09086748319327202]","[0.397411479770132, 0.19422913645062745, 0.387129468673041, 0.021229915106199513]","[0.27726880689896566, 0.2386992532119126, 0.26573393122688266, 0.21829800866223908]",0.1349452351394037,0.15490382218487217,0.02304271877564194,0.1288750121295833,0.09003290247863896,0.3793585103842415,0.5347387706492069,0.1429934511744912,0.5141611514003821,"[-0.6201428132515079, -1.1669309556635354, 1.818673008175826]",False
balanced,128,7,native32@F4,native32,f4,True,"[0.25, 0.25, 0.25, 0.25]","[0.19726618184228, 0.2934052067389112, 0.3775492617876222, 0.13177934963118607]","[0.21912462370400337, 0.3648242245401288, 0.3482120286083217, 0.0678391231475461]","[0.24248442646271526, 0.2712007706118724, 0.261861433132551, 0.22445336979286135]",0.09342082731614486,0.11933783874119513,0.018022766373602554,0.1040173359183811,0.29688369649253904,0.4068960216652591,0.48824916846063987,0.32873608600832593,0.48332976293170893,"[-2.2235489784717135, -0.28083313741315946, 2.1951884389437155]",False
balanced,128,7,native32@FC1,native32,fc1,True,"[0.25, 0.25, 0.25, 0.25]","[0.226270467628803, 0.20184476772127316, 0.4615523900097322, 0.11033237464019187]","[0.3007613154393284, 0.25836421886977634, 0.3919716334407485, 0.048902832250146765]","[0.2595839474238471, 0.2520979670670328, 0.2662076726017598, 0.2221104129073602]",0.12956029136549843,0.12574049355843903,0.01685801911110256,0.04579105862461243,0.07475016464021841,0.35178691642400944,0.3187042862528327,0.06840546679379196,0.5145001050221327,"[-0.7308569966646538, -0.8656932885644428, 1.7550144061393083]",False
balanced,128,7,native32@FC2,native32,fc2,True,"[0.25, 0.25, 0.25, 0.25]","[0.27633060994556213, 0.16927654558108793, 0.44923748226476734, 0.10515536220858228]","[0.3730419668706023, 0.19944699763275064, 0.38516278593277653, 0.042348249563870476]","[0.2731157178691139, 0.24023922367673942, 0.2653840309957362, 0.22126102745841042]",0.13027386590329426,0.14060864111073304,0.020568216496947477,0.21613298092118274,0.048725233872795384,0.3052654040361622,0.3749908837792199,0.0271138180516169,0.5038166047471974,"[-1.6190817823912158, -0.3070698653649723, 1.911979216842436]",False
balanced,128,7,native32@FC3,native32,fc3,True,"[0.25, 0.25, 0.25, 0.25]","[0.21854133181274144, 0.22634116876439808, 0.43951619042484513, 0.1156013089980155]","[0.2791206722352609, 0.28697696465759165, 0.38058800377514257, 0.053314359332004846]","[0.25504131651722217, 0.25722920014443096, 0.26508367921029463, 0.22264580412805227]",0.11782272984842929,0.12036795404267557,0.016228413487422412,0.13089828995703842,0.10188183423081298,0.3283263133193907,0.2890302441922743,0.1015565141258656,0.49248109517918504,"[-0.3296165136475759, -1.1427431135160935, 1.6556612427886057]",False
balanced,128,7,native32@FC4,native32,fc4,True,"[0.25, 0.25, 0.25, 0.25]","[0.2694372594975694, 0.16833511939019724, 0.4578693532414652, 0.10435826787076817]","[0.36610383231470267, 0.20220255369519943, 0.3897576899429056, 0.04193592404719231]","[0.2719510247144226, 0.24096597936487937, 0.26586897522231756, 0.22121402069838048]",0.13366763065194315,0.14016737080334885,0.02027262929301953,0.16541451431622262,0.07365615529163176,0.35561326355415435,0.38298109943247777,0.07994399878955269,0.5181107940761368,"[-1.8927048034486162, 0.01834593980129691, 1.8826289038074369]",False
balanced,128,7,native32@FC5,native32,fc5,True,"[0.25, 0.25, 0.25, 0.25]","[0.26302480984014015, 0.13503023597496402, 0.4722972578050173, 0.12964769637987864]","[0.3652205621062595, 0.16185318100633694, 0.3904864681421752, 0.08243978874522838]","[0.2730730426934961, 0.23441565228531658, 0.2655148471671047, 0.22699645785408268]",0.1390039928613963,0.13120452712996425,0.01965394761050349,0.16296360933718662,0.14044035776524852,0.49689964743410564,0.4329632211096364,0.1700036994216325,0.5074485962752081,"[0.2674078536208588, -0.9328987057213886, 1.2663160378666267]",False
balanced,128,7,native32@FC6,native32,fc6,True,"[0.25, 0.25, 0.25, 0.25]","[0.17773883990381154, 0.19665479786238763, 0.5420734622151837, 0.0835329000186171]","[0.25878133568180506, 0.2858929235417824, 0.43899617361788623, 0.01632956715852628]","[0.25241212354477216, 0.25856964540323946, 0.27138666766547015, 0.2176315633865183]",0.17398677288527264,0.15139917325010122,0.01990202505379011,0.04591754070871955,0.2825071354381247,0.6701301454425687,0.6171423964224777,0.3011162063120451,0.4787569149170778,"[-1.8399441450635652, 0.60219258749722, 1.6544211767035368]",False
balanced,128,7,native32@Fz,native32,fz,True,"[0.25, 0.25, 0.25, 0.25]","[0.2493187033412356, 0.21462946759719798, 0.4551621821297225, 0.08088964693184375]","[0.33095852343456106, 0.26947741597128555, 0.39532380590227134, 0.004240254691882048]","[0.2641924122041735, 0.25307419878067317, 0.2669291358679963, 0.21580425314715712]",0.13410944338362304,0.14870315499801517,0.02041335351171543,0.08092753890965798,0.06881051396056442,0.2840905639526284,0.6473499489014974,0.07785099504312738,0.5123166234821035,"[-1.5445234033828426, -0.8181198009245823, 2.0791564610144997]",False
balanced,128,7,native32@O1,native32,o1,True,"[0.25, 0.25, 0.25, 0.25]","[0.23134258037547936, 0.18422856204422255, 0.48837884074032817, 0.09605001683997032]","[0.319510449720787, 0.24129696322549135, 0.40801412651395663, 0.03117846053976505]","[0.26334759260192897, 0.24901024228720467, 0.2679480646363951, 0.21969410047447113]",0.14594438185957373,0.13942630291591357,0.018839575491772457,0.0876058851875407,0.07786830047488859,0.45015818047056666,0.4562624608708818,0.09747418411112646,0.5183585759407072,"[-0.5361824982643577, -0.5191867489808912, 1.628033064539414]",False
balanced,128,7,native32@O2,native32,o2,True,"[0.25, 0.25, 0.25, 0.25]","[0.22893198846526303, 0.20946525584134687, 0.4590262666563011, 0.10257648903708921]","[0.30298836538045754, 0.2675989532363347, 0.39261309781827, 0.03679958356493771]","[0.2596658912851699, 0.2535500932561312, 0.2663938356369591, 0.2203901798217398]",0.12991593275166238,0.1312539554243176,0.017688498483085607,0.043514327041390244,0.03012964418510584,0.36210670961150665,0.4109417117254865,0.04879803187147735,0.5268968892496471,"[-0.8151499029958812, 0.002062096469935503, 1.9718711652511156]",False
balanced,128,7,native32@P3,native32,p3,True,"[0.25, 0.25, 0.25, 0.25]","[0.2530749978868505, 0.1863236195861825, 0.43811020974596604, 0.12249117278100116]","[0.3332857942692209, 0.22423610842414887, 0.3766002526287649, 0.06587784467786537]","[0.2657735203236718, 0.24532492106416187, 0.2643927247417437, 0.2245088338704227]",0.11801280551707638,0.11992590804567894,0.01678995520091488,0.05983941910568501,0.07678455218717081,0.30831820362350426,0.3270691086078465,0.09013818110759918,0.5135716965547377,"[-0.0592071536939638, -0.8199826315683468, 1.2826035266765081]",False
balanced,128,7,native32@P4,native32,p4,True,"[0.25, 0.25, 0.25, 0.25]","[0.2111402244323468, 0.23984081392556356, 0.42305508781528833, 0.12596387382680158]","[0.26105898419832363, 0.3020307719412668, 0.3705376023818634, 0.06637264147854618]","[0.2515189940323101, 0.26006202410890333, 0.26399105864813394, 0.22442792321065264]",0.10833549191478542,0.11300201629377861,0.015437231823210301,0.0877536041660877,0.12003565790375488,0.22168485127606888,0.3183836556360607,0.12410318017220005,0.5090672282176574,"[-0.8906881421056222, 0.2208650494320222, 1.8438410697992587]",False
balanced,128,7,native32@PO3,native32,po3,True,"[0.25, 0.25, 0.25, 0.25]","[0.274904813594856, 0.1727344180326918, 0.4214433941922244, 0.13091737418022764]","[0.3607314984012593, 0.19588192188401118, 0.3655994158653405, 0.0777871638493891]","[0.27100461539351745, 0.23971306073023602, 0.2630841838889789, 0.22619813998726776]",0.11198630394073163,0.12063448615611691,0.017921630753615306,0.062316409059741944,0.12950939221475305,0.35513429818601994,0.41159695806280017,0.16546827899019692,0.5094557048166165,"[-0.16692589413360542, -0.7513656393752329, 1.354420899193956]",False
balanced,128,7,native32@PO4,native32,po4,True,"[0.25, 0.25, 0.25, 0.25]","[0.21860734904205004, 0.241323202361418, 0.4168529557018149, 0.12321649289471727]","[0.26964551598480774, 0.30066473648023645, 0.36795837577967244, 0.06173137175528337]","[0.2529312218838293, 0.25954516398339994, 0.26375684172684155, 0.22376677240592904]",0.10603625777508333,0.11435921106173177,0.015629580460635614,0.09748616764044604,0.13310349885312275,0.21597832879979328,0.34501287433842637,0.1398200848894525,0.5091974412747378,"[-0.8155881940860211, 0.33698176714247896, 1.933847409604049]",False
balanced,128,7,native32@Pz,native32,pz,True,"[0.25, 0.25, 0.25, 0.25]","[0.21935506786356695, 0.21013262412637365, 0.45694613186445165, 0.11356617614560795]","[0.28815110390242465, 0.26978895706997447, 0.3892973483729244, 0.05276259065467655]","[0.2571445171414834, 0.2542932996421055, 0.2659356453026794, 0.22262653791373166]",0.12646087271354517,0.12263100796686115,0.016376261514788954,0.0773692087202156,0.0534735820855323,0.31918822555416154,0.2915225822526915,0.03598576450582019,0.5154426503251877,"[-0.5590605566602587, -0.35339246059736507, 1.6481874535160206]",False
balanced,128,8,native16@C1,native16,c1,True,"[0.25, 0.25, 0.25, 0.25]","[0.19191247148681007, 0.15123420480570796, 0.33423518684045933, 0.32261813686702256]","[0.25068921761514706, 0.16351169165774512, 0.2567879798992653, 0.3290111108278425]","[0.252106684802791, 0.2383985230185534, 0.2507639749630348, 0.25873081721562075]",0.07984015871291873,0.05867183056243521,0.0073458017943256095,0.16190747659621232,0.11537462438416536,0.12566494104894527,0.08960898477413899,0.10027543472970095,0.5158012494071713,"[-1.2878399220899226, -1.4750765134104324, 1.589261002835668]",False
