condition,batch_size,repeat,target_view,montage,held_out_reference,stress_construction_uses_labels,true_batch_prior_audit_only,soft_mean_prior,weak_confusion_prior,regularized_confusion_prior,soft_mean_prior_rmse,weak_confusion_prior_rmse,regularized_confusion_prior_rmse,uniform_bias_rmse,fixed_shrinkage_bias_rmse,soft_mean_shrinkage_bias_rmse,weak_confusion_shrinkage_bias_rmse,candidate_bias_rmse,prior_match_weight,candidate_bias,target_reference_labels_used_for_candidate
random,128,9,native32@FC2,native32,fc2,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.2926197568568456, 0.14626135031851648, 0.45531084150213846, 0.10580805132249985]","[0.4014043114022997, 0.1662150194562182, 0.38711917869667123, 0.045261490444810884]","[0.2787921723482344, 0.23400743873930974, 0.26546628333158456, 0.22173410558087142]",0.13408411478041593,0.1404171341267289,0.01554364110102137,0.3638867491789955,0.11703511906953924,0.29478846878168113,0.3768367068860052,0.05495830291134444,0.5038166047471974,"[-1.6632176152403966, -0.20515897085721593, 1.8887597046213704]",False
random,128,9,native32@FC3,native32,fc3,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.251509463051108, 0.20224985855895752, 0.4358710178495239, 0.11036966054041035]","[0.32857698386744305, 0.24590417220339364, 0.37867277982453074, 0.046846064104632525]","[0.26435429904328445, 0.24903413031248792, 0.2648160102256922, 0.22179556041853554]",0.11916980756149646,0.12161339708285548,0.018896001476936947,0.276884088781186,0.1927677692514636,0.32500797291880595,0.287127335302962,0.16607051640618845,0.49248109517918504,"[-0.44660699143514393, -1.0487050941189529, 1.6215836568021673]",False
random,128,9,native32@FC4,native32,fc4,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.28171980711099787, 0.1483457994465411, 0.4560845764030815, 0.11384981703937956]","[0.38549801789522714, 0.1715181877240491, 0.38595600487226456, 0.05702778950845923]","[0.2760235922229048, 0.2353242784869213, 0.26527137939503564, 0.22338074989513823]",0.13193157717930457,0.13207207262238985,0.01512263043694352,0.2772588914369735,0.07063882506079133,0.3346473360287948,0.36320239332364873,0.011038276566250692,0.5181107940761368,"[-1.9275165007007196, 0.14338368722944408, 1.886192826125056]",False
random,128,9,native32@FC5,native32,fc5,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.2894494386369087, 0.1077309469321061, 0.48217953587629014, 0.12064007855469525]","[0.41022029708002444, 0.12184922940991678, 0.3962141645182561, 0.07171630899180269]","[0.2817119141791366, 0.22664661234581812, 0.2660709892008573, 0.2255704842741879]",0.14872449354046646,0.1432480601283788,0.0150539663252044,0.39862910429211607,0.1121186527730486,0.45736546713869886,0.41684118466885567,0.0861157193681906,0.5074485962752081,"[0.18496623447595933, -0.7810698216642484, 1.1571531239811494]",False
random,128,9,native32@FC6,native32,fc6,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.18389683829693296, 0.1842867844608012, 0.5445313164034574, 0.08728506083880844]","[0.2699340478296358, 0.2683024292034669, 0.4389277834800145, 0.022835739486882802]","[0.25477590862904287, 0.2553675520795827, 0.2712782212143977, 0.21857831807697664]",0.17846079149562444,0.14840910956699946,0.025225127792441418,0.10266450005572325,0.2685053911179697,0.6610434856207926,0.5852842649269375,0.2859513844350435,0.4787569149170778,"[-1.8294133035956017, 0.6492120718719001, 1.640329451400845]",False
random,128,9,native32@Fz,native32,fz,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.2681762742460571, 0.18530645365410736, 0.4652756452693682, 0.08124162683046675]","[0.36516006478290736, 0.2282543437738818, 0.3991465540247441, 0.007439037418466658]","[0.27108962302045253, 0.24539475793935175, 0.26717827399759436, 0.21633734504260144]",0.13986648919203137,0.14732731139307312,0.019477150855096725,0.2660209486539566,0.1736760359744783,0.28144609566063195,0.5865846006023323,0.14909874319215066,0.5123166234821035,"[-1.6217866491214836, -0.6814089521090546, 2.027343810855421]",False
random,128,9,native32@O1,native32,o1,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.26222160219925983, 0.16011578391541087, 0.484878855713927, 0.0927837581714024]","[0.36595984403482684, 0.20065673993998476, 0.40576749688406005, 0.027615919141128265]","[0.2721537304728966, 0.2409693017639939, 0.26762514952199407, 0.21925181824111556]",0.14756107490375894,0.14240089310705178,0.018023224226071152,0.24948694441118033,0.12884751693173918,0.4625419430207349,0.4620679878455101,0.10464228901534701,0.5183585759407072,"[-0.6788086261214737, -0.4530043294247379, 1.6240814549769769]",False
random,128,9,native32@O2,native32,o2,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.25800435359597473, 0.171793078951048, 0.463542365178043, 0.1066602022749341]","[0.35101677541627935, 0.21103643805669126, 0.39238141794988846, 0.04556536857714101]","[0.26924789509437824, 0.2428945885924806, 0.2661373686646081, 0.22172014764853312]",0.13399858365442383,0.12906448676918553,0.01738636414896562,0.2676575958844215,0.1520768264431307,0.3774454328070762,0.3752817537960754,0.11760955144005965,0.5268968892496471,"[-0.955241897257078, 0.12919642980581603, 1.965206660582452]",False
random,128,9,native32@P3,native32,p3,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.28777612828483906, 0.15322704864669132, 0.4435419252465196, 0.11545489782194998]","[0.3894203459028042, 0.17316947027945423, 0.37934836368010777, 0.058061820137633786]","[0.276537418428096, 0.23537438435198016, 0.264587014677526, 0.2235011825423979]",0.12573020458545875,0.13053956211754025,0.0147827933090284,0.29919026559544215,0.11521444245820794,0.2914306920949585,0.35233676000946307,0.05864930721869698,0.5135716965547377,"[-0.19089033999071145, -0.687566764539921, 1.2482705775826293]",False
random,128,9,native32@P4,native32,p4,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.23807961496854715, 0.20527839711332002, 0.431993653911697, 0.12464833400643593]","[0.3072165827231081, 0.2515742968216513, 0.3738551152077995, 0.06735400524744116]","[0.26064545417628016, 0.25051438873402376, 0.2641781926614195, 0.22466196442827652]",0.1146212524453062,0.11053640917292529,0.019207824825539583,0.20115803225797926,0.21425059783618475,0.220833342359382,0.2837324718773569,0.19634748631765628,0.5090672282176574,"[-0.9948097136963069, 0.3214563828242828, 1.8150662148148018]",False
random,128,9,native32@PO3,native32,po3,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.3111426408772385, 0.14200694609193246, 0.4243044692119376, 0.1225459438188914]","[0.41796355137933605, 0.14698977794585288, 0.3673995886678593, 0.0676470820069518]","[0.2818689215811369, 0.23007028613982394, 0.2632049627096427, 0.22485582956939648]",0.11927501813221242,0.1346005171107812,0.013793423831738328,0.30368694291150666,0.09315219698385704,0.3408858956504338,0.44249763952986665,0.09709672230475068,0.5094557048166165,"[-0.2880487109064596, -0.6472406618812038, 1.3250905143057357]",False
random,128,9,native32@PO4,native32,po4,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.25983095597211886, 0.19584390134857668, 0.421681971468848, 0.12264317121045654]","[0.33638143512688157, 0.2309633209672258, 0.368491723070706, 0.0641635208351866]","[0.26597781101342527, 0.24620458755562905, 0.263589576265367, 0.22422802516557871]",0.11005968022393303,0.11257931494744138,0.01698359872770451,0.29388481102865266,0.24917740180510256,0.22478623486847518,0.3101463435276444,0.223466191763697,0.5091974412747378,"[-0.9854770687404592, 0.4881011926629962, 1.9271732968773765]",False
random,128,9,native32@Pz,native32,pz,False,"[0.28125, 0.234375, 0.2421875, 0.2421875]","[0.24350762214846777, 0.17458641120043927, 0.4729174499283203, 0.10898851672277261]","[0.33282328577533504, 0.2207123883729456, 0.39688784599213084, 0.04957647985958852]","[0.26603356252829313, 0.245081897435936, 0.266599389782491, 0.22228515025327988]",0.1378200288206898,0.12637016349968758,0.01829085502530756,0.2387431886522397,0.1424529085743601,0.3134741084952839,0.3017343753859795,0.09788923319999715,0.5154426503251877,"[-0.6826779978718192, -0.2325557235907683, 1.5831423664788606]",False
random,128,10,native16@C1,native16,c1,False,"[0.2578125, 0.21875, 0.2890625, 0.234375]","[0.18304030869092056, 0.1698867266116863, 0.3316571058529678, 0.31541585884442497]","[0.2330505019840402, 0.189208261558575, 0.2557570157665883, 0.32198422069079646]","[0.24912805622142672, 0.24228857754020552, 0.2505826697288, 0.25800069650956775]",0.06395393132832874,0.05067174184383905,0.025828061626949617,0.08193487869219125,0.08858200845881654,0.12470714809614013,0.08897127870313717,0.08179301047301095,0.5158012494071713,"[-1.2482190048793425, -1.5477891369659094, 1.592400089507611]",False
random,128,10,native16@C2,native16,c2,False,"[0.2578125, 0.21875, 0.2890625, 0.234375]","[0.19849268428011357, 0.16766837078376118, 0.3357737024775226, 0.2980652424586025]","[0.2543988005142245, 0.1827276519662105, 0.25829881208739497, 0.30457473543217006]","[0.2521832755732006, 0.24087983273588146, 0.2509115708513138, 0.2560253208396041]",0.05560251073863093,0.04237826757542561,0.02472674388153055,0.1533171978448685,0.16217452277033026,0.05248708318356916,0.09651413236098375,0.15016498506438936,0.5167864901474042,"[-1.897472862433758, -1.0572003846272375, 1.8022290472959788]",False
random,128,10,native16@C3,native16,c3,False,"[0.2578125, 0.21875, 0.2890625, 0.234375]","[0.13795477471384626, 0.1851114695771215, 0.29578551750491744, 0.3811482382041148]","[0.15795754424043237, 0.21348616694712072, 0.24404764478403623, 0.3845086440284107]","[0.2383276161247634, 0.24744085016289602, 0.24914443102001038, 0.26508710269233027]",0.09628734010382059,0.09295855042372045,0.030575770904331487,0.05859945293425702,0.16862088802835065,0.31777377374191357,0.2866205999871905,0.1800125489758421,0.4905989808444757,"[-0.7050667750141002, -1.6988534965061395, 1.4017255436929832]",False
random,128,10,native16@C4,native16,c4,False,"[0.2578125, 0.21875, 0.2890625, 0.234375]","[0.21634050120492165, 0.10307778645209528, 0.36207782907354186, 0.3185038832694412]","[0.30709658152039443, 0.10179286194067615, 0.2636508316229106, 0.32745972491601893]","[0.26119325066200005, 0.22870134927157254, 0.25168666112065524, 0.2584187389457722]",0.08292902831791157,0.07971576339836228,0.022833711600343386,0.21564779205755943,0.1076282011427667,0.3723688032532393,0.40181773484951067,0.13773662854652016,0.48947150745059476,"[-2.0273034109108363, -0.4414486687360461, 1.6389870022835065]",False
random,128,10,native16@CP1,native16,cp1,False,"[0.2578125, 0.21875, 0.2890625, 0.234375]","[0.16512683091620617, 0.1848507900513926, 0.3352158172024216, 0.3148065618299797]","[0.20807038328348426, 0.21442646768050222, 0.25472638510335166, 0.32277676393266186]","[0.24516657441715556, 0.24630090288013995, 0.25037906102151436, 0.2581534616811902]",0.0677110672561131,0.05358827241047972,0.02729833041819497,0.07871023834986898,0.11769794068100976,0.2676019069186543,0.14541098980783218,0.11626358426687236,0.5122288679786612,"[-0.9916730331193853, -1.4291163060794374, 1.51977478599063]",False
random,128,10,native16@CP2,native16,cp2,False,"[0.2578125, 0.21875, 0.2890625, 0.234375]","[0.17281657509619464, 0.17587099381874474, 0.34896021379203673, 0.30235221729302386]","[0.2260622863459099, 0.20402471007118766, 0.2579988756923993, 0.31191412789050305]","[0.24786181385054237, 0.24445241950108115, 0.25077487935269216, 0.2569108872956844]",0.06571064337259448,0.045282930944538856,0.0261411487605772,0.13012326475241928,0.09056787783583255,0.16457373562722752,0.08152747144646258,0.08455165689766718,0.5151518299825409,"[-1.4785404089209377, -0.9500880444037867, 1.726788325541415]",False
random,128,10,native16@CP3,native16,cp3,False,"[0.2578125, 0.21875, 0.2890625, 0.234375]","[0.17168950496711613, 0.19742660224932473, 0.33983641949489996, 0.29104747328865926]","[0.2142428579805682, 0.22949672040645752, 0.2567160611299293, 0.299544360483045]","[0.24567415608273538, 0.24816451713506224, 0.25058633122493285, 0.25557499555726965]",0.05844146151191811,0.042740915287755296,0.027121986406688444,0.1202975127985577,0.14012712184641626,0.29294060424989893,0.17991804330480193,0.1434456903401541,0.5045851515796478,"[-0.6444846571967267, -1.5790178948796327, 1.2326138888397582]",False
random,128,10,native16@CP4,native16,cp4,False,"[0.2578125, 0.21875, 0.2890625, 0.234375]","[0.19108266018171735, 0.1433190865483533, 0.3437704126500571, 0.32182784061987246]","[0.25613482246643704, 0.15601694804821553, 0.2582866175622617, 0.32956161192308575]","[0.25302484104694245, 0.23725699009184648, 0.2509389574973181, 0.2587792113638929]",0.07208267695038553,0.059046372535299596,0.02456827418520606,0.10673482788452329,0.0980849873673828,0.23923858755093186,0.22153037280070698,0.1026243153519744,0.5130942540814633,"[-1.7040483194677263, -0.4406228553013984, 1.7611566295921908]",False
random,128,10,native16@CPz,native16,cpz,False,"[0.2578125, 0.21875, 0.2890625, 0.234375]","[0.18569546042217328, 0.15852089120201462, 0.32943687122345433, 0.32634677715235766]","[0.23881830367629317, 0.17346972464999658, 0.2553414893497936, 0.33237048232391664]","[0.25026323807181583, 0.2400332315651747, 0.25057220969073735, 0.2591313206722722]",0.06877010722021891,0.057339567370455535,0.02551639258808379,0.062276222058252,0.07951350539298821,0.22021068009017686,0.19153267435329893,0.08686839802119317,0.5128096952624009,"[-1.3352494063482816, -1.1129358408961307, 1.6999979853863538]",False
random,128,10,native16@Cz,native16,cz,False,"[0.2578125, 0.21875, 0.2890625, 0.234375]","[0.1723798394184159, 0.19303833477776136, 0.34540965334035684, 0.28917217246346616]","[0.21879266826015994, 0.22506364259015185, 0.2577368760306182, 0.29840681311907]","[0.24639806992447713, 0.2474556565801064, 0.2507075428376898, 0.25543873065772676]",0.059450738057027455,0.040754684271100135,0.026781931510758868,0.08325307911151517,0.09203588274555664,0.12899486292279178,0.057521004596756437,0.08703533453022436,0.5115125758975229,"[-1.5419260202260467, -1.3553309022438815, 1.7079759092034907]",False
