probe_seed,test_view,true_class,predicted_class,car_fraction,shifted_fraction,fraction_change
7,fcz,both_feet,both_fists,0.3554083885209713,0.4326710816777042,0.0772626931567329
7,fcz,both_feet,both_feet,0.5342163355408388,0.41721854304635764,-0.11699779249448117
7,random_linear,left_fist,left_fist,0.541019955654102,0.5609756097560976,0.019955654101995624
7,random_linear,left_fist,right_fist,0.026607538802660754,0.028824833702882482,0.0022172949002217286
7,random_linear,left_fist,both_fists,0.3237250554323725,0.3170731707317073,-0.006651884700665189
7,random_linear,left_fist,both_feet,0.10864745011086474,0.09312638580931264,-0.015521064301552104
7,random_linear,right_fist,left_fist,0.035634743875278395,0.044543429844097995,0.0089086859688196
7,random_linear,right_fist,right_fist,0.5011135857461024,0.5189309576837416,0.017817371937639215
7,random_linear,right_fist,both_fists,0.33407572383073497,0.32516703786191536,-0.008908685968819607
7,random_linear,right_fist,both_feet,0.1291759465478842,0.111358574610245,-0.0178173719376392
7,random_linear,both_fists,left_fist,0.044444444444444446,0.057777777777777775,0.013333333333333329
7,random_linear,both_fists,right_fist,0.09777777777777778,0.10222222222222223,0.004444444444444445
7,random_linear,both_fists,both_fists,0.7066666666666667,0.7088888888888889,0.0022222222222222365
7,random_linear,both_fists,both_feet,0.1511111111111111,0.13111111111111112,-0.01999999999999999
7,random_linear,both_feet,left_fist,0.07505518763796909,0.09050772626931568,0.015452538631346588
7,random_linear,both_feet,right_fist,0.03532008830022075,0.05739514348785872,0.02207505518763797
7,random_linear,both_feet,both_fists,0.3554083885209713,0.3509933774834437,-0.004415011037527561
7,random_linear,both_feet,both_feet,0.5342163355408388,0.5011037527593819,-0.0331125827814569
21,cz,left_fist,left_fist,0.6651884700665188,0.4678492239467849,-0.1973392461197339
21,cz,left_fist,right_fist,0.022172949002217297,0.037694013303769404,0.015521064301552107
21,cz,left_fist,both_fists,0.2106430155210643,0.37915742793791574,0.16851441241685144
21,cz,left_fist,both_feet,0.10199556541019955,0.11529933481152993,0.013303769401330379
21,cz,right_fist,left_fist,0.10244988864142539,0.04899777282850779,-0.053452115812917596
21,cz,right_fist,right_fist,0.46325167037861914,0.4365256124721604,-0.026726057906458767
21,cz,right_fist,both_fists,0.2828507795100223,0.37193763919821826,0.08908685968819596
21,cz,right_fist,both_feet,0.1514476614699332,0.14253897550111358,-0.008908685968819607
21,cz,both_fists,left_fist,0.1688888888888889,0.035555555555555556,-0.13333333333333333
21,cz,both_fists,right_fist,0.08,0.08444444444444445,0.004444444444444445
21,cz,both_fists,both_fists,0.6133333333333333,0.7266666666666667,0.1133333333333334
21,cz,both_fists,both_feet,0.13777777777777778,0.15333333333333332,0.015555555555555545
21,cz,both_feet,left_fist,0.17880794701986755,0.0728476821192053,-0.10596026490066225
21,cz,both_feet,right_fist,0.04194260485651214,0.046357615894039736,0.0044150110375275955
21,cz,both_feet,both_fists,0.2847682119205298,0.3620309050772627,0.0772626931567329
21,cz,both_feet,both_feet,0.49448123620309054,0.5187637969094923,0.024282560706401723
21,pz,left_fist,left_fist,0.6651884700665188,0.5543237250554324,-0.11086474501108645
21,pz,left_fist,right_fist,0.022172949002217297,0.028824833702882482,0.006651884700665186
21,pz,left_fist,both_fists,0.2106430155210643,0.2616407982261641,0.0509977827050998
21,pz,left_fist,both_feet,0.10199556541019955,0.15521064301552107,0.053215077605321515
21,pz,right_fist,left_fist,0.10244988864142539,0.06904231625835189,-0.0334075723830735
21,pz,right_fist,right_fist,0.46325167037861914,0.46325167037861914,0.0
