epoch,train_loss,train_ce_loss,train_consistency_loss,validation_car_balanced_accuracy,validation_balanced_accuracy,learning_rate
1.0,1.4333993366786413,1.4333993366786413,0.0,0.26588765724965946,0.2727913042152182,6.45769549087854e-06
2.0,1.3733360659130036,1.3733360659130036,0.0,0.3026810175621355,0.30133692540996954,1.6733570872048158e-05
3.0,1.3027163193717834,1.3027163193717834,0.0,0.43518942511038555,0.43211847493946126,3.301973581024263e-05
4.0,1.1741680544898623,1.1741680544898623,0.0,0.4222110314871678,0.42103061174627365,5.883156775208591e-05
5.0,1.0243147493544078,1.0243147493544078,0.0,0.4718323728233459,0.46319441516452287,9.974056448166367e-05
6.0,0.9082415623513479,0.9082415623513479,0.0,0.45655186474951576,0.4544450510711832,9.974056448166367e-05
7.0,0.7647730503763471,0.7647730503763471,0.0,0.48295122398544665,0.47469288918902336,9.974056448166367e-05
8.0,0.650192209122673,0.650192209122673,0.0,0.5122048844706268,0.5070210044591837,9.974056448166367e-05
9.0,0.5487862389428275,0.5487862389428275,0.0,0.5085910711314114,0.5066736089219132,9.974056448166367e-05
10.0,0.5033659204225691,0.5033659204225691,0.0,0.5136773543398205,0.5096326920234231,9.974056448166367e-05
11.0,0.4270083359309605,0.4270083359309605,0.0,0.5311611769651094,0.5219494589821464,9.974056448166367e-05
12.0,0.36717066405311466,0.36717066405311466,0.0,0.506938107408575,0.5067269961016225,9.974056448166367e-05
13.0,0.3421057048014232,0.3421057048014232,0.0,0.49038342922105543,0.48327759931410724,9.974056448166367e-05
14.0,0.29017357097731694,0.29017357097731694,0.0,0.488349711337805,0.48296357667181816,9.974056448166367e-05
15.0,0.2567036317076002,0.2567036317076002,0.0,0.5011727984378264,0.5057864044746307,9.974056448166367e-05
16.0,0.23783271485850924,0.23783271485850924,0.0,0.5002680966888615,0.4943028271482563,9.974056448166367e-05
17.0,0.21025398917614468,0.21025398917614468,0.0,0.537523617768074,0.5286737314422442,9.974056448166367e-05
18.0,0.17872551778006177,0.17872551778006177,0.0,0.5271156637611651,0.522300728898672,9.974056448166367e-05
19.0,0.18102408843381065,0.18102408843381065,0.0,0.5139740412155458,0.5084136567666189,9.974056448166367e-05
20.0,0.14813283786887213,0.14813283786887213,0.0,0.49575534173148084,0.4919137861606522,9.974056448166367e-05
