montage,car_view,n_subjects,n_trials,oof_accuracy,oof_balanced_accuracy,soft_confusion_condition_number,source_prior,soft_confusion
native16,native16@car,5,450,0.46,0.460078223767383,80.57681951634,"[0.2511111111111111, 0.24888888888888888, 0.24888888888888888, 0.2511111111111111]","[[0.38607385322426807, 0.13188313055331372, 0.25075395929174543, 0.20494698557224936], [0.12943542198244862, 0.4019257363887074, 0.23798918515942882, 0.21910134511094773], [0.26802304171017133, 0.2415909382045315, 0.26402770437051326, 0.23788916040450947], [0.21646768308311176, 0.2246001948534473, 0.2472291511783122, 0.33806250891229345]]"
native32,native32@car,5,450,0.5088888888888888,0.5087112831858407,18.65955652459813,"[0.2511111111111111, 0.24888888888888888, 0.24888888888888888, 0.2511111111111111]","[[0.45229053991474605, 0.10518826875690993, 0.2395962459014093, 0.19355335146366182], [0.11305881609871149, 0.446243675386852, 0.250858373401462, 0.18112090674359724], [0.2383754064490737, 0.24312043196913807, 0.2903182280895992, 0.2023511239877787], [0.19627523753746867, 0.20544762388709994, 0.21922715260752942, 0.42297461780496215]]"
