held_out_reference,batch_size,prior_match_mse_from_source_subjects,nested_topology_mse,prior_match_weight,topology_weight,n_source_views,n_random_source_resamples,target_reference_labels_used
c1,16,0.27550366144193905,0.06689880244036543,0.1953806105301884,0.8046193894698116,46,20,False
c1,32,0.0935485763935433,0.06689880244036543,0.4169516693047224,0.5830483306952776,46,20,False
c1,64,0.041441221533908,0.06689880244036543,0.6174892711510873,0.3825107288489127,46,20,False
c1,128,0.023154456488749024,0.06689880244036543,0.7428804158328676,0.25711958416713243,46,20,False
c1,256,0.007588607864655486,0.06689880244036543,0.8981222755150079,0.1018777244849921,46,20,False
c1,450,7.152894909445615e-05,0.06689880244036543,0.9989319307877023,0.0010680692122977398,46,1,False
c2,16,0.2749023505818988,0.06661447911025661,0.19505474787378166,0.8049452521262184,46,20,False
c2,32,0.09346984423946027,0.06661447911025661,0.4161211898602464,0.5838788101397536,46,20,False
c2,64,0.0413395275134599,0.06661447911025661,0.6170635180076959,0.3829364819923041,46,20,False
c2,128,0.02297643316378441,0.06661447911025661,0.7435405826262377,0.2564594173737623,46,20,False
c2,256,0.007536331763833707,0.06661447911025661,0.8983648098382826,0.1016351901617174,46,20,False
c2,450,7.153391169620046e-05,0.06661447911025661,0.9989273026163275,0.0010726973836725495,46,1,False
c3,16,0.2787385878638324,0.06555495851186816,0.1904042617177993,0.8095957382822007,46,20,False
c3,32,0.09399284188763543,0.06555495851186816,0.41087973853428394,0.589120261465716,46,20,False
c3,64,0.041852880829207906,0.06555495851186816,0.6103368144637644,0.3896631855362356,46,20,False
c3,128,0.023211892104318604,0.06555495851186816,0.7385072023712658,0.26149279762873423,46,20,False
c3,256,0.00765074566234452,0.06555495851186816,0.8954897606867148,0.10451023931328518,46,20,False
c3,450,7.206664191715707e-05,0.06555495851186816,0.9989018755345336,0.0010981244654664213,46,1,False
c4,16,0.27415098206405925,0.061583634497318185,0.18342950491094132,0.8165704950890587,46,20,False
c4,32,0.09339071369727213,0.061583634497318185,0.397379535482814,0.602620464517186,46,20,False
c4,64,0.041470128541421666,0.061583634497318185,0.5975874405883436,0.40241255941165643,46,20,False
c4,128,0.023062108825311952,0.061583634497318185,0.7275455572832535,0.27245444271674646,46,20,False
c4,256,0.007561159146162295,0.061583634497318185,0.8906474551771951,0.10935254482280488,46,20,False
c4,450,7.128240642672531e-05,0.061583634497318185,0.9988438487957415,0.0011561512042584932,46,1,False
c5,16,0.2719795371221967,0.06458984886554195,0.19190648809602362,0.8080935119039764,47,20,False
c5,32,0.09304288546732518,0.06458984886554195,0.40974895943345113,0.5902510405665489,47,20,False
c5,64,0.04114629034258762,0.06458984886554195,0.6108587787417145,0.38914122125828554,47,20,False
c5,128,0.02289578133297403,0.06458984886554195,0.7382909481131862,0.2617090518868138,47,20,False
c5,256,0.007506238106928867,0.06458984886554195,0.8958856378738689,0.10411436212613112,47,20,False
c5,450,7.129349957153207e-05,0.06458984886554195,0.9988974290127914,0.001102570987208562,47,1,False
c6,16,0.2689247938447155,0.06783791574800907,0.20144129327754595,0.798558706722454,47,20,False
c6,32,0.09267440594796052,0.06783791574800907,0.42263369585110466,0.5773663041488953,47,20,False
c6,64,0.040551191714784746,0.06783791574800907,0.6258739216142678,0.3741260783857322,47,20,False
c6,128,0.022653820649401496,0.06783791574800907,0.7496586809881378,0.2503413190118622,47,20,False
c6,256,0.0074831917076758955,0.06783791574800907,0.9006494731629031,0.09935052683709689,47,20,False
c6,450,7.07446644958633e-05,0.06783791574800907,0.9989582379616072,0.0010417620383927906,47,1,False
cp1,16,0.2734039004477616,0.06524391609604777,0.1926600819751851,0.8073399180248149,46,20,False
cp1,32,0.09311126097289822,0.06524391609604777,0.41200999742270084,0.5879900025772992,46,20,False
cp1,64,0.041570767056259735,0.06524391609604777,0.6108141144136167,0.38918588558638334,46,20,False
cp1,128,0.022977196874291644,0.06524391609604777,0.7395499093055339,0.2604500906944661,46,20,False
cp1,256,0.00756410523213343,0.06524391609604777,0.8961089026435931,0.10389109735640689,46,20,False
cp1,450,7.129782508440567e-05,0.06524391609604777,0.9989084040179292,0.0010915959820707588,46,1,False
cp2,16,0.2727520422503923,0.06750116371533066,0.19838509243063743,0.8016149075693626,46,20,False
cp2,32,0.0931982696389507,0.06750116371533066,0.4200460593194263,0.5799539406805737,46,20,False
cp2,64,0.04129036192999743,0.06750116371533066,0.6204634351336482,0.3795365648663518,46,20,False
cp2,128,0.022974639857856576,0.06750116371533066,0.7460686841065518,0.2539313158934482,46,20,False
cp2,256,0.007525227075377062,0.06750116371533066,0.8996989326546535,0.1003010673453465,46,20,False
cp2,450,7.113928928058077e-05,0.06750116371533066,0.9989472123027133,0.0010527876972866723,46,1,False
cp3,16,0.276117188724685,0.061490921457909554,0.18213697954309313,0.8178630204569068,46,20,False
cp3,32,0.09330784598936108,0.061490921457909554,0.3972313376387529,0.6027686623612472,46,20,False
cp3,64,0.04160722716210403,0.061490921457909554,0.5964308989150251,0.4035691010849749,46,20,False
cp3,128,0.023238025910472228,0.061490921457909554,0.7257368746782763,0.2742631253217237,46,20,False
cp3,256,0.007587547488183367,0.061490921457909554,0.890160456594594,0.10983954340540603,46,20,False
cp3,450,7.178820774452282e-05,0.061490921457909554,0.9988339011045094,0.0011660988954905749,46,1,False
cp4,16,0.2726815301159688,0.06696145643637688,0.19715247800665772,0.8028475219933423,46,20,False
cp4,32,0.09244095711940085,0.06696145643637688,0.42007805868601783,0.5799219413139822,46,20,False
cp4,64,0.04084226982249425,0.06696145643637688,0.6211423181753576,0.3788576818246424,46,20,False
cp4,128,0.02293035307857776,0.06696145643637688,0.7449116532161587,0.2550883467838413,46,20,False
cp4,256,0.007558862633988341,0.06696145643637688,0.8985664215037653,0.10143357849623469,46,20,False
cp4,450,7.103746101725316e-05,0.06696145643637688,0.9989402533474887,0.0010597466525112953,46,1,False
cp5,16,0.27065137343767226,0.0637429312378154,0.1906220600846495,0.8093779399153505,47,20,False
cp5,32,0.09280315129460871,0.0637429312378154,0.40718317703423107,0.5928168229657689,47,20,False
cp5,64,0.04104083400843296,0.0637429312378154,0.6083283139140453,0.3916716860859547,47,20,False
cp5,128,0.02282336418185603,0.0637429312378154,0.7363481471488542,0.2636518528511458,47,20,False
cp5,256,0.007456704506767306,0.0637429312378154,0.8952704683277167,0.10472953167228327,47,20,False
cp5,450,7.108367161720903e-05,0.0637429312378154,0.9988860805621134,0.0011139194378866346,47,1,False
cp6,16,0.26804503526438406,0.06387505503113193,0.19244106307112208,0.8075589369288779,47,20,False
cp6,32,0.09259456456813618,0.06387505503113193,0.40822656305244004,0.59177343694756,47,20,False
cp6,64,0.04064589042301896,0.06387505503113193,0.6111220555228457,0.3888779444771543,47,20,False
cp6,128,0.022643460750470662,0.06387505503113193,0.7382819094166014,0.26171809058339857,47,20,False
cp6,256,0.007471992800337985,0.06387505503113193,0.8952725722024587,0.1047274277975413,47,20,False
cp6,450,7.06290918917891e-05,0.06387505503113193,0.9988954830515863,0.0011045169484137363,47,1,False
cpz,16,0.273386908660937,0.06714348782259263,0.1971732582933757,0.8028267417066243,46,20,False
cpz,32,0.09310312458981988,0.06714348782259263,0.4190009811239653,0.5809990188760348,46,20,False
cpz,64,0.041293017321768946,0.06714348782259263,0.6191963465919939,0.38080365340800615,46,20,False
cpz,128,0.023066028640553557,0.06714348782259263,0.7443060383770391,0.2556939616229609,46,20,False
cpz,256,0.0075433502941635155,0.06714348782259263,0.8990002725464,0.10099972745359997,46,20,False
cpz,450,7.119214846770428e-05,0.06714348782259263,0.9989408244077281,0.001059175592271866,46,1,False
cz,16,0.2752823012009339,0.06696572363287225,0.19566431001432502,0.804335689985675,46,20,False
cz,32,0.09328665229712647,0.06696572363287225,0.41787663517777823,0.5821233648222217,46,20,False
cz,64,0.04143332415398766,0.06696572363287225,0.6177704048152146,0.3822295951847854,46,20,False
cz,128,0.02309432629197461,0.06696572363287225,0.7435674718008004,0.2564325281991996,46,20,False
cz,256,0.007554315784810744,0.06696572363287225,0.8986270559725688,0.10137294402743124,46,20,False
cz,450,7.14868193901114e-05,0.06696572363287225,0.9989336247897574,0.0010663752102425539,46,1,False
f1,16,0.27274807177029636,0.06527527009332793,0.1931087650144092,0.8068912349855908,47,20,False
f1,32,0.09366859970419791,0.06527527009332793,0.4106812686546532,0.5893187313453467,47,20,False
f1,64,0.0409119227179243,0.06527527009332793,0.6147188598285552,0.38528114017144477,47,20,False
f1,128,0.02286921240775505,0.06527527009332793,0.7405485657315638,0.2594514342684362,47,20,False
f1,256,0.007505922904716452,0.06527527009332793,0.8968700210105358,0.10312997898946419,47,20,False
f1,450,7.11710230985983e-05,0.06527527009332793,0.9989108661178381,0.001089133882161919,47,1,False
f2,16,0.27153087460977143,0.06505706325367054,0.1932840008071383,0.8067159991928616,47,20,False
f2,32,0.09362538713683226,0.06505706325367054,0.4099827239469213,0.5900172760530786,47,20,False
f2,64,0.04111377181169314,0.06505706325367054,0.6127583268382358,0.38724167316176417,47,20,False
f2,128,0.022811591722375377,0.06505706325367054,0.7403898838716253,0.2596101161283747,47,20,False
f2,256,0.007492719226567482,0.06505706325367054,0.8967230642130672,0.10327693578693276,47,20,False
f2,450,7.1088673773641e-05,0.06505706325367054,0.9989084801016181,0.0010915198983818541,47,1,False
f3,16,0.2722076561604358,0.06592899641996033,0.19497737354658676,0.8050226264534133,47,20,False
f3,32,0.09325869637151542,0.06592899641996033,0.41415887914351834,0.5858411208564817,47,20,False
f3,64,0.04080796534810817,0.06592899641996033,0.6176772818699782,0.38232271813002183,47,20,False
f3,128,0.02284765683969011,0.06592899641996033,0.742638903351468,0.257361096648532,47,20,False
f3,256,0.007484196643511171,0.06592899641996033,0.89805379208829,0.10194620791171005,47,20,False
f3,450,7.100761084328822e-05,0.06592899641996033,0.9989241271741416,0.001075872825858415,47,1,False
f4,16,0.27144954456150644,0.058357499943570534,0.17694437070361665,0.8230556292963833,47,20,False
f4,32,0.09341622901087293,0.058357499943570534,0.38450330202460253,0.6154966979753975,47,20,False
f4,64,0.0411606286355863,0.058357499943570534,0.586400696805235,0.413599303194765,47,20,False
f4,128,0.022726991815497977,0.058357499943570534,0.7197122245887891,0.28028777541121086,47,20,False
f4,256,0.0075036925579793365,0.058357499943570534,0.886068073276949,0.11393192672305097,47,20,False
f4,450,7.107260712464801e-05,0.058357499943570534,0.9987835984344307,0.0012164015655693472,47,1,False
fc1,16,0.2762263897647902,0.06731965092884694,0.195955251857728,0.804044748142272,46,20,False
fc1,32,0.09364882395599358,0.06731965092884694,0.4182163680000604,0.5817836319999397,46,20,False
fc1,64,0.04150120785523912,0.06731965092884694,0.6186281902297553,0.38137180977024465,46,20,False
fc1,128,0.02316559005937376,0.06731965092884694,0.7439848774631718,0.25601512253682823,46,20,False
fc1,256,0.007608317650614261,0.06731965092884694,0.8984582420308695,0.10154175796913045,46,20,False
fc1,450,7.17571526506945e-05,0.06731965092884694,0.9989352180835291,0.0010647819164708583,46,1,False
fc2,16,0.27604505294746795,0.06477310988821215,0.1900518134047963,0.8099481865952037,46,20,False
fc2,32,0.09376964974468842,0.06477310988821215,0.4085529357391766,0.5914470642608234,46,20,False
fc2,64,0.04152584330036744,0.06477310988821215,0.6093485208015309,0.3906514791984691,46,20,False
fc2,128,0.023044127747094502,0.06477310988821215,0.7375899269025779,0.26241007309742215,46,20,False
fc2,256,0.007578365480159126,0.06477310988821215,0.8952562412642654,0.1047437587357346,46,20,False
fc2,450,7.152983071952557e-05,0.06477310988821215,0.9988969044931151,0.0011030955068849213,46,1,False
fc3,16,0.27607295708179797,0.06066535269136724,0.18015577951980824,0.8198442204801918,46,20,False
fc3,32,0.09424110791128731,0.06066535269136724,0.39162571047942235,0.6083742895205777,46,20,False
fc3,64,0.041764288830691096,0.06066535269136724,0.5922636435108766,0.40773635648912343,46,20,False
fc3,128,0.023187168354247882,0.06066535269136724,0.7234767891875995,0.2765232108124005,46,20,False
fc3,256,0.007639429318594777,0.06066535269136724,0.8881567425618812,0.11184325743811885,46,20,False
fc3,450,7.197915609609537e-05,0.06066535269136724,0.9988149107985701,0.0011850892014299008,46,1,False
fc4,16,0.277702654417772,0.06793894888293588,0.19655894497118467,0.8034410550288154,46,20,False
fc4,32,0.09466586267724937,0.06793894888293588,0.4178163501501891,0.582183649849811,46,20,False
fc4,64,0.041489384965443056,0.06793894888293588,0.620853361224254,0.37914663877574595,46,20,False
fc4,128,0.02311720794284326,0.06793894888293588,0.7461214183783947,0.25387858162160526,46,20,False
fc4,256,0.007611426981457014,0.06793894888293588,0.8992536186038447,0.10074638139615533,46,20,False
