condition,batch_size,repeat,stress_construction_uses_labels,target_view,montage,held_out_reference,method,target_reference_labels_used,target_unlabeled_logits_used,prior_match_weight,accuracy,balanced_accuracy,nll,ece_15,worst_class_recall,car_anchor_balanced_accuracy,target_bias_rmse,max_class_recall_gap_to_car,mean_class_recall_gap_to_car
random,16,0,False,native16@C1,native16,c1,identity,False,False,,0.36330935251798563,0.36345755693581777,2.0218426963047564,0.3717692580421825,0.0,0.35702208419599724,1.661438106302153,0.12077294685990347,0.061197377501725346
random,16,0,False,native16@C1,native16,c1,topology_ridge,False,False,,0.4028776978417266,0.4025189786059351,1.4347035470028684,0.17489960283965683,0.3333333333333333,0.41076604554865426,0.20364954933056845,0.10476190476190478,0.06587301587301586
random,16,0,False,native16@C1,native16,c1,uniform_prior_match,False,True,,0.3872901678657074,0.38640441683919946,1.501810241128125,0.19703480666853498,0.23671497584541062,0.41076604554865426,0.3774503925739371,0.08695652173913043,0.06483781918564527
random,16,0,False,native16@C1,native16,c1,fixed_topology_shrinkage,False,True,0.1953806105301884,0.4028776978417266,0.4024672187715666,1.443873904171198,0.1765924542727189,0.33816425120772947,0.41076604554865426,0.20679764956215102,0.09999999999999998,0.06102484472049689
random,16,0,False,native16@C1,native16,c1,operator_confusion_shrinkage,False,True,0.1953806105301884,0.4040767386091127,0.4036576949620428,1.442261505139667,0.17596002176501951,0.33816425120772947,0.41076604554865426,0.19756325305693673,0.09523809523809523,0.05983436853002071
random,16,0,False,native16@C1,native16,c1,oracle,True,False,,0.4040767386091127,0.4038129744651484,1.4371483505597382,0.17539296565310103,0.3333333333333333,0.41076604554865426,0.0,0.05714285714285716,0.03352311939268461
random,16,0,False,native16@C2,native16,c2,identity,False,False,,0.3597122302158273,0.35912698412698413,2.251375184691688,0.41779531789927254,0.004761904761904762,0.35702208419599724,1.7572014383718368,0.14975845410628014,0.07698412698412697
random,16,0,False,native16@C2,native16,c2,topology_ridge,False,False,,0.3980815347721823,0.39749827467218773,1.4984979654753978,0.22157343009033348,0.30917874396135264,0.41076604554865426,0.2303654817432168,0.09047619047619049,0.06578674948240167
random,16,0,False,native16@C2,native16,c2,uniform_prior_match,False,True,,0.3872901678657074,0.38636991028295375,1.5878920518768505,0.24738775609180605,0.19806763285024154,0.41076604554865426,0.29254530317895555,0.106280193236715,0.060110420979986215
random,16,0,False,native16@C2,native16,c2,fixed_topology_shrinkage,False,True,0.19505474787378166,0.4064748201438849,0.40574534161490683,1.5071149946187905,0.21886737020081504,0.2898550724637681,0.41076604554865426,0.1440199936521261,0.08095238095238089,0.045496894409937885
random,16,0,False,native16@C2,native16,c2,operator_confusion_shrinkage,False,True,0.19505474787378166,0.4064748201438849,0.4057625948930297,1.5043849286533535,0.2198104571397198,0.2898550724637681,0.41076604554865426,0.14600084008897288,0.0714285714285714,0.04071773636991029
random,16,0,False,native16@C2,native16,c2,oracle,True,False,,0.39448441247002397,0.3938923395445134,1.5226840640048251,0.22408140492041065,0.24154589371980675,0.41076604554865426,0.0,0.06280193236714979,0.040717736369910267
random,16,0,False,native16@C3,native16,c3,identity,False,False,,0.36330935251798563,0.3638888888888889,1.941292117831453,0.3522030280638731,0.004761904761904762,0.35702208419599724,1.4496417016241832,0.22857142857142854,0.12115251897860593
random,16,0,False,native16@C3,native16,c3,topology_ridge,False,False,,0.39568345323741005,0.3956866804692892,1.4482699418572647,0.16875404671427294,0.32857142857142857,0.41076604554865426,0.13343835873758925,0.17142857142857143,0.07063492063492063
random,16,0,False,native16@C3,native16,c3,uniform_prior_match,False,True,,0.3657074340527578,0.3646652864044168,1.5421559440976886,0.2155676304990483,0.18357487922705315,0.41076604554865426,0.3496427482287132,0.1932367149758454,0.1103864734299517
random,16,0,False,native16@C3,native16,c3,fixed_topology_shrinkage,False,True,0.1904042617177993,0.3932853717026379,0.39311594202898553,1.449595499827591,0.16963752960045142,0.3476190476190476,0.41076604554865426,0.049801054006915695,0.1523809523809524,0.06337129054520357
random,16,0,False,native16@C3,native16,c3,operator_confusion_shrinkage,False,True,0.1904042617177993,0.3932853717026379,0.39313319530710833,1.4492220504151212,0.1736709853227439,0.3523809523809524,0.41076604554865426,0.05697293840035276,0.1476190476190476,0.05859213250517596
random,16,0,False,native16@C3,native16,c3,oracle,True,False,,0.3920863309352518,0.39175293305728087,1.4513379249790757,0.17108929495101177,0.3333333333333333,0.41076604554865426,0.0,0.10952380952380952,0.057487922705314
random,16,0,False,native16@C4,native16,c4,identity,False,False,,0.3105515587529976,0.30935127674258106,2.3367061820702553,0.4939537794133162,0.004761904761904762,0.35702208419599724,1.5506479268554079,0.3816425120772946,0.14315044858523118
random,16,0,False,native16@C4,native16,c4,topology_ridge,False,False,,0.38968824940047964,0.38880262249827463,1.5600653558334463,0.21205372304389616,0.1932367149758454,0.41076604554865426,0.19208108218184367,0.11111111111111113,0.07434437543133195
random,16,0,False,native16@C4,native16,c4,uniform_prior_match,False,True,,0.39928057553956836,0.3982919254658385,1.5091782929210587,0.2033463430522244,0.20772946859903382,0.41076604554865426,0.18454525358155757,0.09661835748792272,0.0672360248447205
random,16,0,False,native16@C4,native16,c4,fixed_topology_shrinkage,False,True,0.18342950491094132,0.39568345323741005,0.3947550034506556,1.5481197120756371,0.2056241043836878,0.1932367149758454,0.41076604554865426,0.16254797145746755,0.11111111111111113,0.06601104209799863
random,16,0,False,native16@C4,native16,c4,operator_confusion_shrinkage,False,True,0.18342950491094132,0.39568345323741005,0.3947550034506556,1.549760367458634,0.20556607958023684,0.1932367149758454,0.41076604554865426,0.16881785539491562,0.11111111111111113,0.06601104209799863
random,16,0,False,native16@C4,native16,c4,oracle,True,False,,0.39448441247002397,0.3936335403726708,1.505279500940355,0.20605636631513935,0.21256038647342995,0.41076604554865426,0.0,0.09523809523809523,0.06475155279503106
random,16,0,False,native16@CP1,native16,cp1,identity,False,False,,0.37410071942446044,0.3745169082125604,1.8638417642242853,0.3450513982669072,0.03333333333333333,0.35702208419599724,1.4457514952717812,0.19047619047619047,0.11273291925465839
random,16,0,False,native16@CP1,native16,cp1,topology_ridge,False,False,,0.4136690647482014,0.41311249137336103,1.5101295295157775,0.22920694228053845,0.3285024154589372,0.41076604554865426,0.21631861758820123,0.080952380952381,0.057453416149068334
random,16,0,False,native16@CP1,native16,cp1,uniform_prior_match,False,True,,0.40047961630695444,0.3995169082125604,1.6038583367391117,0.24707711534347412,0.22705314009661837,0.41076604554865426,0.42664801616011283,0.10952380952380958,0.06601104209799864
random,16,0,False,native16@CP1,native16,cp1,fixed_topology_shrinkage,False,True,0.1926600819751851,0.41127098321342925,0.4106452726017944,1.5190600662073772,0.2338967897857162,0.32367149758454106,0.41076604554865426,0.13596965629729535,0.08571428571428574,0.052639751552795044
random,16,0,False,native16@CP1,native16,cp1,operator_confusion_shrinkage,False,True,0.1926600819751851,0.4064748201438849,0.40588336783988954,1.5181977616281288,0.2376019843528592,0.32367149758454106,0.41076604554865426,0.1512411526097467,0.07619047619047614,0.05263975155279502
random,16,0,False,native16@CP1,native16,cp1,oracle,True,False,,0.41127098321342925,0.41069703243616285,1.5053847933168847,0.22436553099209913,0.3188405797101449,0.41076604554865426,0.0,0.03809523809523807,0.026363008971704613
