condition,batch_size,repeat,target_view,montage,held_out_reference,stress_construction_uses_labels,true_batch_prior_audit_only,soft_mean_prior,weak_confusion_prior,regularized_confusion_prior,soft_mean_prior_rmse,weak_confusion_prior_rmse,regularized_confusion_prior_rmse,uniform_bias_rmse,fixed_shrinkage_bias_rmse,soft_mean_shrinkage_bias_rmse,weak_confusion_shrinkage_bias_rmse,candidate_bias_rmse,prior_match_weight,topology_bias,uniform_bias,fixed_bias,candidate_bias,oracle_bias_audit_only,candidate_prior_displacement_from_nominal,candidate_update_norm_from_topology,target_reference_labels_used_for_candidate
random,16,0,native16@FC1,native16,fc1,False,"[0.25, 0.25, 0.125, 0.375]","[0.11389791247139508, 0.18648729820930568, 0.3009077273989895, 0.3987070619203097]","[0.13025482588284548, 0.22370803208393752, 0.24222331847969147, 0.4038138235535256]","[0.23433248081633712, 0.2495125819908365, 0.24886515098576587, 0.26728978620706056]",0.11625746735368045,0.08602574777996962,0.08244661078196816,0.3776644246063383,0.17212300496223154,0.11521087726373143,0.11084196971442908,0.16461101597471461,0.195955251857728,"[-1.1221504233965414, -1.7778719220487247, 1.8498999754770638]","[-0.7609027158992916, -2.0444857557455824, 2.0113729215559184]","[-1.051362037890891, -1.8301163029795469, 1.881541447294155]","[-1.0654133251574778, -1.829669560497582, 1.8804324915262607]","[-1.3289135737518416, -1.7312245834791569, 1.926978868734734]",0.023365216092667992,0.08266999577695738,False
random,16,0,native16@FC2,native16,fc2,False,"[0.25, 0.25, 0.125, 0.375]","[0.17657728744888754, 0.18643752671050315, 0.3004487959471368, 0.33653638989347245]","[0.2068341599480798, 0.20464702919301464, 0.24951825908994787, 0.3390005517689577]","[0.245183744252783, 0.24501899068836333, 0.24985694717464532, 0.25994031788420846]",0.10209408899486823,0.07197384738246612,0.08496469043011982,0.2272521502192264,0.27213381157221206,0.2189117867616987,0.2459676762429161,0.26922193399546834,0.1900518134047963,"[-1.7526780792458387, -1.2704941799207339, 2.004320295858799]","[-2.225097756970289, -1.7188744091969355, 2.651819497267864]","[-1.84246229568548, -1.3557096555895343, 2.1273786932647494]","[-1.846517411320872, -1.360619450844401, 2.1272337822072784]","[-2.244114424956732, -1.515256729181075, 2.3155029409382095]",0.012117638257316007,0.17898633978516507,False
random,16,0,native16@FC3,native16,fc3,False,"[0.25, 0.25, 0.125, 0.375]","[0.09257366327010855, 0.1681161232464053, 0.29923679728055014, 0.44007341620293616]","[0.10902256792977946, 0.2064481847798542, 0.23889826530032773, 0.4456309819900386]","[0.2318265183577874, 0.24773712156594652, 0.24847804007078364, 0.2719583200054824]",0.12853115555313344,0.09966562523932758,0.08093177721022465,0.16578862255631802,0.422500200663355,0.5420532958346808,0.5066247609634609,0.4305510430154038,0.18015577951980824,"[-0.7651133927457784, -1.9699639147905454, 1.6801476048994795]","[0.0455922595913091, -1.7936087300862287, 1.41561823633398]","[-0.6190600839878757, -1.9381925090177794, 1.6324911102996793]","[-0.6371624536327153, -1.940125878658937, 1.6328532362102357]","[-0.09014561658646833, -1.7345888686001223, 1.169550182681599]",0.028633550832833376,0.13963706001567086,False
random,16,0,native16@FC4,native16,fc4,False,"[0.25, 0.25, 0.125, 0.375]","[0.12512030736605115, 0.1514094070604546, 0.27555216863520415, 0.4479181169382901]","[0.14389999408916074, 0.16978374997529996, 0.23778510606713904, 0.44853114986840026]","[0.23737217446463404, 0.24193871366857073, 0.24850544270172747, 0.27218366916506787]",0.11543185208934942,0.09462976298957196,0.08069888254860912,0.22142112118302623,0.1486089592397282,0.24557178589729153,0.21730576557996786,0.15392283040490523,0.19655894497118467,"[-2.124392996252152, -0.9345733656655623, 2.018026618443878]","[-1.8769002458211603, -0.48793019476990046, 2.1756104640956906]","[-2.07574608233942, -0.8467816552157265, 2.0490011328897006]","[-2.092065102650003, -0.8550482833572144, 2.0478946308504398]","[-2.0139319368032305, -0.6733419478907606, 1.8691357731519052]",0.026810356100058264,0.0908924066466495,False
random,16,0,native16@Fz,native16,fz,False,"[0.25, 0.25, 0.125, 0.375]","[0.0982355760541871, 0.1679129169698601, 0.3030986840484552, 0.4307528229274976]","[0.11765947333844518, 0.20541087342133976, 0.24029282983870137, 0.4366368234015138]","[0.23302922748759922, 0.2473796992509881, 0.24864676843209096, 0.27094430482932175]",0.1270809270702904,0.0956474513739789,0.08125728296102937,0.2793543655077614,0.22142838479688862,0.31783209101738713,0.2780299072086333,0.22573223563474853,0.19435896190836807,"[-1.862073213700533, -1.5329702541769743, 2.2206689809926403]","[-1.164997924645902, -1.4283428945478496, 2.0693628149327368]","[-1.7265903841478991, -1.5126349891722441, 2.191261271626902]","[-1.742834370558507, -1.5147434985327086, 2.190597281713311]","[-1.58965611319085, -1.204603887630753, 2.0083475359429084]",0.027117673870427496,0.1243158213290282,False
random,16,0,native16@Pz,native16,pz,False,"[0.25, 0.25, 0.125, 0.375]","[0.07728778716696263, 0.1997710721337783, 0.2666411012951791, 0.45630003940408004]","[0.06681407273963955, 0.24335684505124341, 0.23176459008228595, 0.45806449212683104]","[0.2252234350242824, 0.25374956912510616, 0.24759355365402802, 0.27343344219658333]",0.1214746389575728,0.11390742184076307,0.08058052261895819,0.5561145009078945,0.1526020599647169,0.20255030895666262,0.18018647974454488,0.1474110303537372,0.19992329078494417,"[-1.2336146440764293, -1.2503831317177734, 1.9053187837392422]","[-0.1850499037988267, -1.2913362787003195, 1.8326761908446925]","[-1.0239821305990706, -1.2585706196305235, 1.890795837516613]","[-1.0508467052219406, -1.256602586133703, 1.8870326385431633]","[-1.1043324019608223, -1.007152797080439, 1.8768287865504187]",0.03439265383503517,0.18378570181731232,False
random,16,0,native32@C1,native32,c1,False,"[0.25, 0.25, 0.125, 0.375]","[0.21695255618311357, 0.27221802673364603, 0.40184265624580384, 0.10898676083743652]","[0.2587481868588361, 0.33910712080242505, 0.3645343565142772, 0.03761033582446163]","[0.24992021528470035, 0.2660893519957863, 0.26370156020787305, 0.22028887251164037]",0.19299655047549347,0.21167492954658476,0.1042023624804913,0.5583559661409893,0.15514679596386874,0.20371673884220928,0.18467026134248352,0.147742621862015,0.1953806105301884,"[-0.2531913254912461, -1.1315615179189868, 1.7397241443803755]","[-0.13580227250691576, -1.9927232303179012, 1.8979337962399792]","[-0.23025578064960703, -1.2998158190527094, 1.7706352427524734]","[-0.23033737114170513, -1.2760645584533477, 1.7858048157602597]","[-0.21326365592132424, -1.0621041661531276, 1.6464739659125094]",0.03646035466098264,0.15338468055156912,False
random,16,0,native32@C2,native32,c2,False,"[0.25, 0.25, 0.125, 0.375]","[0.25598651427052377, 0.27145088344290924, 0.35766675459760056, 0.11489584768896646]","[0.30032594084295083, 0.31652177958752215, 0.34038465958772696, 0.042767619981800155]","[0.25712672573767364, 0.2607959269381151, 0.2611061570791075, 0.22097119024510373]",0.17484562297782427,0.2023158133954793,0.10297706357187732,0.6245253101784353,0.1680735047636285,0.1861366417954796,0.16582574613764214,0.1618941813358039,0.19505474787378166,"[-0.8643550438343065, -0.6353436022772054, 1.9216365843712424]","[-1.3159240763407105, -1.3844931117887949, 2.416054549609475]","[-0.9524357276174507, -0.7814687709747556, 2.018075155925054]","[-0.9381801090375349, -0.7701552026037741, 2.0308623377618664]","[-0.8850616471397138, -0.5049586088029271, 1.9568463023829787]",0.03366542408829733,0.18855920300696233,False
random,16,0,native32@C3,native32,c3,False,"[0.25, 0.25, 0.125, 0.375]","[0.1825779391021769, 0.30153668325589994, 0.40337414300038843, 0.11251123464153467]","[0.20594897263612713, 0.38704163896817495, 0.3659464583284401, 0.04106293006725793]","[0.2398433564812295, 0.27549545291327887, 0.2639605841581489, 0.2207006064473427]",0.19595553031704724,0.21811124815055966,0.10472764955721149,0.33814599730234823,0.2395809784495451,0.3509162882280514,0.3616904647856697,0.2584058308231661,0.1904042617177993,"[0.12957794678119727, -1.2230793275696508, 1.478121035704569]","[0.5626287941704678, -2.0674867252654026, 1.5988108990836956]","[0.2120326736646187, -1.3838580947169585, 1.5011009000380937]","[0.19973145153691063, -1.3489067985559302, 1.5134117431610647]","[0.49552844825862247, -1.584659650621867, 1.274151529829587]",0.04250326927909023,0.14832228665002725,False
random,16,0,native32@C4,native32,c4,False,"[0.25, 0.25, 0.125, 0.375]","[0.28408055508710334, 0.23193996733800154, 0.35903535075512016, 0.12494412681977486]","[0.34599039741234955, 0.2566305808370503, 0.33720621884640073, 0.06017280290419946]","[0.26639476326217676, 0.2496204060580577, 0.26046973582438643, 0.223515094855379]",0.17232827258592429,0.1958352396441343,0.1019419665360977,0.5863409038613641,0.41898336229521577,0.4885009226527349,0.5007962774894482,0.4328632127361974,0.18342950491094132,"[-1.089197568252906, -0.3044845220771454, 1.9077216931064784]","[-1.8570416251310373, -0.49162881899582983, 2.3284167399095437]","[-1.2300428234548704, -0.3388123078078459, 1.9848895772600499]","[-1.194030450005388, -0.34727897715131933, 1.9976359893157225]","[-1.4945010500111395, 0.3210598552537696, 1.8390412023506604]",0.032863321845723284,0.14458865496445092,False
random,16,0,native32@C5,native32,c5,False,"[0.25, 0.25, 0.125, 0.375]","[0.22984164020800352, 0.26102282826642725, 0.3661386685235764, 0.1429968630019927]","[0.26609149207688876, 0.3099368651239074, 0.3384964783442873, 0.08547516445491654]","[0.2517359158409623, 0.2607011264018343, 0.2605638849777968, 0.2269990727794068]",0.16770597428739242,0.18252173882921618,0.10049797122144255,0.5858274754346291,0.30122722541226615,0.2682486299229784,0.29048562260238686,0.29690632612433127,0.19190648809602362,"[0.7515795447168198, -1.2546993384840097, 1.0597441982639566]","[0.54472153826677, -2.112329702946914, 1.711770464942155]","[0.7118821511644461, -1.4192841698125984, 1.184872269248531]","[0.7163288421097755, -1.4017044713262665, 1.1921686686581807]","[0.30544555195027023, -1.1757509698195476, 1.4033085192371186]",0.027534811219728464,0.20097104636103824,False
random,16,0,native32@C6,native32,c6,False,"[0.25, 0.25, 0.125, 0.375]","[0.17534522251652093, 0.30364996624449064, 0.41864709657809485, 0.10235771466089363]","[0.20056120382205755, 0.39615832274353135, 0.3760546374612486, 0.027225835973162495]","[0.2387941403813824, 0.2773016445184127, 0.2651357358596157, 0.2187684792405893]",0.2055566149281132,0.22791541744147711,0.10596846656779094,0.48259109899672403,0.12573860509564186,0.19503357976971214,0.1864070348234119,0.11683450255502076,0.20144129327754595,"[-1.4594846444179577, 0.41227783207626645, 1.8180129881691198]","[-0.9664984968929139, -0.3362675125752262, 1.7902187445693614]","[-1.3601768772925977, 0.2614898897727834, 1.8124140797927133]","[-1.3768726138896374, 0.30222698489668437, 1.8273359164356804]","[-1.273982197878892, 0.43759568457792425, 1.7176099833041572]",0.045557101226477284,0.13792336112645776,False
random,16,0,native32@CP1,native32,cp1,False,"[0.25, 0.25, 0.125, 0.375]","[0.19473511125818987, 0.30750140728826897, 0.40373501009688134, 0.09402847135665983]","[0.22328128233232314, 0.3929848204587847, 0.37022222030014706, 0.013511676908745125]","[0.2425281962087781, 0.276021619989303, 0.2646306025947344, 0.21681958120718436]",0.20186556512296738,0.23019898664834368,0.10636106269354567,0.5404682653156699,0.22864733073170881,0.29283502669018463,0.2805629217006898,0.2312945815845708,0.1926600819751851,"[-0.20992624337470422, -1.0183856747683002, 1.7155199884615666]","[0.09797908321615495, -1.9998168233433304, 1.8254577544298092]","[-0.15060517791311315, -1.2074682803057657, 1.736700607465177]","[-0.1572527189777628, -1.1734003976666272, 1.7489686142668521]","[0.18530431659992275, -1.108951468819979, 1.5515032670337414]",0.04525425153854492,0.1671013915438836,False
random,16,0,native32@CP2,native32,cp2,False,"[0.25, 0.25, 0.125, 0.375]","[0.22734888609338302, 0.2679990931897359, 0.386352477117016, 0.1182995435998651]","[0.26890787517086595, 0.32637572609684223, 0.35439047063125817, 0.050325928101033625]","[0.25185881858101783, 0.2635516470228775, 0.26252079410623, 0.2220687402898746]",0.18373709609663835,0.20262280243113198,0.10306192477302631,0.45301125207035575,0.14813209408011382,0.17485877820276916,0.14705936178560006,0.13809075197793855,0.19838509243063743,"[-0.6859778527237528, -0.5523221486903059, 1.905577409652001]","[-0.6333163393325465, -1.1455665731279059, 2.201239393725544]","[-0.6755305935221011, -0.6700129986663195, 1.9642323396906565]","[-0.672265794110278, -0.6484293715977141, 1.9766382676670142]","[-0.6720935082274765, -0.4209130506117463, 1.9028584509954998]",0.03352652528364488,0.12030903701810378,False
random,16,0,native32@CP3,native32,cp3,False,"[0.25, 0.25, 0.125, 0.375]","[0.18382587753200896, 0.3653051297092431, 0.38154064217900197, 0.06932835057974601]","[0.18410096982589455, 0.458864069383601, 0.3570349607905044, 0.0]","[0.23529498206539984, 0.2891369632035562, 0.26478539449965766, 0.21078266023138628]",0.2103108091436264,0.24618697400878883,0.10983536615926431,0.6988013849611436,0.3032739296178561,0.43114755113019493,0.6125304092481092,0.33056169767566673,0.18213697954309313,"[0.17796980513341398, -1.1133348721933767, 1.452837656897392]","[0.567786484207272, -2.7839428884928648, 1.6000020737708336]","[0.24896983763544575, -1.417614370282644, 1.4796417392829413]","[0.22821349072147634, -1.3595279602968557, 1.4890479732822206]","[0.5865357928032126, -1.6578300993289672, 1.1567317540115258]",0.05919921511549644,0.25386345066607924,False
random,16,0,native32@CP4,native32,cp4,False,"[0.25, 0.25, 0.125, 0.375]","[0.24998704468885477, 0.2494080870714992, 0.370725093586934, 0.12987977465271205]","[0.2984157531233504, 0.2912576954335811, 0.3430477235833321, 0.06727882785973648]","[0.25763277842083476, 0.2567692477904127, 0.2611184705970765, 0.22447950319167603]",0.17354041101525006,0.1912350727025787,0.10159815453439769,0.3222407123608731,0.1477414805472112,0.19108828112248166,0.20926140855699904,0.15171201411672652,0.19715247800665772,"[-0.884792347172864, -0.130448510514944, 1.875201206621828]","[-1.1835059237567995, -0.3732232150252712, 2.2570476111290474]","[-0.9436844690106184, -0.1783121451064891, 1.9504831714883588]","[-0.9213914900944714, -0.1716030188034144, 1.9622842807734817]","[-1.057014097436056, 0.04813062444592612, 1.9135683687497558]",0.029647903261972784,0.10303714193806253,False
random,16,0,native32@CP5,native32,cp5,False,"[0.25, 0.25, 0.125, 0.375]","[0.2199873117136345, 0.2944341090576081, 0.362309982477784, 0.1232685967509733]","[0.24689607951363116, 0.3569757671302846, 0.34211793650067646, 0.054010216855407855]","[0.24718391688473645, 0.2690043332616743, 0.26131655142989296, 0.22249519842369628]",0.17504276525412882,0.20101497973349067,0.10272415940809551,0.5567810629417445,0.2986338448185313,0.26974788518935916,0.32232501751935216,0.29681919546626534,0.1906220600846495,"[0.7724575120002835, -1.114884001104068, 0.9937588489316206]","[0.6632181156852761, -2.1789531532221673, 1.5821995579127646]","[0.7516340732323132, -1.3177190549533464, 1.105928629115278]","[0.7497928501168817, -1.2903614723123242, 1.1114910903060244]","[0.29068449878599606, -1.3228937878381735, 1.3405458317467678]",0.03540725141620151,0.21252508195263503,False
random,16,0,native32@CP6,native32,cp6,False,"[0.25, 0.25, 0.125, 0.375]","[0.18564987096869734, 0.32752318515040596, 0.3630317289917972, 0.12379521488909943]","[0.1934802480701736, 0.4098717054040807, 0.3439022287850565, 0.05274581774068923]","[0.2368561235096152, 0.27924452103173747, 0.2616647050798196, 0.22223465037882778]",0.1802177373426708,0.21243786638550377,0.10373342898868627,0.3543803956850726,0.20190787855668232,0.2540062207816453,0.31670787956204105,0.22393938197665894,0.19244106307112208,"[-1.1441479024267323, 0.641675550708391, 1.7338366401055347]","[-0.8234936878694482, -0.36127134624046897, 2.1663048510070477]","[-1.0824408644990928, 0.44866738365566927, 1.817061282355888]","[-1.1043971307157987, 0.49619494403218384, 1.8244226681608184]","[-1.1229790739524326, 0.13889911274213174, 1.9742256745677829]",0.04398844716235528,0.17592771029409976,False
random,16,0,native32@CPz,native32,cpz,False,"[0.25, 0.25, 0.125, 0.375]","[0.199013698864267, 0.3008842960118124, 0.3935818286661162, 0.10652017645780443]","[0.22661729908774148, 0.3798131540341118, 0.3620780813169949, 0.03149146556115181]","[0.2433915175928712, 0.2736447508690083, 0.26361424539664274, 0.2193494861414778]",0.1932656389681084,0.21886202019509302,0.10493299978401159,0.8180381407372033,0.2800258242110143,0.26236722075298985,0.18343724398889533,0.2610602612246692,0.1971732582933757,"[-0.49023813196305954, -0.7845452648618694, 1.8596125024636165]","[-0.19030193794243144, -1.892629429784708, 2.1101979852343713]","[-0.4310987353078982, -1.0030298301229998, 1.9090212585825448]","[-0.4414774907033575, -0.9691192407424165, 1.9208799382752635]","[-0.4461824713991188, -0.5197507689885286, 1.870847751412152]",0.04156378184061538,0.2004965121874803,False
random,16,0,native32@Cz,native32,cz,False,"[0.25, 0.25, 0.125, 0.375]","[0.20977194009674863, 0.31691570378084344, 0.3753946842847664, 0.09791767183764155]","[0.2342895704597107, 0.3942097796522937, 0.3551638327244954, 0.016336817163500193]","[0.24411532047793874, 0.27566034023556535, 0.26305996375129354, 0.2171643755352024]",0.19076695384290615,0.2250877310964224,0.10567133061441433,0.8343838667085728,0.21066181545102386,0.23288946277663963,0.21855422952822567,0.20026154586895267,0.19566431001432502,"[-0.6669214044415801, -0.8176224832607262, 1.9255112238077314]","[-0.37884425693437007, -2.187183272718277, 2.1972099124017457]","[-0.6105549881436869, -1.085596650152612, 1.9786729602432762]","[-0.6218647354386481, -1.0478664285849504, 1.9915615196771472]","[-0.4573014261189837, -0.7936286407758888, 1.8224576322671207]",0.044066125326157925,0.24373144927264,False
random,16,0,native32@F1,native32,f1,False,"[0.25, 0.25, 0.125, 0.375]","[0.23799590408001878, 0.24739994084960754, 0.4183402532977174, 0.09626390177265635]","[0.29796080016050025, 0.30566903828475783, 0.37457128187361444, 0.0217988796811275]","[0.2574598867221736, 0.2596307327818603, 0.26476027185580264, 0.21814910864016349]",0.2024186103636558,0.21933771694930346,0.10521826912828204,0.39440127145752607,0.19750030483514253,0.2329608175669308,0.29163982825936274,0.20071819424544637,0.1931087650144092,"[-0.6354761346439146, -1.2404567192549765, 2.097096661630542]","[-0.8712662026312737, -1.9170382781148327, 2.2920411109397345]","[-0.6810092634756171, -1.3711105485179271, 2.1347421434830545]","[-0.6732505028619222, -1.3608193249705414, 2.149221560333704]","[-1.00756862488699, -1.2705444170739721, 2.1184772146201243]",0.03715838841360815,0.13649565858929388,False
