epoch,train_loss,train_ce_loss,train_consistency_loss,train_auxiliary_preservation_loss,train_auxiliary_residual_consistency_loss,train_auxiliary_gate_supervision_loss,validation_auxiliary_preservation_loss,validation_auxiliary_consistency_loss,validation_auxiliary_gate_target_mean,validation_auxiliary_gate_nontarget_mean,validation_auxiliary_gate_supervision_loss,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
1.0,1.4173862663904826,1.4173862663904826,0.0,0.0,0.0,0.0,3.627762998803519e-05,1.4399517751675743e-14,0.25764063000679016,0.25786566734313965,0.8274080798055087,0.25114060963618484,0.2532974990635389,0.0008766312967054546,0.24444444444444444,6.450892358088527e-06
2.0,1.4091449903558801,1.4091449903558801,0.0,0.0,0.0,0.0,0.0001104807888623327,1.876159546731343e-13,0.25563666224479675,0.2554914057254791,0.8307870452117151,0.25,0.2512433082049601,0.0006677816854789853,0.07333333333333333,1.6722788633201854e-05
3.0,1.415198578481321,1.415198578481321,0.0,0.0,0.0,0.0,0.001819878350943327,2.1533188426792194e-11,0.23154348134994507,0.22575338184833527,0.8988161454351834,0.2633333333333333,0.2624691358024691,0.0005315224989317358,0.11444444444444445,3.3002647113295634e-05
4.0,1.416279188438698,1.416279188438698,0.0,0.0,0.0,0.0,0.0015393318608403206,4.128283825899359e-11,0.18249870836734772,0.17904561758041382,1.0533120446072448,0.2533482142857143,0.2518617724867725,0.0007366054342128336,0.016666666666666666,5.880448399262659e-05
5.0,1.3276991794727466,1.3276991794727466,0.0,0.0,0.0,0.0,0.0020547518506646156,1.911240410379378e-08,0.18118610978126526,0.1781156361103058,1.1130758674764125,0.4800667667509482,0.4356768614115591,0.029158880934119225,0.6122222222222222,9.969763961567034e-05
6.0,1.220486159854465,1.220486159854465,0.0,0.0,0.0,0.0,0.007055735681205988,5.625743071391298e-08,0.21420727670192719,0.21443380415439606,0.9233309816080109,0.5498773528585476,0.47911039608403183,0.034357525408267975,0.5477777777777778,9.969763961567034e-05
7.0,1.133165825561241,1.133165825561241,0.0,0.0,0.0,0.0,0.006708915811032057,3.0306648568512173e-07,0.17217594385147095,0.16787424683570862,1.104864836180687,0.5987419669195111,0.5262328217914501,0.05399054288864136,0.67,9.969763961567034e-05
8.0,1.099431857003106,1.099431857003106,0.0,0.0,0.0,0.0,0.005787086207419634,9.80302843345271e-07,0.18804021179676056,0.17828114330768585,1.080062527906319,0.6167774178255373,0.5352822601098781,0.06528888642787933,0.6588888888888889,9.969763961567034e-05
9.0,1.037501145115605,1.037501145115605,0.0,0.0,0.0,0.0,0.007432820741087198,9.71198346633173e-07,0.16440030932426453,0.1621641218662262,1.2913707719619498,0.6300510956595028,0.5390287922773173,0.07262402027845383,0.6488888888888888,9.969763961567034e-05
10.0,1.009575319290161,1.009575319290161,0.0,0.0,0.0,0.0,0.005292239133268595,1.1178910881426418e-06,0.12178672105073929,0.11297629773616791,1.436133218176952,0.6031959808259587,0.5382248696758284,0.07973788678646088,0.5944444444444444,9.969763961567034e-05
