epoch,train_loss,train_ce_loss,train_consistency_loss,validation_car_balanced_accuracy,validation_balanced_accuracy,learning_rate
1.0,1.4217073373189049,1.4120127833835663,0.009694556943362668,0.29810941994418405,0.29909204414454826,6.45769549087854e-06
2.0,1.3799496531864954,1.3705821944039966,0.009367455540904924,0.3401556794854005,0.32980778658307136,1.6733570872048158e-05
3.0,1.2687791090162974,1.2593402151834396,0.009438897936590133,0.42985745586403523,0.42795771944721284,3.301973581024263e-05
4.0,1.1296342693813264,1.1198993774444337,0.009734886866358537,0.4243815837602686,0.42438070507944997,5.883156775208591e-05
5.0,1.0308068775752235,1.0205905610796004,0.010216315676650357,0.49287460657469867,0.4880521044523971,9.974056448166367e-05
6.0,0.8810370924359276,0.870240449829707,0.010796642965740628,0.44735155888499867,0.43333906380192994,9.974056448166367e-05
7.0,0.7529317019477723,0.7414503731803288,0.011481327105254407,0.5068310360873209,0.5031769907058484,9.974056448166367e-05
8.0,0.6362079158661857,0.6244879151525952,0.011720001942345074,0.5146238226226383,0.5057610618813121,9.974056448166367e-05
9.0,0.5644479460186429,0.5524230836308192,0.012024862289665237,0.5176936725028153,0.5134507363552542,9.974056448166367e-05
10.0,0.4938694422585624,0.48141363775919355,0.01245580632121317,0.5043773247294947,0.49667376564028637,9.974056448166367e-05
11.0,0.44258896591171387,0.4302129776515658,0.012375988315140444,0.4989839182364092,0.49513028505189577,9.974056448166367e-05
12.0,0.3860513385136922,0.3736924608359261,0.012358877039736225,0.5048781752596792,0.4966153813775594,9.974056448166367e-05
13.0,0.3417140070597331,0.32912534511278546,0.012588661044599518,0.5168718561944323,0.5141725877124396,9.974056448166367e-05
14.0,0.3014931563725547,0.2886843971411387,0.012808759492777643,0.5152100308920049,0.5042657147089082,9.974056448166367e-05
15.0,0.2779330419547974,0.2655938882203329,0.012339153233028593,0.5185430560131039,0.5089015931098856,9.974056448166367e-05
16.0,0.2370569699435007,0.22481603851394047,0.012240931582711046,0.5298847666400898,0.5231532278181011,9.974056448166367e-05
17.0,0.22914164775893803,0.2171660585346676,0.011975588851150066,0.4976434814304291,0.49764610320104685,9.974056448166367e-05
18.0,0.19485578202065967,0.1832934678357745,0.011562314141127798,0.5363492782690756,0.5255983292224324,9.974056448166367e-05
19.0,0.1799509934442384,0.1685076601070071,0.011443333457564077,0.5363629621583031,0.5271343623749877,9.974056448166367e-05
20.0,0.16029374909779381,0.14920858758782585,0.011085161518837724,0.5179788510526153,0.5120193340396579,9.974056448166367e-05
