epoch,train_loss,train_ce_loss,train_consistency_loss,validation_car_balanced_accuracy,validation_balanced_accuracy,learning_rate
1.0,1.4120359749264186,1.4120359749264186,0.0,0.2992508876624487,0.2987022792015386,6.45769549087854e-06
2.0,1.3705262611025855,1.3705262611025855,0.0,0.3453227596038154,0.334016123335416,1.6733570872048158e-05
3.0,1.2584574243000575,1.2584574243000575,0.0,0.423493125359285,0.42314811624889126,3.301973581024263e-05
4.0,1.1196160503417727,1.1196160503417727,0.0,0.42150269914266897,0.4228490126327922,5.883156775208591e-05
5.0,1.0083474665596373,1.0083474665596373,0.0,0.49949467716001517,0.4966007234353897,9.974056448166367e-05
6.0,0.8606854830090962,0.8606854830090962,0.0,0.45767898757158054,0.4477001299799715,9.974056448166367e-05
7.0,0.774126851672218,0.774126851672218,0.0,0.4586208273614186,0.4540023065170436,9.974056448166367e-05
8.0,0.6402454272527544,0.6402454272527544,0.0,0.5036673884172997,0.49539133809316344,9.974056448166367e-05
9.0,0.5516812993609717,0.5516812993609717,0.0,0.4973828974200907,0.4942903327912391,9.974056448166367e-05
10.0,0.4873353925583855,0.4873353925583855,0.0,0.47214356324204126,0.4707972355083972,9.974056448166367e-05
11.0,0.42932223643575396,0.42932223643575396,0.0,0.5103852862080506,0.5092087879661303,9.974056448166367e-05
12.0,0.38478494413315306,0.38478494413315306,0.0,0.5258992848643638,0.5189726029965586,9.974056448166367e-05
13.0,0.3370864943095616,0.3370864943095616,0.0,0.5237072857991147,0.5198666006405002,9.974056448166367e-05
14.0,0.30223339509396324,0.30223339509396324,0.0,0.5065416868052495,0.5049962168104273,9.974056448166367e-05
15.0,0.2623064335944161,0.2623064335944161,0.0,0.46198276361583296,0.46332242739223944,9.974056448166367e-05
16.0,0.24020261283904787,0.24020261283904787,0.0,0.5118642722331755,0.5076293549613116,9.974056448166367e-05
17.0,0.20413701650642213,0.20413701650642213,0.0,0.5096068157653056,0.5032628245410861,9.974056448166367e-05
18.0,0.19194584137863582,0.19194584137863582,0.0,0.5226376626406763,0.5189565872617394,9.974056448166367e-05
19.0,0.16259745025918598,0.16259745025918598,0.0,0.5318025780423858,0.5204706670851669,9.974056448166367e-05
20.0,0.14392642832464642,0.14392642832464642,0.0,0.5258445264130469,0.5187267212305539,9.974056448166367e-05
