seed,probe_seed,reference_seed,encoder,defense,train_view,training_views,test_view,n_train,n_val,n_test,probe,probe_objective,consistency_weight,selected_c,selected_epoch,validation_balanced_accuracy,accuracy,balanced_accuracy,macro_f1,macro_auroc_ovr,paired_cosine_to_car,relative_l2_to_car,linear_cka_to_car,balanced_accuracy_gap_from_car
42,42,7,reve,none,car,car|pz|fcz,car,6300,1734,1803,reve_token,multi_view_ce,1.0,,19,0.5204706670851669,0.5879090404880755,0.5880629936049866,0.5831003139863002,0.829429401624511,1.0,0.0,1.0,0.0
42,42,7,reve,none,car,car|pz|fcz,cz,6300,1734,1803,reve_token,multi_view_ce,1.0,,19,0.5204706670851669,0.5879090404880755,0.5878509524957328,0.5837928212595342,0.820316363738343,0.9802468118460795,0.1913736298905901,0.7696884956064689,0.00021204110925376884
42,42,7,reve,none,car,car|pz|fcz,pz,6300,1734,1803,reve_token,multi_view_ce,1.0,,19,0.5204706670851669,0.5834719911259013,0.5834602186881683,0.5783314251655286,0.8255734838477383,0.9796095851304871,0.1962992147883425,0.7506596117282506,0.004602774916818264
42,42,7,reve,none,car,car|pz|fcz,fcz,6300,1734,1803,reve_token,multi_view_ce,1.0,,19,0.5204706670851669,0.5812534664448142,0.5814048736606375,0.5743497856016282,0.826727203057686,0.9796015676877232,0.19487758555681647,0.7725128605043469,0.006658119944349061
42,42,7,reve,none,car,car|pz|fcz,random_linear,6300,1734,1803,reve_token,multi_view_ce,1.0,,19,0.5204706670851669,0.5845812534664449,0.5847370786896318,0.5787105221653626,0.830219466358874,0.9997478882625613,0.021351401162681874,0.9949260851422678,0.003325914915354833
